Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
4,5.4165,1.85,4.5675,83.77,0.0309,9.219,0.1212,0.0821,FCC
4,7.528,1.85,4.4825,83.425,0.027,9.3225,0.1099,0.0737,FCC
4,7.9703,1.85,4.5025,83.6,0.0265,9.27,0.1087,0.0727,FCC
4,6.8699,1.85,4.555,83.86,0.0276,9.192,0.1139,0.0767,FCC
1,6.4929,1.75,4.555,87.16,0.0325,13.67,0.1276,0.0824,FCC
1,3.6696,1.95,4.69,78.67,0.0335,8.056,0.1137,0.0831,FCC
1,4.2144,1.95,4.71,78.845,0.0321,8.1115,0.1101,0.0808,FCC
4,4.703,1.95,4.6775,78.76,0.0307,8.052,0.108,0.0797,FCC
1,5.3675,1.95,4.5925,78.415,0.0272,7.852,0.1045,0.0776,FCC
3,5.271,1.95,4.645,78.675,0.0287,7.9925,0.1051,0.0781,FCC
4,5.9651,1.95,4.6125,78.59,0.0262,7.933,0.1015,0.0758,FCC
2,7.4371,1.95,4.5275,78.245,0.0215,7.716,0.0938,0.0706,FCC
1,4.1117,1.9,4.605,79.975,0.0332,9.2975,0.1207,0.0858,FCC
4,4.7848,1.9,4.5725,79.89,0.0304,9.221,0.1163,0.0831,FCC
4,4.608,1.9,4.625,80.15,0.0321,9.24,0.1181,0.0841,FCC
1,4.5464,1.9,4.6775,80.41,0.0333,9.207,0.1185,0.0841,FCC
1,5.6435,1.9,4.54,79.805,0.0282,9.1445,0.1111,0.0796,FCC
2,5.2969,1.9,4.5925,80.065,0.0292,9.172,0.114,0.0815,FCC
1,5.1257,1.9,4.645,80.325,0.031,9.1475,0.1154,0.0823,FCC
1,5.0898,1.9,4.6975,80.585,0.032,9.071,0.1155,0.0821,FCC
2,6.1797,1.9,4.56,79.98,0.0268,9.104,0.1091,0.0782,FCC
3,5.8265,1.9,4.6125,80.24,0.0283,9.088,0.1116,0.0798,FCC
4,7.4012,1.9,4.5275,79.895,0.0249,9.036,0.103,0.0741,FCC
4,6.9359,1.9,4.7575,81.11,0.0283,8.453,0.1049,0.0752,FCC
1,6.0523,1.85,4.56,81.63,0.0299,10.489,0.1172,0.0815,FCC
1,5.4005,1.85,4.665,82.15,0.0322,10.335,0.1221,0.0844,FCC
4,7.2882,1.85,4.5275,81.545,0.0276,10.383,0.1109,0.0772,FCC
1,5.4045,1.8,4.6125,83.54,0.0337,12.384,0.1282,0.0868,FCC
1,5.8166,1.8,4.6325,83.715,0.0324,12.314,0.1263,0.0854,FCC
1,6.7583,1.7,4.5275,86.495,0.0325,16.803,0.1288,0.0849,FCC
1,4.5366,1.95,4.5975,76.185,0.0295,10.7355,0.108,0.0815,FCC
1,5.1075,1.95,4.67,76.62,0.0294,10.866,0.1053,0.0793,FCC
2,5.8662,1.95,4.585,76.275,0.0257,10.7625,0.1007,0.0771,FCC
2,5.7413,1.95,4.6375,76.535,0.0273,10.8405,0.102,0.0776,FCC
1,3.8225,1.9,4.6825,78.18,0.0352,11.442,0.1216,0.0872,FCC
1,4.4639,1.9,4.5975,77.835,0.0318,11.2305,0.1173,0.0853,FCC
1,5.2149,1.9,4.565,77.75,0.0294,11.205,0.1125,0.0825,FCC
1,4.9251,1.9,4.67,78.27,0.032,11.496,0.1158,0.0837,FCC
4,7.0947,1.9,4.7825,79.055,0.0283,11.702,0.1044,0.0756,FCC
3,7.5602,1.9,4.75,78.97,0.027,11.668,0.1024,0.0748,FCC
1,6.6366,1.85,4.5525,79.49,0.0288,12.621,0.1128,0.0809,FCC
1,5.4037,1.8,4.5125,80.79,0.0316,14.349,0.122,0.0861,FCC
1,5.9472,1.8,4.5325,80.965,0.0315,14.245,0.1211,0.0851,FCC
1,7.4293,1.8,4.5,80.88,0.0288,14.16,0.1134,0.0803,FCC
1,5.8778,1.8,4.605,81.4,0.0327,14,0.1245,0.0863,FCC
1,6.3214,1.8,4.625,81.575,0.0315,13.82,0.1227,0.0849,FCC
1,7.2776,1.75,4.5,82.53,0.0298,16.119,0.1189,0.0827,FCC
1,6.0049,1.75,4.625,83.225,0.0343,15.6375,0.1299,0.0881,FCC
4,7.0676,1.7,4.5,84.18,0.0303,18.192,0.1235,0.0848,FCC
4,7.7436,1.7,4.62,85.23,0.0304,17.562,0.1202,0.0796,FCC
1,6.7556,1.65,4.5,85.83,0.0302,20.069,0.1273,0.0867,FCC
1,5.6044,1.65,4.5525,86.09,0.0346,19.887,0.1361,0.0914,FCC
1,3.746,1.95,4.7075,74.475,0.0325,13.63,0.1111,0.0832,FCC
1,4.222,1.95,4.6225,74.13,0.0305,13.492,0.1086,0.0831,FCC
1,4.3724,1.95,4.7275,74.65,0.031,13.7,0.1075,0.0808,FCC
1,3.5432,1.9,4.6025,75.605,0.0344,14.082,0.1205,0.0889,FCC
1,4.6671,1.9,4.695,76.215,0.0326,14.326,0.116,0.0847,FCC
2,5.2628,1.9,4.6625,76.13,0.0306,14.292,0.1128,0.0833,FCC
1,6.2121,1.9,4.5775,75.785,0.0269,14.154,0.1062,0.0804,FCC
2,5.9656,1.9,4.63,76.045,0.0282,14.258,0.1088,0.0813,FCC
4,8.3019,1.9,4.4925,75.44,0.0238,14.016,0.0939,0.074,FCC
1,6.8433,1.9,4.5975,75.96,0.0253,14.224,0.1039,0.0788,FCC
4,8.1207,1.9,4.7425,76.83,0.0257,14.572,0.0997,0.0744,FCC
1,4.0308,1.85,4.57,77.17,0.0343,14.708,0.1236,0.0899,FCC
1,4.892,1.85,4.5375,77.085,0.0315,14.674,0.1177,0.0867,FCC
1,4.605,1.85,4.59,77.345,0.0333,14.778,0.1219,0.0884,FCC
1,4.4471,1.85,4.6425,77.605,0.0345,14.882,0.1244,0.0891,FCC
1,5.4667,1.85,4.5575,77.26,0.0309,14.744,0.1162,0.0853,FCC
1,4.9581,1.85,4.715,78.04,0.0341,15.072,0.1229,0.087,FCC
1,4.6679,1.8,4.5375,78.735,0.0331,15.922,0.1243,0.0896,FCC
1,5.2609,1.8,4.5575,78.91,0.0329,16.041,0.1231,0.0884,FCC
1,5.8024,1.8,4.5775,79.085,0.0324,16.125,0.1218,0.0871,FCC
1,6.9707,1.8,4.545,79,0.0299,16.04,0.1151,0.0833,FCC
4,7.9733,1.75,4.4925,80.39,0.0284,17.669,0.1129,0.082,FCC
1,6.4404,1.7,4.545,82.3,0.0326,19.5,0.1263,0.0885,FCC
4,7.3608,1.7,4.645,83.175,0.0313,18.8,0.1223,0.0832,FCC
1,3.2938,1.95,4.6275,71.9,0.0327,15.75,0.112,0.0862,FCC
1,3.6167,1.95,4.785,72.68,0.0311,16.14,0.1083,0.0804,FCC
1,3.8717,1.95,4.595,71.815,0.0305,15.7075,0.1079,0.0846,FCC
1,4.5267,1.95,4.5625,71.73,0.0278,15.665,0.103,0.0823,FCC
1,4.4591,1.95,4.615,71.99,0.0292,15.795,0.1052,0.0826,FCC
4,5.1437,1.95,4.5825,71.905,0.0266,15.7525,0.1005,0.0805,FCC
3,5.7917,1.95,4.655,72.34,0.0267,15.97,0.099,0.0785,FCC
4,9.3034,1.95,4.7675,73.125,0.023,16.3625,0.0861,0.0692,FCC
1,3.699,1.9,4.6475,73.725,0.0342,16.6625,0.1188,0.0884,FCC
1,3.7247,1.9,4.7,73.985,0.0346,16.7925,0.1192,0.0875,FCC
1,4.332,1.9,4.615,73.64,0.0318,16.62,0.1147,0.0867,FCC
1,4.359,1.9,4.72,74.16,0.0331,16.88,0.1161,0.0853,FCC
1,5.3139,1.9,4.53,73.295,0.0282,16.4475,0.1055,0.0829,FCC
1,5.0304,1.9,4.74,74.335,0.0315,16.9675,0.1128,0.0829,FCC
2,5.563,1.9,4.655,73.99,0.0293,16.795,0.1096,0.0829,FCC
4,6.322,1.9,4.6225,73.905,0.0267,16.7525,0.1051,0.0809,FCC
4,7.5749,1.9,4.8,74.86,0.027,17.23,0.1016,0.0752,FCC
4,8.6249,1.9,4.735,74.69,0.0243,17.145,0.0968,0.074,FCC
1,4.8686,1.85,4.5825,75.205,0.0322,17.4025,0.1179,0.0879,FCC
1,5.2795,1.85,4.655,75.64,0.0319,17.62,0.1188,0.0869,FCC
2,8.279,1.85,4.7025,76.255,0.0246,17.9275,0.1042,0.0772,FCC
1,5.7373,1.8,4.6225,77.205,0.0327,18.4025,0.122,0.0883,FCC
4,8.2416,1.75,4.6375,79.385,0.0275,19.631,0.1107,0.0794,FCC
1,3.4329,1.95,4.62,69.76,0.0315,17.616,0.1087,0.0858,FCC
1,4.3032,1.95,4.745,70.455,0.0298,18.033,0.1047,0.0803,FCC
4,4.8297,1.95,4.7125,70.37,0.0288,17.982,0.1024,0.0801,FCC
4,6.0829,1.95,4.595,69.94,0.0241,17.724,0.0935,0.0782,FCC
3,9.278,1.95,4.7925,71.07,0.0227,18.402,0.0854,0.069,FCC
1,4.7105,1.9,4.765,72.28,0.0316,19.128,0.1126,0.083,FCC
4,7.0422,1.9,4.8575,72.89,0.0268,19.494,0.1021,0.0741,FCC
4,6.8925,1.9,4.5625,71.505,0.025,18.663,0.0969,0.0794,FCC
4,8.4667,1.9,4.76,72.635,0.0247,19.341,0.0968,0.0745,FCC
2,8.644,1.85,4.695,74.115,0.0232,20.229,0.1005,0.0768,FCC
4,7.7974,1.8,4.695,75.765,0.0257,21.219,0.1101,0.081,FCC
4,7.1186,1.75,4.695,77.415,0.0297,22.209,0.1185,0.0849,FCC
4,8.7418,1.95,4.85,69.1,0.0222,20.09,0.0857,0.0673,FCC
2,9.7083,1.95,4.785,68.93,0.0217,19.971,0.0827,0.0686,FCC
2,10.3049,1.95,4.7525,68.845,0.0206,19.9115,0.08,0.0685,FCC
3,8.263,1.9,4.785,70.58,0.0248,21.126,0.0966,0.0746,FCC
4,8.8022,1.9,4.7525,70.495,0.0235,21.0665,0.0937,0.0741,FCC
4,9.2372,1.9,4.6675,70.15,0.0205,20.825,0.0883,0.0739,FCC
2,9.4074,1.9,4.72,70.41,0.0217,21.007,0.0899,0.0732,FCC
2,7.7186,1.85,4.7525,72.145,0.0264,22.2215,0.1053,0.0793,FCC
4,8.2717,1.85,4.72,72.06,0.0243,22.162,0.1013,0.0781,FCC
3,8.8512,1.85,4.6875,71.975,0.0217,22.1025,0.0964,0.0763,FCC
3,7.7267,1.95,4.94,67.215,0.0189,21.452,0.0838,0.061,FCC
4,8.6167,1.95,4.875,67.045,0.021,21.316,0.0843,0.0656,FCC
4,9.0575,1.95,4.8425,66.96,0.0214,21.248,0.0835,0.067,FCC
1,9.533,1.95,4.81,66.875,0.0212,21.18,0.082,0.0679,FCC
3,10.0643,1.95,4.7775,66.79,0.0206,21.112,0.0796,0.0683,FCC
4,10.6657,1.95,4.745,66.705,0.0195,21.044,0.0764,0.0681,FCC
3,6.0653,1.9,4.94,68.865,0.0234,22.772,0.0998,0.0689,FCC
3,6.6114,1.9,4.9075,68.78,0.0245,22.704,0.0998,0.071,FCC
3,7.0888,1.9,4.875,68.695,0.0251,22.636,0.0993,0.0725,FCC
3,7.5474,1.9,4.8425,68.61,0.0251,22.568,0.0981,0.0736,FCC
2,8.0145,1.9,4.81,68.525,0.0247,22.5,0.0963,0.0742,FCC
2,8.5083,1.9,4.7775,68.44,0.0238,22.432,0.0937,0.0742,FCC
2,9.0366,1.9,4.745,68.355,0.0223,22.364,0.0903,0.0738,FCC
1,2.626,1.7,4.476,75.3,0.0423,27.78,0.1882,0.1929,BCC+FCC
1,2.479,1.85,4.5345,69.15,0.0405,25.255,0.1752,0.1795,BCC+FCC
1,1.6153,1.95,4.596,59.005,0.0458,25.445,0.1947,0.2082,BCC+FCC
1,2.08,1.9,4.6095,61.335,0.0419,26.065,0.1788,0.1871,BCC+FCC
1,2.2092,1.75,4.6095,66.285,0.045,31.015,0.1879,0.1898,BCC+FCC
1,1.9704,1.9,4.6345,59.28,0.0428,25.898,0.1806,0.1892,BCC+FCC
4,4.6517,1.7,4.595,77.28,0.0371,22.058,0.1698,0.077,FCC
1,1.3413,1.95,4.837,60.28,0.0501,25.01,0.1966,0.1952,BCC+FCC
1,1.3581,1.95,4.8295,58.14,0.0494,24.644,0.1951,0.195,BCC+FCC
1,3.7532,1.8,4.4575,78.105,0.033,16.0865,0.1565,0.1167,FCC
1,4.9449,1.65,4.4975,86.39,0.0322,19.677,0.1445,0.0996,FCC
1,4.2585,1.75,4.47,77.79,0.0328,19.584,0.1535,0.1167,FCC
1,2.628,1.95,4.67,70.58,0.0379,17.158,0.1331,0.1029,FCC
1,2.871,1.95,4.82,69.22,0.0346,19.224,0.1276,0.0976,FCC
4,7.4161,1.8,4.805,74.965,0.0344,15.2125,0.1529,0.0707,FCC
4,5.401,1.75,4.8125,73.255,0.0347,16.953,0.1537,0.0679,FCC
4,4.0379,1.7,4.7875,71.46,0.0357,18.292,0.1554,0.068,FCC
4,3.6511,1.7,4.755,71.375,0.0361,18.2325,0.1567,0.0709,FCC
4,18.0861,1.85,4.855,74.705,0.0322,15.7725,0.1495,0.0677,FCC
4,15.3731,1.85,4.8225,74.62,0.0325,15.73,0.1501,0.0705,FCC
2,8.9989,1.8,4.8625,72.995,0.0323,17.487,0.1504,0.0643,FCC
4,8.1093,1.8,4.83,72.91,0.033,17.436,0.1515,0.0677,FCC
3,6.4021,1.75,4.87,71.285,0.0325,18.8595,0.1505,0.0603,FCC
3,5.8688,1.75,4.8375,71.2,0.0333,18.8,0.1521,0.0644,FCC
4,5.3307,1.75,4.805,71.115,0.0338,18.7405,0.1534,0.0678,FCC
4,4.7974,1.7,4.845,69.49,0.0334,19.822,0.1519,0.0603,FCC
2,3.5861,1.7,4.7475,69.235,0.0352,19.618,0.1563,0.0707,FCC
4,2.8322,1.65,4.7225,67.44,0.0361,20.196,0.1582,0.0708,FCC
4,65.7769,1.9,4.8725,74.36,0.0306,16.29,0.1467,0.0675,FCC
3,16.7137,1.85,4.8475,72.565,0.0314,17.919,0.1489,0.0676,FCC
4,12.0732,1.85,4.7825,72.395,0.0312,17.817,0.1494,0.0726,FCC
4,9.5735,1.8,4.8875,70.94,0.0309,19.308,0.1488,0.0602,FCC
4,7.8162,1.8,4.8225,70.77,0.0322,19.189,0.151,0.0676,FCC
3,6.9584,1.8,4.79,70.685,0.0325,19.1295,0.1517,0.0704,FCC
4,6.1375,1.8,4.7575,70.6,0.0322,19.07,0.1519,0.0726,FCC
4,5.7185,1.75,4.83,69.06,0.0323,20.168,0.1519,0.0643,FCC
3,5.1742,1.75,4.7975,68.975,0.033,20.1,0.153,0.0677,FCC
4,4.6378,1.75,4.765,68.89,0.0333,20.032,0.1538,0.0705,FCC
4,5.0948,1.7,4.87,67.435,0.0319,20.8815,0.15,0.0554,FCC
3,4.6932,1.7,4.8375,67.35,0.0329,20.805,0.1519,0.0603,FCC
3,4.2793,1.7,4.805,67.265,0.0334,20.7285,0.1536,0.0644,FCC
3,3.8649,1.7,4.7725,67.18,0.0337,20.652,0.1549,0.0678,FCC
4,3.454,1.7,4.74,67.095,0.0342,20.5755,0.1559,0.0706,FCC
4,4.1005,1.65,4.845,65.64,0.0328,21.1,0.1512,0.0554,FCC
4,3.7556,1.65,4.8125,65.555,0.0339,21.015,0.1534,0.0603,FCC
4,3.4052,1.65,4.78,65.47,0.0345,20.93,0.1552,0.0644,FCC
3,3.0552,1.65,4.7475,65.385,0.0346,20.845,0.1567,0.0678,FCC
2,2.7043,1.65,4.715,65.3,0.0351,20.76,0.1578,0.0706,FCC
4,3.1127,1.6,4.7875,63.76,0.0349,20.866,0.1547,0.0604,FCC
4,27.5157,1.85,4.87,74.33,0.0405,19.668,0.1954,0.074,FCC
1,67.7307,1.9,4.8975,72.305,0.0294,18.453,0.1454,0.064,FCC
3,100.7816,1.9,4.865,72.22,0.0298,18.402,0.1458,0.0674,FCC
4,263.838,1.9,4.8325,72.135,0.0297,18.351,0.1458,0.0701,FCC
4,260.9216,1.9,4.8,72.05,0.0292,18.3,0.1454,0.0723,FCC
3,17.8092,1.85,4.8725,70.51,0.03,19.697,0.1476,0.0641,FCC
1,15.3373,1.85,4.84,70.425,0.0306,19.6375,0.1482,0.0674,FCC
2,13.0906,1.85,4.8075,70.34,0.0306,19.578,0.1484,0.0702,FCC
4,9.171,1.8,4.88,68.8,0.0299,20.65,0.1485,0.0601,FCC
1,8.3065,1.8,4.8475,68.715,0.0307,20.582,0.1497,0.0642,FCC
3,6.5934,1.8,4.7825,68.545,0.0315,20.446,0.1509,0.0703,FCC
3,6.0431,1.75,4.855,67.005,0.031,21.1845,0.1503,0.0602,FCC
4,5.4994,1.75,4.8225,66.92,0.0314,21.108,0.1516,0.0642,FCC
4,4.9516,1.75,4.79,66.835,0.0321,21.0315,0.1526,0.0676,FCC
4,4.4081,1.75,4.7575,66.75,0.0324,20.955,0.1532,0.0703,FCC
4,4.9374,1.7,4.8625,65.295,0.0315,21.445,0.1501,0.0554,FCC
2,4.5307,1.7,4.83,65.21,0.0321,21.36,0.1519,0.0602,FCC
2,4.1111,1.7,4.7975,65.125,0.0322,21.275,0.1534,0.0643,FCC
2,3.6881,1.7,4.765,65.04,0.0329,21.19,0.1545,0.0676,FCC
4,3.2622,1.7,4.7325,64.955,0.0333,21.105,0.1553,0.0704,FCC
4,3.9619,1.65,4.8375,63.5,0.0325,21.27,0.1514,0.0554,FCC
2,3.2536,1.65,4.7725,63.33,0.0334,21.083,0.1551,0.0643,FCC
1,2.8901,1.65,4.74,63.245,0.0337,20.9895,0.1564,0.0677,FCC
2,2.5127,1.65,4.7075,63.16,0.0342,20.896,0.1573,0.0705,FCC
3,71.4768,1.9,4.9225,70.25,0.0279,20.205,0.1441,0.06,FCC
1,100.41,1.9,4.89,70.165,0.0287,20.1455,0.1447,0.0639,FCC
3,212.917,1.9,4.8575,70.08,0.029,20.086,0.1449,0.0672,FCC
3,509.7658,1.9,4.825,69.995,0.0288,20.0265,0.1447,0.0699,FCC
4,20.9051,1.85,4.93,68.54,0.0275,21.132,0.1451,0.0552,FCC
2,18.5939,1.85,4.8975,68.455,0.0284,21.064,0.1462,0.06,FCC
3,16.2289,1.85,4.865,68.37,0.0293,20.996,0.147,0.064,FCC
2,13.9821,1.85,4.8325,68.285,0.0297,20.928,0.1474,0.0673,FCC
3,11.9248,1.85,4.8,68.2,0.0297,20.86,0.1474,0.07,FCC
3,10.1867,1.8,4.9375,66.83,0.0281,21.717,0.1452,0.0495,FCC
4,9.5024,1.8,4.905,66.745,0.0286,21.6405,0.1469,0.0553,FCC
2,8.6975,1.8,4.8725,66.66,0.029,21.564,0.1482,0.0601,FCC
4,7.8487,1.8,4.84,66.575,0.03,21.4875,0.1492,0.0641,FCC
3,6.9968,1.8,4.8075,66.49,0.0305,21.411,0.1498,0.0674,FCC
4,6.1609,1.8,4.775,66.405,0.0306,21.3345,0.15,0.0701,FCC
2,6.29,1.75,4.88,64.95,0.0297,21.79,0.1485,0.0553,FCC
4,5.769,1.75,4.8475,64.865,0.0298,21.705,0.15,0.0601,FCC
4,5.2239,1.75,4.815,64.78,0.0307,21.62,0.1512,0.0641,FCC
2,4.6715,1.75,4.7825,64.695,0.0313,21.535,0.152,0.0674,FCC
4,4.1156,1.75,4.75,64.61,0.0314,21.45,0.1524,0.0702,FCC
3,4.3197,1.7,4.8225,63.07,0.0311,21.487,0.1518,0.0602,FCC
4,3.8935,1.7,4.79,62.985,0.0313,21.3935,0.1531,0.0642,FCC
1,3.4573,1.7,4.7575,62.9,0.0321,21.3,0.154,0.0675,FCC
4,3.0029,1.7,4.725,62.815,0.0323,21.2065,0.1547,0.0703,FCC
3,3.0539,1.65,4.765,61.19,0.0322,20.808,0.1548,0.0642,FCC
4,2.6648,1.65,4.7325,61.105,0.0329,20.706,0.156,0.0676,FCC
4,77.8524,1.9,4.9475,68.195,0.0261,21.546,0.1427,0.0552,FCC
4,104.3773,1.9,4.915,68.11,0.0273,21.478,0.1435,0.0599,FCC
4,195.3143,1.9,4.8825,68.025,0.028,21.41,0.1438,0.0638,FCC
4,1490.0092,1.9,4.85,67.94,0.0281,21.342,0.1438,0.0671,FCC
4,132.1932,1.85,4.79,69.88,0.0361,22.894,0.1916,0.0804,FCC
4,20.7951,1.85,4.955,66.485,0.0262,22.0965,0.1434,0.0495,FCC
1,18.9813,1.85,4.9225,66.4,0.0265,22.02,0.1447,0.0552,FCC
3,16.8623,1.85,4.89,66.315,0.0278,21.9435,0.1457,0.0599,FCC
1,14.7073,1.85,4.8575,66.23,0.0286,21.867,0.1463,0.0639,FCC
4,12.6529,1.85,4.825,66.145,0.0289,21.7905,0.1465,0.0672,FCC
4,9.6447,1.8,4.93,64.69,0.0273,22.22,0.1451,0.0495,FCC
1,8.9613,1.8,4.8975,64.605,0.0275,22.135,0.1466,0.0552,FCC
4,8.1694,1.8,4.865,64.52,0.0284,22.05,0.1478,0.06,FCC
1,7.3365,1.8,4.8325,64.435,0.0293,21.965,0.1485,0.064,FCC
2,6.4967,1.8,4.8,64.35,0.0297,21.88,0.149,0.0672,FCC
3,5.6616,1.8,4.7675,64.265,0.0296,21.795,0.149,0.0699,FCC
4,5.9672,1.75,4.8725,62.81,0.0287,21.891,0.1484,0.0553,FCC
3,5.4454,1.75,4.84,62.725,0.0289,21.7975,0.1497,0.06,FCC
2,4.8971,1.75,4.8075,62.64,0.03,21.704,0.1507,0.064,FCC
2,4.4797,1.7,4.8475,61.015,0.0299,21.288,0.15,0.0553,FCC
2,4.0638,1.7,4.815,60.93,0.0298,21.186,0.1515,0.0601,FCC
2,88.7416,1.9,4.9725,66.14,0.0241,22.476,0.1412,0.0494,FCC
2,114.1483,1.9,4.94,66.055,0.0256,22.3995,0.1421,0.0551,FCC
1,197.3672,1.9,4.9075,65.97,0.0267,22.323,0.1427,0.0598,FCC
4,18.8608,1.85,4.9475,64.345,0.0251,22.565,0.1431,0.0494,FCC
3,17.1604,1.85,4.915,64.26,0.0261,22.48,0.1443,0.0552,FCC
4,15.2129,1.85,4.8825,64.175,0.0272,22.395,0.145,0.0599,FCC
3,9.0524,1.8,4.9225,62.55,0.0263,22.295,0.145,0.0495,FCC
3,8.3739,1.8,4.89,62.465,0.0265,22.2015,0.1463,0.0552,FCC
4,6.0658,1.75,4.8975,60.755,0.0275,21.666,0.1467,0.0495,FCC
4,5.5998,1.75,4.865,60.67,0.0274,21.564,0.1482,0.0552,FCC
4,5.0748,1.75,4.8325,60.585,0.0283,21.462,0.1493,0.06,FCC
4,14.2642,1.85,4.799,72.085,0.033,15.4825,0.1315,0.1205,FCC
1,4.1725,1.75,4.6995,62.59,0.0492,21.651,0.2009,0.191,BCC+FCC
1,6.6562,1.75,4.6345,62.42,0.0462,21.498,0.2005,0.1891,BCC+FCC
4,4.5639,1.95,4.809,73.45,0.0302,14.24,0.1262,0.1203,FCC
4,12.878,1.85,4.824,70.03,0.0316,17.418,0.1299,0.1199,FCC
1,3.9833,1.8,4.6845,62.16,0.0456,21.954,0.1978,0.1899,BCC+FCC
1,4.6714,1.75,4.692,60.45,0.0481,21.73,0.2002,0.1908,BCC+FCC
4,8.5148,1.7,4.749,64.645,0.0346,19.3905,0.1357,0.1201,FCC
1,23.7916,1.7,4.602,58.485,0.0462,20.8835,0.2017,0.189,BCC+FCC
3,4.6519,1.95,4.834,71.395,0.0293,16.5175,0.125,0.12,FCC
3,7.1269,1.9,4.8415,69.685,0.0297,17.901,0.1271,0.1196,FCC
3,8.1072,1.9,4.809,69.6,0.0302,17.85,0.1277,0.1201,FCC
3,44.6722,1.85,4.7515,67.72,0.0312,18.764,0.1308,0.1203,FCC
3,21.5183,1.8,4.8565,66.265,0.0302,19.642,0.1282,0.1179,FCC
4,17.7535,1.8,4.7265,65.925,0.0322,19.37,0.1334,0.1204,FCC
4,123.0933,1.75,4.8315,64.47,0.0311,19.923,0.1299,0.118,FCC
3,7.4459,1.75,4.7015,64.13,0.0332,19.617,0.1358,0.1205,FCC
4,16.8557,1.7,4.8065,62.675,0.032,19.845,0.1314,0.118,FCC
3,10.7845,1.7,4.774,62.59,0.0331,19.76,0.1337,0.1191,FCC
1,8.0386,1.7,4.6595,56.515,0.048,20.328,0.2014,0.1907,BCC+FCC
4,9.184,1.65,4.7815,60.88,0.0329,19.408,0.1329,0.1181,FCC
4,3.8106,1.6,4.6915,58.915,0.036,18.408,0.139,0.1201,FCC
3,4.6645,1.95,4.859,69.34,0.0281,18.384,0.1237,0.1194,FCC
3,4.9651,1.95,4.8265,69.255,0.0283,18.333,0.1239,0.1198,FCC
4,5.2889,1.95,4.794,69.17,0.0281,18.282,0.1237,0.1199,FCC
3,6.8908,1.9,4.8665,67.63,0.0281,19.391,0.1254,0.1187,FCC
4,3.7354,1.9,4.7605,64.465,0.036,21.292,0.1623,0.159,FCC
3,8.9214,1.9,4.8015,67.46,0.0292,19.272,0.1268,0.1199,FCC
4,10.4932,1.9,4.769,67.375,0.0291,19.2125,0.1268,0.12,FCC
4,10.5223,1.85,4.874,65.92,0.0287,20.056,0.1262,0.1177,FCC
2,13.3428,1.85,4.8415,65.835,0.0292,19.988,0.1277,0.1188,FCC
4,18.2368,1.85,4.809,65.75,0.0297,19.92,0.1288,0.1195,FCC
3,29.4214,1.85,4.7765,65.665,0.0301,19.852,0.1295,0.12,FCC
4,85.5585,1.85,4.744,65.58,0.0301,19.784,0.1298,0.1201,FCC
4,28.0811,1.8,4.849,64.125,0.0297,20.3025,0.1281,0.1178,FCC
3,83.8826,1.8,4.8165,64.04,0.0303,20.226,0.1298,0.1189,FCC
2,78.9981,1.8,4.784,63.955,0.0304,20.1495,0.1311,0.1196,FCC
2,25.6175,1.8,4.7515,63.87,0.031,20.073,0.132,0.1201,FCC
4,118.8717,1.75,4.8565,62.415,0.0296,20.275,0.1276,0.1165,FCC
3,52.6086,1.75,4.824,62.33,0.0307,20.19,0.1299,0.1179,FCC
1,4.5557,1.75,4.7095,56.255,0.047,20.706,0.1987,0.1911,BCC+FCC
4,21.1579,1.75,4.7915,62.245,0.0314,20.105,0.1318,0.1189,FCC
1,5.5645,1.75,4.677,56.17,0.0459,20.604,0.1985,0.1904,BCC+FCC
2,12.9084,1.75,4.759,62.16,0.0316,20.02,0.1333,0.1197,FCC
4,9.0122,1.75,4.7265,62.075,0.0319,19.935,0.1344,0.1201,FCC
4,6.6772,1.75,4.694,61.99,0.0321,19.85,0.1351,0.1203,FCC
1,4.0339,1.7,4.7495,54.63,0.0483,19.489,0.1998,0.1917,BCC+FCC
1,4.9909,1.7,4.717,54.545,0.0484,19.3785,0.2004,0.1915,BCC+FCC
4,14.079,1.7,4.799,60.535,0.0317,19.7185,0.1316,0.1179,FCC
4,7.0166,1.7,4.734,60.365,0.0328,19.5315,0.1353,0.1198,FCC
3,5.3841,1.7,4.7015,60.28,0.0328,19.438,0.1366,0.1202,FCC
3,4.1822,1.7,4.669,60.195,0.0331,19.3445,0.1375,0.1204,FCC
4,6.1053,1.65,4.7415,58.655,0.0336,18.786,0.1353,0.1191,FCC
3,4.6173,1.95,4.884,67.285,0.0267,19.8395,0.1223,0.1185,FCC
2,4.9177,1.95,4.8515,67.2,0.0273,19.78,0.1227,0.1192,FCC
2,7.413,1.9,4.859,65.49,0.0273,20.402,0.1248,0.1186,FCC
2,8.4208,1.9,4.8265,65.405,0.028,20.334,0.1255,0.1193,FCC
2,9.7467,1.9,4.794,65.32,0.0283,20.266,0.1258,0.1197,FCC
3,11.6417,1.9,4.7615,65.235,0.028,20.198,0.1255,0.1198,FCC
3,9.499,1.85,4.899,63.865,0.0273,20.7585,0.1242,0.1163,FCC
2,15.3431,1.85,4.834,63.695,0.028,20.6055,0.1272,0.1187,FCC
3,22.1695,1.85,4.8015,63.61,0.0288,20.529,0.1281,0.1194,FCC
