Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Pm,ΔH,ΔS,Ω,δ-r,VEC,n,e/n,Tm,ρ,r,χ,m,e/a,Ec,EWF,ABE,SHA,SLHF,α,HD,YM,B,G,υ,G/B,ad-VEC,ad-n,ad-e/n,ad-Tm,ad-ρ,ad-r,ad-χ,ad-m,ad-e/a,ad-Ec,ad-EWF,ad-ABE,ad-SHA,ad-SLHF,ad-α,ad-HD,ad-YM,ad-B,ad-G,ad-υ,ad-G/B,δ-VEC,δ-n,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-m,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SHA,δ-SLHF,δ-α,δ-HD,δ-YM,δ-B,δ-G,δ-υ,δ-G/B
0.0,16.6667,16.6667,0.0,16.6667,33.3333,0.0,8.3333,0.0,0.0,0.0,8.3333,0.0,0.0,0.0,IM,1,-11.9371,13.9362,2.1943,0.0479,7.9167,25.9167,0.3008,1879.5,7.84,127.0308,1.7958,55.5941,1.8333,4.455,4.7692,60.05,7.7192,2.3475,11.275,120.5834,203.5001,171.7834,73.2334,0.3157,0.4283,1.7778,1.7778,0.0507,161.0,1.06,3.948,0.1156,3.2626,0.2778,0.2083,0.3308,4.8417,0.7308,0.3458,2.3667,57.3473,29.5,17.6167,23.1555,0.0516,0.1322,0.2602,0.0795,0.1947,0.0974,0.1709,0.0716,0.0673,0.2033,0.0713,0.0714,0.101,0.1256,0.1627,0.2445,0.562,0.2242,0.1288,0.3767,0.2044,0.3974
3.7037,3.7037,0.0,0.0,3.7037,3.7037,0.0,0.0,0.0,0.0,0.0,0.0,85.1852,0.0,0.0,BCC,1,-4.1741,5.1952,1.8981,0.0277,7.0741,24.7778,0.284,1525.0741,7.4126,134.1474,1.5881,54.2232,2.037,3.0985,4.1937,40.563,6.6111,1.9759,20.8,443.8149,194.2222,128.9593,75.1222,0.2539,0.5926,0.428,0.8724,0.0108,54.2057,0.3491,2.1209,0.065,2.0179,0.0713,0.3041,0.1596,4.8749,0.3571,0.0683,1.7407,95.7228,9.2016,12.1276,5.9737,0.0237,0.0637,0.1486,0.0972,0.0728,0.0922,0.1344,0.0643,0.1003,0.0927,0.148,0.0627,0.1936,0.1603,0.1082,0.1349,0.3135,0.1265,0.1669,0.1539,0.1474,0.1677
0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,IM,3,-6.3109,13.381,5.0124,0.0535,6.0,31.2,0.208,2364.0,8.0,131.958,1.776,69.5278,1.4,5.616,4.44,62.46,8.262,2.526,7.74,138.2,210.4,184.22,82.14,0.3088,0.448,0.8,8.24,0.0604,367.2,1.124,6.0976,0.1752,19.9202,0.48,1.2632,0.112,4.912,0.7416,0.3232,1.848,42.56,75.12,32.312,29.568,0.0514,0.1344,0.1826,0.2715,0.3291,0.1697,0.1724,0.1171,0.2937,0.3499,0.2447,0.027,0.0885,0.0973,0.1401,0.2965,0.3868,0.407,0.2214,0.4037,0.1999,0.368
0.0,0.0,20.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,10.0,0.0,0.0,0.0,20.0,IM,3,-4.539,14.5336,7.7436,0.0803,4.9,36.9,0.1519,2418.4,8.047,142.768,1.592,84.4886,1.5,6.046,4.321,56.07,6.699,2.198,7.06,109.0,165.1,157.79,58.98,0.3485,0.349,0.72,11.12,0.0512,402.48,2.3764,8.4448,0.144,27.6457,0.5,1.2568,0.131,10.364,1.6912,0.5544,1.352,40.6,82.52,34.832,37.176,0.0674,0.1748,0.1695,0.3982,0.3908,0.1824,0.4144,0.1381,0.4501,0.3333,0.2338,0.0397,0.2031,0.2814,0.2767,0.2397,0.4614,0.5556,0.2882,0.6938,0.2236,0.5888
35.7143,14.2857,14.2857,0.0,14.2857,14.2857,0.0,7.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-19.1702,13.8692,1.1152,0.071,6.0714,21.2143,0.2737,1541.4285,5.9743,132.8172,1.725,45.2651,2.2143,4.0157,4.5736,49.8071,5.6714,1.8757,15.6,89.3571,161.7142,138.0142,57.75,0.3217,0.4121,2.5102,5.8673,0.0506,434.5919,2.5494,9.2996,0.1271,13.0593,0.5612,0.4469,0.2865,12.3061,2.8355,0.602,5.7143,64.2653,72.0408,45.098,30.2714,0.046,0.121,0.4552,0.2977,0.2003,0.3074,0.4466,0.0771,0.3083,0.3043,0.1236,0.0725,0.2624,0.533,0.3628,0.4097,0.9003,0.4788,0.3472,0.5617,0.185,0.3828
4.7619048,23.8095238,23.8095238,0.0,23.8095238,23.8095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-5.9365,12.5685,3.8681,0.0315,8.0,25.619,0.3082,1827.0476,7.9429,125.5605,1.81,54.9675,1.8095,4.259,4.7633,59.2952,7.8495,2.3395,11.8619,133.5714,217.381,172.8,77.4857,0.3039,0.4605,1.4286,1.9728,0.0353,168.0726,0.8878,1.6771,0.0905,4.0803,0.3855,0.1585,0.2968,4.8617,0.8578,0.3814,2.7256,64.6939,29.3424,18.2381,22.2585,0.0513,0.1376,0.2282,0.1237,0.1381,0.1458,0.1717,0.0577,0.1242,0.276,0.0545,0.064,0.1177,0.1894,0.1928,0.3328,0.5653,0.2076,0.1499,0.3596,0.2239,0.3934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526316,0.0,5.263157895,0.0,21.05263158,0.0,10.52631579,21.05263158,BCC,3,-1.0326,11.741,24.2571,0.0681,4.2632,32.2632,0.1556,2133.3684,6.4032,147.1053,1.4926,73.7624,1.9474,5.5521,4.2179,49.0105,5.5668,1.7389,8.3105,108.9474,103.8421,127.0211,29.6895,0.3949,0.2263,0.3878,12.5429,0.048,164.2548,1.7219,7.7756,0.109,31.4153,0.0997,0.6932,0.1376,7.2155,1.0332,0.2387,1.5911,44.2659,20.5319,17.5047,9.7108,0.019,0.0459,0.1033,0.4854,0.3434,0.1056,0.4064,0.082,0.5473,0.1147,0.1418,0.0365,0.1692,0.2305,0.1732,0.2189,0.4162,0.2208,0.159,0.3862,0.0563,0.237
0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,BCC+FCC,3,4.172,13.381,5.5397,0.0314,8.2,26.2,0.3101,1727.2,8.064,127.386,1.764,57.0516,1.6,3.836,4.55,52.58,7.202,2.182,14.04,208.6,205.4,157.46,72.34,0.2982,0.476,1.44,1.44,0.037,230.96,0.6608,3.2112,0.1272,3.3503,0.48,0.5048,0.22,7.784,1.4976,0.2792,4.128,134.32,33.12,21.288,22.792,0.0618,0.1648,0.2098,0.0657,0.1432,0.1624,0.088,0.0773,0.0689,0.3062,0.1443,0.0637,0.1706,0.2455,0.1653,0.3664,0.7716,0.2304,0.165,0.3679,0.2368,0.3965
71.4286,7.1429,7.1429,0.0,7.1429,7.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-12.0346,8.267,0.8252,0.0606,4.5,16.7858,0.254,1201.2178,4.2729,137.8874,1.67,35.3777,2.6429,3.6507,4.425,41.3787,3.6079,1.4579,20.0786,50.5717,114.2147,107.3503,43.6859,0.3264,0.3971,2.1429,5.4082,0.0337,383.166,2.247,7.5469,0.0871,11.9939,0.5102,0.3725,0.2071,10.9695,2.597,0.5398,5.0306,50.8166,63.1636,40.0717,21.1634,0.025,0.0669,0.5556,0.3597,0.167,0.3621,0.5888,0.0647,0.3776,0.2309,0.1145,0.0627,0.2981,0.8021,0.4307,0.2887,1.3503,0.6297,0.4204,0.6153,0.1228,0.2708
0.0,34.60207612,19.23875433,0.0,23.07958478,23.07958478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCC,4,-3.1602,11.3162,6.6173,0.003,8.4228,26.4228,0.3169,1847.9561,8.3172,124.7196,1.8331,56.8303,1.8076,4.3204,4.823,61.1569,8.1031,2.332,11.7609,154.4792,220.8516,180.7224,74.0197,0.3176,0.4247,1.1274,1.1274,0.03,127.7622,0.6355,0.3366,0.068,2.3149,0.3107,0.1034,0.2734,3.58,0.5436,0.3345,2.1397,68.1805,22.3741,14.7154,23.2662,0.0605,0.1555,0.1619,0.0516,0.1158,0.089,0.0819,0.0485,0.0467,0.2181,0.0281,0.0585,0.0633,0.0742,0.1547,0.2395,0.5019,0.1298,0.0892,0.3672,0.2246,0.4429
20.0,16.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,BCC,3,-12.2715,14.8652,1.9716,0.058,7.0,23.4,0.2907,1627.56,6.9864,130.0292,1.7348,50.2612,2.04,3.8988,4.576,51.588,6.638,2.0704,15.408,172.28,189.52,149.284,69.456,0.299,0.4724,1.92,4.16,0.0404,312.5632,1.7146,6.847,0.133,9.3117,0.384,0.5167,0.3194,11.5034,1.9392,0.4636,5.2902,130.7008,47.808,36.0845,25.4003,0.0503,0.1353,0.3381,0.2287,0.1555,0.2437,0.3197,0.0799,0.2361,0.2935,0.1452,0.0809,0.2421,0.3817,0.2863,0.3923,0.9391,0.3461,0.28,0.4195,0.2092,0.3535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333333,0.0,33.3333333,0.0,0.0,0.0,33.3333333,0.0,BCC,3,2.61,9.1338,8.3954,0.0428,4.3333,45.0,0.1198,2399.0,8.7867,148.9333,1.48,106.421,1.6667,6.2867,4.1767,52.2667,5.8333,1.96,7.9333,104.3333,99.6667,135.3667,31.2333,0.3937,0.23,0.4444,18.0,0.0428,305.3333,2.9956,5.8778,0.12,48.046,0.4444,0.9578,0.1844,9.9556,0.7844,0.3467,1.5111,45.7778,14.4444,25.0889,6.5778,0.0082,0.02,0.1088,0.4579,0.4303,0.1412,0.4083,0.0876,0.5091,0.2828,0.1775,0.0469,0.2022,0.1426,0.1893,0.2085,0.4719,0.1602,0.1966,0.2367,0.0228,0.0939
16.6667,16.6667,16.6667,0.0,16.6667,16.6667,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,1,-10.0168,14.8968,2.8048,0.0568,7.0,26.6667,0.2703,1886.0038,7.625,129.6919,1.8417,58.0666,1.8333,4.57,4.6717,57.6668,7.2617,2.2783,12.3,133.8336,216.3338,175.7004,78.7502,0.3072,0.45,2.0,5.6667,0.0624,434.6688,1.7867,6.6823,0.1417,13.1255,0.5556,0.75,0.2689,8.9444,1.8244,0.5417,4.6,77.1668,58.4447,40.6001,29.3,0.0422,0.11,0.3299,0.318,0.2664,0.3106,0.3141,0.0977,0.3476,0.3748,0.2331,0.065,0.2036,0.3481,0.284,0.4926,0.6434,0.3697,0.314,0.4415,0.1891,0.344
13.7931,17.2414,17.2414,17.2414,17.2414,17.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-3.7357,14.8707,6.5828,0.0491,8.0,24.8966,0.3124,1653.6915,7.5724,127.7684,1.8048,53.5515,1.7931,4.0366,4.6938,54.6483,6.5624,2.1369,13.9104,106.8967,187.0692,157.076,67.2863,0.3144,0.4303,2.069,3.591,0.0457,300.7724,1.476,4.2597,0.1037,7.8659,0.547,0.3668,0.2629,8.1748,2.1932,0.4308,3.635,65.2439,51.9738,28.1367,26.6695,0.0481,0.1272,0.32,0.2016,0.1689,0.2278,0.2714,0.0641,0.2092,0.3699,0.102,0.0635,0.1872,0.3816,0.2566,0.3621,0.7292,0.3431,0.2344,0.4349,0.1922,0.3762
0.0,0.0,28.57142857,0.0,28.57142857,28.57142857,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC,3,-11.9371,11.2386,1.7994,0.0593,7.4286,25.4286,0.2873,1911.2857,7.4943,127.6271,1.7629,54.4193,1.7143,4.3557,4.6614,57.3429,7.8129,2.4229,10.4,95.7143,213.7143,162.3571,83.1,0.2877,0.5029,1.7959,1.7959,0.0515,162.0408,1.0294,5.2922,0.1224,3.2568,0.4082,0.1894,0.2792,5.2082,1.0539,0.3624,2.4571,31.0204,37.3061,15.0204,18.0,0.0444,0.1241,0.2774,0.081,0.2058,0.0954,0.185,0.0752,0.0678,0.2635,0.0549,0.0674,0.116,0.1585,0.1717,0.2721,0.3771,0.2403,0.1312,0.3389,0.2143,0.3293
0.0,0.0,29.4117647,0.0,29.4117647,0.0,0.0,0.0,5.8823529,0.0,5.8823529,29.4117647,0.0,0.0,0.0,BCC,3,-5.587,11.7487,4.6826,0.0416,6.2353,30.1176,0.2368,2226.7647,8.3553,128.4029,1.7329,68.1591,1.7059,5.0265,4.4294,60.9647,8.6618,2.4606,8.3824,136.1765,216.8824,171.4412,85.6235,0.2883,0.5012,1.0381,10.2076,0.0495,297.8201,2.2799,4.574,0.1309,26.879,0.4152,0.9841,0.0972,4.9585,0.6658,0.3949,2.0104,31.4187,59.3772,18.3668,25.3834,0.0468,0.1298,0.1947,0.5274,0.2907,0.2224,0.4348,0.106,0.6127,0.2671,0.2727,0.0232,0.1337,0.1473,0.1848,0.2906,0.3704,0.3494,0.2042,0.3583,0.1994,0.3152
0.0,26.6667,13.3333,0.0,6.6667,26.6667,0.0,13.3333,0.0,13.3333,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-18.9492,14.0626,1.4613,0.0674,7.6,28.0,0.2785,1969.1328,7.9613,130.0533,1.7727,60.7925,1.7333,4.8427,4.7573,60.42,7.4087,2.292,11.1733,125.4667,189.8,173.2467,62.2467,0.3425,0.3607,2.08,3.4667,0.0751,264.4618,1.1396,7.7182,0.1381,8.5636,0.3911,0.7292,0.3388,6.0533,0.7666,0.3712,2.6187,71.2889,42.2932,19.9502,27.6764,0.0629,0.1607,0.2954,0.1956,0.3031,0.1724,0.1852,0.0821,0.2169,0.2551,0.2247,0.0735,0.122,0.1385,0.1771,0.2609,0.636,0.2838,0.1511,0.4806,0.2023,0.5016
23.80952381,19.04761905,19.04761905,0.0,19.04761905,19.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC,2,-12.5614,13.3448,1.751,0.0611,7.0,23.0952,0.2927,1648.2381,6.8943,129.0824,1.77,49.3704,2.0476,4.0852,4.6667,54.1762,6.6376,2.0876,14.2095,109.8571,187.9048,154.1,67.8286,0.3103,0.4424,2.2857,4.8073,0.0457,340.5896,1.9973,6.7084,0.1181,10.6611,0.4535,0.3311,0.3111,9.7506,2.3084,0.5322,4.4717,69.8231,56.1451,35.619,28.8435,0.0483,0.1268,0.3689,0.2507,0.1676,0.2607,0.3519,0.0695,0.2583,0.3189,0.0991,0.0717,0.2213,0.4165,0.3092,0.4134,0.7512,0.3802,0.2855,0.4648,0.2004,0.3753
12.5,0.0,0.0,0.0,34.6153846,17.3076923,0.0,3.8461538,0.0,0.0,0.0,0.0,31.7307692,0.0,0.0,IM,3,-11.0743,11.8082,1.7052,0.0571,7.25,24.25,0.293,1599.2308,7.1507,130.8822,1.7163,52.1354,2.125,3.7868,4.4515,49.5567,6.8518,2.031,16.6144,226.0096,183.6923,143.3183,71.9077,0.2868,0.5013,1.4712,2.9856,0.0324,217.4734,1.3166,6.8596,0.1457,6.6167,0.2187,0.6493,0.2753,11.7103,1.5246,0.3002,4.9738,173.8785,33.6302,30.3733,14.416,0.0297,0.0816,0.2823,0.183,0.1447,0.1773,0.2616,0.0871,0.1864,0.1556,0.179,0.0806,0.2435,0.3174,0.2109,0.3058,0.8503,0.2531,0.2355,0.2727,0.1394,0.213
0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,IM,3,-5.3231,13.381,5.9802,0.0818,5.0,33.8,0.1593,2379.0,7.402,142.094,1.658,75.9886,1.4,5.918,4.356,55.9,6.794,2.27,6.92,122.0,179.4,165.16,64.44,0.3444,0.36,0.8,8.64,0.0452,355.2,1.6024,9.2072,0.2016,20.8457,0.48,1.1544,0.1552,10.16,1.7672,0.612,1.464,54.4,99.68,43.072,43.728,0.0723,0.188,0.1789,0.2622,0.331,0.1572,0.2609,0.1656,0.2812,0.3499,0.2151,0.0433,0.1997,0.2916,0.2873,0.2584,0.5063,0.5807,0.3344,0.7032,0.2305,0.5798
22.2222222,0.0,0.0,0.0,0.0,0.0,0.0,22.2222222,0.0,22.2222222,0.0,22.2222222,0.0,0.0,11.1111111,IM,3,-16.559,13.1453,1.5649,0.056,4.2222,26.4444,0.1782,1971.3333,5.59,143.0989,1.5656,58.7353,2.0,5.3878,4.2744,50.7444,5.2578,1.7767,11.6222,82.4444,100.6667,129.2444,34.0667,0.3771,0.27,0.6914,9.4815,0.0424,474.963,1.7689,5.199,0.0637,22.4067,0.4444,1.1615,0.0499,12.1383,1.8464,0.4607,5.3235,41.037,20.8889,31.8272,10.163,0.0277,0.0667,0.1861,0.405,0.2715,0.3157,0.3694,0.0569,0.4309,0.3333,0.2685,0.019,0.2544,0.418,0.2897,0.5623,0.5934,0.233,0.2705,0.3229,0.0788,0.2665
16.66666667,0.0,16.66666667,16.66666667,16.66666667,16.66666667,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,2,-13.3192,14.8968,1.8549,0.0699,7.0,23.6667,0.2845,1658.5,6.6867,131.79,1.7417,50.8215,1.8333,4.0917,4.5683,50.7,5.9617,2.05,13.6333,71.6667,167.6667,140.5333,63.1667,0.3153,0.4283,2.6667,4.1111,0.0636,342.0,2.0578,8.58,0.1383,8.9313,0.5556,0.4344,0.2211,8.8333,2.2817,0.5033,4.3444,32.2222,62.3333,29.5667,29.9,0.0473,0.125,0.4206,0.2245,0.2462,0.2457,0.3474,0.0832,0.2311,0.3748,0.1257,0.0628,0.2019,0.4266,0.2909,0.4009,0.5791,0.4143,0.2485,0.5157,0.1896,0.3724
0.0,0.0,0.0,0.0,0.0,0.0,21.05263158,21.05263158,0.0,21.05263158,0.0,15.78947368,0.0,0.0,21.05263158,BCC,3,-2.4538,13.3319,12.985,0.0672,4.7895,34.1579,0.1494,2389.9474,7.2442,144.0547,1.6532,77.0849,1.5789,6.2047,4.3168,57.0316,6.5463,2.1163,7.2895,131.7368,150.3158,165.1211,51.6053,0.3745,0.2779,0.6648,8.6427,0.0351,364.6759,1.8196,7.7013,0.2134,20.558,0.4875,0.853,0.1248,11.1845,1.6516,0.5168,1.549,51.9889,75.2355,45.3717,30.3557,0.0381,0.0942,0.16,0.2631,0.2703,0.1592,0.2812,0.1705,0.2774,0.3127,0.16,0.0414,0.2036,0.2852,0.2795,0.2537,0.4657,0.6279,0.3433,0.7511,0.1177,0.3955
0.0,13.3333,33.3333,0.0,13.3333,26.6667,0.0,13.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-12.3275,12.6758,1.9778,0.0571,7.4667,25.4666,0.2883,1923.4647,7.602,127.5765,1.7627,54.6694,1.6667,4.3533,4.7173,57.8399,7.7373,2.4227,10.3867,109.0665,217.7998,166.5398,79.7133,0.2979,0.4787,1.9022,1.9022,0.0539,175.6975,1.1019,4.9528,0.1278,3.5963,0.4444,0.1884,0.3061,5.664,0.9232,0.3995,2.8409,49.2976,40.7999,18.3307,25.5271,0.0607,0.1639,0.2804,0.0822,0.2077,0.1001,0.1865,0.0769,0.072,0.2828,0.0549,0.0679,0.118,0.1489,0.1834,0.3034,0.5759,0.24,0.1458,0.4041,0.253,0.4197
0.0,0.0,27.77777778,0.0,27.77777778,27.77777778,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC,3,-12.9522,11.3574,1.6767,0.0629,7.3333,25.3333,0.2844,1912.1111,7.4111,128.1417,1.7567,54.2373,1.7222,4.3694,4.6522,56.9778,7.7411,2.4011,10.3944,94.7222,211.0,161.0667,81.4389,0.291,0.4944,1.8519,1.8519,0.0533,158.4568,1.0932,6.0028,0.1259,3.3686,0.4012,0.1994,0.2765,5.4691,1.1043,0.3765,2.3951,30.7099,37.7778,16.037,19.3796,0.0456,0.1253,0.2875,0.0832,0.2139,0.094,0.1961,0.0773,0.0699,0.2601,0.0571,0.0676,0.1212,0.167,0.179,0.2685,0.3808,0.2518,0.1388,0.3617,0.2193,0.3452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,0.0,12.5,0.0,25.0,25.0,BCC,3,0.179,12.9664,163.737,0.0643,4.25,41.5,0.1268,2260.375,7.91,150.35,1.4463,97.3762,1.875,5.995,4.145,49.325,5.4413,1.7663,7.525,123.375,94.625,127.6875,29.425,0.3955,0.225,0.375,15.25,0.0502,245.2188,2.8525,8.65,0.1313,40.5569,0.2188,0.7438,0.17,7.5375,0.9469,0.2644,1.5312,42.5312,21.625,18.6813,8.0375,0.0165,0.04,0.1019,0.4641,0.4484,0.1217,0.4205,0.093,0.5175,0.1764,0.1456,0.043,0.1794,0.2255,0.1975,0.2298,0.3689,0.2394,0.1723,0.3448,0.0493,0.2096
14.2857143,14.2857143,14.2857143,14.2857143,14.2857143,0.0,0.0,14.2857143,0.0,0.0,0.0,0.0,14.2857143,0.0,0.0,IM,3,-10.56,16.1784,2.5191,0.0646,6.8571,23.7143,0.2804,1644.2857,6.7886,132.3214,1.71,51.4439,1.8571,3.9171,4.48,48.6857,6.1471,1.9471,14.8571,159.7143,173.2857,140.3571,59.1714,0.319,0.4214,2.1633,3.551,0.0512,320.8163,1.822,7.8159,0.1371,8.0111,0.4898,0.5576,0.2086,8.898,2.1147,0.3433,4.9796,123.8776,58.2449,29.8653,27.5673,0.062,0.1645,0.3773,0.2038,0.2191,0.2323,0.3179,0.0846,0.2136,0.344,0.1589,0.0601,0.2087,0.3938,0.2584,0.389,0.9825,0.3797,0.2578,0.5186,0.2215,0.4436
7.936507937,15.87301587,15.87301587,15.87301587,15.87301587,15.87301587,0.0,0.0,0.0,0.0,0.0,12.6984127,0.0,0.0,0.0,IM,3,-4.6301,15.995,6.0635,0.0406,7.8571,25.2222,0.3042,1755.2222,7.62,127.5214,1.7919,54.4853,1.7619,4.229,4.6635,56.5286,6.929,2.1838,12.7365,115.6032,185.1429,160.7825,66.8921,0.3187,0.4192,2.0862,2.8924,0.0509,265.2557,1.2984,3.6082,0.1119,6.0558,0.4837,0.4088,0.2613,6.9751,1.7392,0.3531,3.4991,60.9877,50.2948,21.6674,24.9282,0.0483,0.1277,0.3108,0.1625,0.1896,0.2064,0.2282,0.0666,0.1661,0.331,0.1306,0.0652,0.1563,0.3131,0.2155,0.3641,0.6276,0.3231,0.1913,0.4115,0.1867,0.38
7.470440702,14.92296668,14.92296668,14.92296668,14.92296668,14.92296668,0.0,17.9147259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-12.074,15.9728,2.2984,0.0674,7.5068,24.9092,0.2927,1737.3604,7.2397,130.3732,1.7661,53.7202,1.7762,4.2112,4.6471,53.7125,6.5369,2.0951,12.8127,102.601,179.5677,153.1743,61.1079,0.3299,0.3918,2.3795,3.093,0.0617,236.1959,1.6747,7.5647,0.136,6.6067,0.4634,0.3711,0.2563,8.1928,1.9287,0.4103,3.212,59.0346,53.9403,29.0111,28.6152,0.0554,0.1447,0.3569,0.1655,0.2362,0.1887,0.2823,0.082,0.1694,0.32,0.1104,0.0649,0.1763,0.3326,0.24,0.3405,0.7067,0.3434,0.2253,0.5136,0.2012,0.446
0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,IM,1,-20.5174,11.5256,1.3635,0.0612,6.0,41.0,0.1823,2427.25,9.6675,139.16,1.6375,95.104,1.75,6.24,4.5075,62.05,6.93,2.245,9.325,76.25,151.75,166.125,54.175,0.3598,0.3125,2.0,16.0,0.0874,592.75,3.5063,7.285,0.1362,42.923,0.375,1.595,0.3213,8.925,0.85,0.3025,2.425,13.75,41.25,25.1125,21.975,0.0383,0.0925,0.3909,0.4807,0.5953,0.2584,0.4557,0.0985,0.5497,0.2474,0.2584,0.0825,0.1705,0.1559,0.1648,0.287,0.2041,0.275,0.1789,0.4319,0.1129,0.3163
0.0,18.699187,18.699187,18.699187,18.699187,18.699187,0.0,0.0,0.0,6.504065,0.0,0.0,0.0,0.0,0.0,IM,3,-0.4866,14.5112,54.6572,0.0357,8.5528,27.7236,0.3122,1832.8049,8.3668,126.4485,1.8207,60.0857,1.561,4.3631,4.7301,58.5984,7.3054,2.3173,12.0309,118.8943,199.2439,169.7463,71.2805,0.3161,0.427,1.6236,2.3078,0.0497,249.1553,0.6222,2.6455,0.0888,5.5634,0.4926,0.456,0.258,5.4963,1.2841,0.3373,2.8824,61.7864,38.1555,17.0309,24.443,0.054,0.1417,0.2232,0.1398,0.212,0.1908,0.0815,0.0585,0.1566,0.3179,0.2084,0.0597,0.1112,0.2313,0.1581,0.2972,0.6082,0.2612,0.1209,0.3818,0.2065,0.4071
22.22222222,22.22222222,22.22222222,0.0,22.22222222,0.0,11.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IM,3,-9.6338,13.1453,2.4682,0.0604,6.4444,24.6667,0.2652,1808.8889,7.05,130.0956,1.7911,53.718,1.8889,4.3489,4.5733,54.6444,7.05,2.1289,12.8778,138.4444,207.4444,163.8667,72.7667,0.3089,0.4478,1.8272,5.4815,0.0492,407.4568,1.9333,7.1807,0.1388,12.648,0.5926,0.5674,0.1956,9.3086,2.3378,0.5457,5.1753,76.3951,61.0864,39.6148,33.7481,0.0548,0.1447,0.3361,0.3277,0.2202,0.3189,0.3531,0.094,0.3555,0.3902,0.2179,0.0545,0.2208,0.4029,0.3179,0.507,0.6373,0.4028,0.3351,0.5043,0.2167,0.3989
16.6667,0.0,16.6667,0.0,16.6667,16.6667,16.6667,0.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,BCC,1,-7.4999,14.8968,4.384,0.0565,6.5,34.5001,0.2282,2207.1711,9.3867,131.6253,1.9217,78.8845,1.8333,5.3217,4.5967,61.9168,8.1783,2.5733,10.75,143.3336,250.0005,193.7171,98.1835,0.2867,0.5017,1.6667,15.6667,0.0776,725.5585,3.6222,7.085,0.2256,40.6739,0.5556,1.6922,0.1856,12.85,2.4356,0.6289,5.4833,86.6668,89.6668,61.7558,33.5501,0.0271,0.0756,0.3294,0.5679,0.4096,0.4009,0.5383,0.1382,0.6477,0.3748,0.3609,0.0581,0.27,0.4187,0.3157,0.6175,0.7022,0.4303,0.3838,0.4082,0.1334,0.2136
23.0769,15.3846,15.3846,15.3846,15.3846,15.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCC+FCC,1,-7.2589,14.7843,3.21,0.0588,7.4615,23.6154,0.3036,1576.0753,7.0477,129.4268,1.7838,50.6901,1.9231,3.9669,4.6492,52.3923,6.0485,2.0231,14.9538,96.9999,174.4614,148.6999,63.1846,0.3168,0.4238,2.5089,4.8994,0.0501,363.9053,2.0066,6.3429,0.1183,10.9422,0.568,0.413,0.2622,10.071,2.5896,0.4895,4.5278,64.3076,61.8935,35.4154,27.5834,0.045,0.1195,0.3849,0.2544,0.1841,0.2666,0.349,0.07,0.2645,0.3795,0.1103,0.0666,0.2222,0.4613,0.303,0.3763,0.8139,0.405,0.2846,0.4757,0.1814,0.3635
