Pm,ΔH,ΔS,Ω,ρ,e/a,EWF,α,HD,B,G,ad-e/n,ad-r,ad-α,ad-HD,ad-G,δ-VEC,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SLHF,δ-α,δ-HD,δ-G,δ-υ,δ-G/B,Phase
1,-11.1795,13.1453,2.1165,7.0656,1.8889,4.6067,12.7667,96.6667,160.4667,82.2778,0.0551,7.2563,5.0519,53.3333,23.9358,0.3674,0.2404,0.321,0.354,0.0958,0.3902,0.2175,0.0667,0.224,0.3046,0.5104,0.6801,0.3934,0.1534,0.2448,BCC
2,-3.234,13.1453,8.4316,9.45,1.7778,4.7611,10.5222,158.4443,191.9443,88.4666,0.0618,2.3742,3.2593,75.7036,26.7999,0.1954,0.2857,0.2881,0.3794,0.1025,0.2339,0.3013,0.06,0.1536,0.2103,0.338,0.5479,0.392,0.2189,0.3712,IM
1,-4.1378,9.1338,3.7217,8.0867,2,4.5833,15.6,238.3333,158.3333,80.9,0.0281,4.7311,4.0667,174.4444,1.9333,0.1497,0.1013,0.0729,0.0749,0.0875,0,0.1758,0.0944,0.2144,0.1147,0.2793,0.7899,0.0268,0.0988,0.1475,FCC
2,-3.0526,13.3319,9.432,9.9742,1.7895,4.75,10.2053,166.421,198.0367,92.0736,0.0722,3.1964,3.4881,81.7949,29.9457,0.2009,0.3336,0.3172,0.4149,0.1134,0.2278,0.3342,0.0593,0.1704,0.2235,0.3639,0.5469,0.4025,0.2141,0.3602,IM
4,-5.881,13.2542,3.4674,7.5862,2,4.7554,15.6094,102.8233,156.3144,58.7603,0.0404,5.3136,3.3027,71.7746,21.596,0.3236,0.1538,0.2111,0.3078,0.0594,0.3015,0.113,0.0692,0.2129,0.254,0.2603,0.8023,0.3809,0.1178,0.2615,IM
1,-0.7407,9.6496,22.2635,7.7198,1.91,4.365,15.931,311.37,149.78,79.196,0.0187,5.2422,5.1921,169.767,8.0597,0.1046,0.074,0.1176,0.0543,0.0822,0.1498,0.184,0.0633,0.2134,0.1192,0.3451,0.5596,0.1997,0.1854,0.2439,FCC
1,-8.6457,13.381,2.9933,7.788,1.8,4.69,10.68,139.8,173.4,73.9,0.0475,2.2144,2.744,49.84,23,0.244,0.1774,0.1054,0.1348,0.0646,0.2222,0.0932,0.0696,0.0607,0.1465,0.2765,0.4635,0.3575,0.2097,0.4011,IM
2,-8.5398,12.9459,2.8814,8.032,1.7,4.68,11.98,123.9,168.75,53.26,0.0782,4.1256,3.144,61.9,11.976,0.3162,0.2927,0.2133,0.1563,0.0755,0.2696,0.232,0.0748,0.1095,0.1215,0.2858,0.5931,0.2894,0.0953,0.2626,IM
2,-5.9602,14.8761,4.0114,7.2581,1.871,4.6671,14.5355,100.9675,152.0578,64.8289,0.048,5.5771,4.2071,64.8593,27.3267,0.36,0.1785,0.2521,0.3197,0.0679,0.3777,0.1074,0.0655,0.2093,0.2855,0.3731,0.7794,0.4598,0.1858,0.3688,BCC+FCC
1,-3.7388,13.381,8.2352,8.012,1.6,4.216,7.16,110.6,135.6,45.56,0.0592,10.0864,1.272,40.72,27.576,0.1739,0.4768,0.1256,0.3675,0.0976,0.3062,0.21,0.0507,0.1784,0.2779,0.2232,0.3913,0.7733,0.2123,0.6456,IM
5,-3.2337,9.0117,5.1889,8.3838,1.7726,4.8545,11.8443,189.4625,186.0511,64.8826,0.0304,0.2112,2.5752,75.0591,28.9222,0.1596,0.1158,0.0932,0.0839,0.0508,0.2365,0.0287,0.0507,0.063,0.1756,0.2629,0.4151,0.4799,0.2397,0.5889,IM
3,-15.7442,13.9688,1.6261,7.538,1.8708,4.7437,11.8646,125.8091,166.7136,66.2208,0.0543,6.5366,2.3859,69.3402,28.7241,0.2966,0.2109,0.1234,0.2353,0.0784,0.2248,0.0655,0.0698,0.1465,0.2112,0.2853,0.626,0.4742,0.216,0.4688,IM
2,-6.0198,4.3674,0.757,3.3477,2.8529,4.3397,22.15,29.6472,90.8502,35.1648,0.0169,3.8387,2.5588,25.848,10.5261,0.4881,0.1228,0.2959,0.5348,0.0461,0.1505,0.085,0.0442,0.238,0.3591,0.1853,1.5916,0.5307,0.0787,0.1844,BCC
4,-8.7707,12.9758,2.987,8.4817,1.8333,4.7833,10.9333,150.6667,192.8333,76.9833,0.0705,4.1467,2.8222,60.5556,21.2222,0.2394,0.2783,0.2093,0.1483,0.0824,0.2033,0.1829,0.0695,0.0542,0.1472,0.292,0.4812,0.3498,0.1263,0.261,IM
4,-7.7589,13.381,3.9945,7.462,1.6,4.406,8.54,132.2,175.54,63.9,0.0546,6.6768,1.968,49.76,30.96,0.2422,0.3367,0.187,0.2657,0.129,0.3062,0.2141,0.0277,0.1492,0.1942,0.2712,0.4526,0.5533,0.1351,0.3423,IM
1,1.3347,14.134,19.0682,8.3594,1.5806,4.7452,12.1968,120.2581,169.6323,72.3387,0.0437,1.8451,2.7908,62.897,24.0712,0.2098,0.178,0.1722,0.0828,0.0546,0.3122,0.1634,0.058,0.1102,0.1606,0.289,0.6086,0.3744,0.207,0.3996,FCC
5,-6.9141,13.381,3.4905,7.484,1.6,4.626,11.64,83,152.78,69.96,0.0634,6.6544,2.752,29.6,27.728,0.3284,0.2441,0.1498,0.2179,0.082,0.3062,0.1054,0.0607,0.1387,0.1998,0.2977,0.4337,0.4512,0.208,0.3918,BCC+FCC
1,-5.2746,12.5685,5.9552,9.0643,1.8095,4.3657,8.2905,127.1429,177.419,64.7238,0.0483,5.2467,2.3719,55.5782,30.1678,0.1653,0.361,0.2534,0.5301,0.1526,0.276,0.2274,0.0307,0.2017,0.2423,0.4705,0.5224,0.5684,0.1086,0.2786,BCC
4,-5.219,12.3189,4.1496,7.3824,1.8371,4.4671,13.7978,198.1775,150.9916,84.9121,0.0296,5.2414,5.0445,140.4364,13.7671,0.229,0.1236,0.1828,0.1866,0.0754,0.2859,0.1492,0.0666,0.1984,0.207,0.4353,0.8612,0.2458,0.151,0.2003,BCC+FCC
1,-0.2257,12.4816,121.2267,6.6105,1.8571,4.2257,8.2143,106.1905,131.4,30.7762,0.0471,7.2639,1.5456,42.6757,10.2349,0.1088,0.3397,0.1279,0.3867,0.0803,0.1884,0.1662,0.0351,0.1877,0.1988,0.2137,0.4139,0.3707,0.0537,0.2248,BCC
1,-2.4021,12.7076,12.7721,7.3765,1.5294,4.3188,7.1706,130.6471,166.0647,51.8059,0.0286,7.2282,1.6194,57.0796,33.8325,0.1693,0.2466,0.1637,0.2867,0.1799,0.3264,0.1582,0.0438,0.2153,0.2954,0.2679,0.4958,0.7909,0.1224,0.422,BCC
5,-7.6855,12.572,2.7542,7.3902,1.98,4.5159,14.8853,192.7809,150.7606,79.7613,0.032,5.7828,4.879,141.2971,10.9329,0.2584,0.132,0.1862,0.2246,0.08,0.2368,0.1544,0.0785,0.2178,0.2161,0.3751,0.8991,0.2523,0.1357,0.1983,FCC
2,-1.1819,9.5923,14.7375,7.86,1.8571,4.5143,12.7,206.1428,164.2429,79.8429,0.0195,2.5922,2.8857,97.3469,11.7959,0.1142,0.0823,0.0983,0.0601,0.0629,0.1884,0.1174,0.0535,0.1375,0.1289,0.3363,0.6208,0.2492,0.1952,0.2974,BCC+FCC
2,-16.2843,14.6974,1.7564,7.7727,1.7273,4.6527,11.6727,117.3635,167.7362,68.2363,0.0683,7.2634,3.5802,61.19,27.0876,0.3075,0.2999,0.2509,0.2215,0.0721,0.357,0.2762,0.0715,0.1547,0.2149,0.4123,0.6249,0.4335,0.2119,0.4327,IM
2,-11.9996,15.8415,3.0118,8.5482,1.7059,4.4365,9.9,132.3529,178.8353,79.1,0.0714,7.6835,4.1882,73.0796,38.2824,0.2804,0.4005,0.3393,0.5295,0.15,0.3901,0.3293,0.0263,0.2557,0.3113,0.5704,0.6689,0.5669,0.1896,0.3698,IM
4,-5.4208,13.3508,3.7212,7.3933,2,4.6979,15.9458,108.3333,152.2375,55.2,0.0424,5.8467,3.5035,77.6389,20.2917,0.3469,0.1619,0.2243,0.3301,0.0617,0.3227,0.1156,0.0667,0.2207,0.2544,0.2663,0.8025,0.3945,0.1193,0.2763,IM
1,-0.2376,12.3178,120.1409,6.8042,1.6389,4.2639,7.5889,111.4722,146.7028,37.8,0.0347,7.2904,1.5691,46.0802,18.1667,0.1424,0.2737,0.156,0.2707,0.1372,0.2931,0.1713,0.0362,0.2138,0.2757,0.2417,0.4633,0.7391,0.0842,0.3485,BCC
3,-4.3709,11.5256,7.6971,12.2925,1.75,4.3575,7.125,137.5,196.975,72.625,0.0386,2.7438,1.625,86.25,42.1875,0.1414,0.3906,0.225,0.4888,0.2023,0.2474,0.2069,0.0263,0.2357,0.2992,0.2874,0.7316,0.7074,0.1369,0.3686,BCC
2,-10.3761,11.0707,1.8983,7.6529,1.8235,4.8124,12.5706,121.7648,169.0943,73.4648,0.0488,3.8001,3.7474,77.1974,29.8651,0.3044,0.1669,0.2044,0.2557,0.0692,0.3383,0.0781,0.0676,0.1698,0.2508,0.4122,0.7184,0.4463,0.2434,0.4511,BCC+FCC
2,-11.1554,13.0111,2.1405,6.8808,1.9231,4.5554,13.2538,104.6153,164.0614,80.4845,0.0556,7.7879,6.3811,71.8342,31.5598,0.403,0.2892,0.3968,0.4304,0.1168,0.4308,0.2795,0.0618,0.2673,0.3588,0.5659,0.7819,0.4681,0.1372,0.2364,BCC
2,-16.4597,14.6974,1.8196,7.9364,1.6364,4.6573,10.4545,121.4544,171.0635,67.6999,0.0732,7.6575,2.7405,58.2148,27.6727,0.2817,0.3174,0.1815,0.158,0.0774,0.294,0.253,0.0704,0.1106,0.1626,0.286,0.565,0.448,0.2207,0.4751,IM
2,-12.6211,13.381,2.5702,10.586,1.6,4.7,9.02,159.6,204.78,87.24,0.1018,7.168,3.624,97.52,38.808,0.2693,0.4836,0.3029,0.4209,0.1422,0.3062,0.3353,0.0683,0.1678,0.2133,0.4222,0.6357,0.5113,0.2262,0.4471,BCC+FCC
2,-14.9995,12.6322,1.2723,6.0877,2.2308,4.5923,16.0154,91.6153,139.7152,60.3999,0.0479,8.7526,5.8343,67.6212,30.1538,0.4502,0.1794,0.3165,0.4494,0.0732,0.3123,0.1153,0.0734,0.268,0.3712,0.4026,0.9066,0.5326,0.1802,0.3545,BCC+FCC
5,-0.9144,13.1453,24.0988,7.6156,1.6667,4.6533,13.2889,80.5556,152.8111,75.8,0.0489,3.7259,3.8123,35.0617,23.0222,0.3154,0.1763,0.2271,0.2458,0.0645,0.4,0.1005,0.0611,0.1727,0.2406,0.3841,0.5311,0.367,0.1669,0.2816,FCC
1,-0.6945,12.9664,45.4454,8.6338,1.625,4.245,7.625,124.625,154.2875,45.125,0.0461,6.7675,1.4563,54.625,20.8375,0.1505,0.4076,0.1432,0.3802,0.1578,0.2979,0.1672,0.0519,0.1989,0.22,0.2263,0.478,0.6867,0.0881,0.3054,BCC
2,-11.9371,13.9362,2.1943,7.84,1.8333,4.7692,11.275,120.5834,171.7834,73.2334,0.0507,3.948,2.3667,57.3473,23.1555,0.2602,0.1947,0.0974,0.1709,0.0716,0.2033,0.0713,0.0714,0.101,0.1627,0.2445,0.562,0.3767,0.2044,0.3974,IM
1,-0.0472,11.5256,620.4777,8.97,1.75,4.295,8.075,95.25,159.325,45.85,0.0522,4.6563,1.175,25.25,13.65,0.0912,0.386,0.2057,0.522,0.0323,0.2474,0.2168,0.0067,0.1705,0.1452,0.1712,0.3146,0.3597,0.0713,0.2259,BCC
1,-2.4538,13.3319,12.985,7.2442,1.5789,4.3168,7.2895,131.7368,165.1211,51.6053,0.0351,7.7013,1.549,51.9889,30.3557,0.16,0.2703,0.1592,0.2812,0.1705,0.3127,0.16,0.0414,0.2036,0.2795,0.2537,0.4657,0.7511,0.1177,0.3955,BCC
4,-4.0271,15.9242,6.8851,7.6692,1.7541,4.6754,12.882,114.7705,160.9033,67.4492,0.0489,3.5511,3.4469,62.0317,25.1975,0.3051,0.1836,0.2065,0.2276,0.0654,0.337,0.1252,0.0645,0.1584,0.2187,0.3604,0.6411,0.4121,0.1893,0.3807,IM
2,-4.8012,14.5336,5.0755,7.454,1.8,4.543,14.63,167.5,148.56,79.09,0.0418,5.3414,5.036,133,16.772,0.2954,0.1617,0.2111,0.2306,0.0815,0.3333,0.1488,0.0768,0.2121,0.2318,0.4023,1.0199,0.3111,0.1684,0.2464,BCC+FCC
4,-15.0904,14.4228,1.7314,6.8561,1.898,4.5841,12.5571,93.6735,156.8286,77.4633,0.0565,8.28,4.8105,50.8122,28.5423,0.3812,0.254,0.3064,0.3643,0.101,0.3725,0.2088,0.0663,0.2248,0.3087,0.5005,0.6811,0.4515,0.1801,0.3016,IM
2,-12.7877,14.1674,2.133,7.8347,1.7368,4.7137,10.9526,127.9998,170.7577,71.8999,0.0561,5.4213,2.544,61.8946,26.7368,0.2593,0.2316,0.1331,0.1686,0.0733,0.2535,0.1644,0.0674,0.1105,0.1749,0.2667,0.5601,0.4255,0.23,0.4531,IM
4,-6.3326,15.8209,4.5058,7.4515,1.7886,4.6226,12.2353,118.4764,160.3767,64.9815,0.0562,3.7684,3.5968,56.9317,23.7366,0.3279,0.2067,0.2035,0.2288,0.0696,0.31,0.1431,0.0668,0.1484,0.204,0.3749,0.5807,0.4075,0.1774,0.3757,BCC
1,-14.7083,13.2541,1.83,6.0873,1.9091,4.3545,12.0545,97,150.9,51.2364,0.038,4.6347,6.2975,64.3636,26.3504,0.2415,0.2314,0.37,0.4599,0.129,0.4151,0.2864,0.0268,0.2768,0.349,0.6008,0.7786,0.6895,0.1047,0.2846,BCC
4,-19.3944,11.5256,1.2079,7.265,2,4.2025,11.85,82,121.35,30.725,0.0588,5.1288,5.875,45.5,5.1875,0.1768,0.4446,0.3441,0.5608,0.083,0.3536,0.2846,0.0418,0.2558,0.2864,0.5851,0.7021,0.2104,0.0689,0.2394,BCC
1,-2.2297,12.2638,12.7793,6.8829,1.7143,4.3114,7.6143,134.7143,162.5429,51.0571,0.0425,8.3273,1.3265,36.9796,20.7551,0.1315,0.2685,0.1412,0.2555,0.1412,0.2635,0.1552,0.0342,0.1675,0.2305,0.2095,0.3765,0.6255,0.1013,0.3179,BCC
1,-9.1387,14.7901,2.7605,7.4686,1.932,4.6093,14.4864,189.974,157.1572,73.9848,0.0377,5.5121,4.573,132.8065,21.8088,0.276,0.1436,0.1985,0.2414,0.0797,0.2755,0.1439,0.0816,0.2155,0.2374,0.392,0.8492,0.3681,0.2193,0.3562,BCC+FCC
1,-5.9365,12.5685,3.8681,7.9429,1.8095,4.7633,11.8619,133.5714,172.8,77.4857,0.0353,1.6771,2.7256,64.6939,22.2585,0.2282,0.1381,0.1458,0.1717,0.0577,0.276,0.0545,0.064,0.1177,0.1928,0.3328,0.5653,0.3596,0.2239,0.3934,IM
1,-4.5424,11.7645,4.7943,8.195,1.75,4.79,11.695,128.8,173.045,86.145,0.0381,0.9853,2.7475,70.44,14.1775,0.1941,0.1376,0.1075,0.0901,0.0644,0.2474,0.0784,0.0717,0.1098,0.1297,0.3203,0.7966,0.2383,0.1955,0.2968,FCC
2,-4.5438,13.381,4.7177,7.124,1.8,4.616,14.32,74,145.46,71.14,0.0517,5.7008,4.664,36.8,26.312,0.3777,0.1899,0.2649,0.324,0.0697,0.4157,0.1075,0.0632,0.2067,0.2916,0.4013,0.6095,0.4198,0.162,0.2832,BCC+FCC
4,-14.7643,11.5256,1.6628,6.5025,1.75,4.3775,11.55,96.25,158.3,54.325,0.0369,2.93,6.025,66.875,34.6875,0.2485,0.2447,0.3667,0.4657,0.1454,0.4738,0.2905,0.0296,0.2848,0.3592,0.6224,0.8387,0.7467,0.1204,0.3344,BCC
1,-2.4952,12.4815,9.0681,7.9138,1.8,4.559,13.15,223.5,164.316,79.282,0.027,3.3287,3.698,122.4,16.0656,0.1511,0.1067,0.1171,0.0774,0.0736,0.2222,0.1377,0.0707,0.1658,0.1539,0.3801,0.6692,0.2967,0.2313,0.3509,IM
1,-1.6749,12.7953,18.1458,7.1467,1.575,4.2975,7.34,123.325,158.5325,46.39,0.0313,7.1595,1.574,53.325,27.585,0.1614,0.2596,0.1618,0.2836,0.1679,0.3139,0.1636,0.0414,0.2152,0.2905,0.258,0.4909,0.7969,0.11,0.4055,BCC
2,-17.6,13.381,1.5829,7.412,1.6,4.556,9.76,89,159.84,68.72,0.0735,9.5928,2.408,24.8,29.216,0.3264,0.3464,0.1764,0.2121,0.0819,0.3062,0.2546,0.0677,0.1414,0.1794,0.2734,0.363,0.4735,0.2234,0.4475,IM
2,-12.9914,11.5256,2.1889,9.5475,1.75,4.3575,10.625,106.25,177.15,65.775,0.0458,2.5362,6.4875,61.875,30.625,0.2294,0.4147,0.3678,0.5215,0.1508,0.4738,0.2837,0.0324,0.2579,0.3169,0.7089,0.7346,0.5541,0.096,0.2265,IM
4,-12.3507,14.5339,2.0268,6.9976,2,4.6451,13.8415,115.915,160.222,70.8736,0.0551,7.4487,4.878,76.0613,30.992,0.3783,0.2251,0.3217,0.3726,0.0903,0.3535,0.2017,0.0694,0.2343,0.3241,0.4606,0.7471,0.4852,0.1886,0.3537,IM
1,-4.539,14.5336,7.7436,8.047,1.5,4.321,7.06,109,157.79,58.98,0.0512,8.4448,1.352,40.6,37.176,0.1695,0.3908,0.1824,0.4144,0.1381,0.3333,0.2338,0.0397,0.2031,0.2767,0.2397,0.4614,0.6938,0.2236,0.5888,IM
1,-28.2245,13.8482,0.9183,7.8305,1.9048,4.6229,11.4286,107.381,149.2857,45.3619,0.107,12.9592,2.751,62.2222,21.9909,0.4215,0.4502,0.1497,0.332,0.1409,0.1541,0.1711,0.098,0.185,0.2172,0.2822,0.6638,0.5576,0.1234,0.3906,IM
2,-29.3176,13.381,0.869,6.226,2,4.392,12.14,111.6,136.08,30.72,0.0708,7.7488,5.248,71.92,8.024,0.4195,0.4318,0.3088,0.3792,0.1105,0.3162,0.277,0.0728,0.2551,0.2836,0.5229,0.7439,0.2847,0.0739,0.2991,IM
4,-8.76,13.3508,3.1138,8.3196,1.8333,4.7146,10.6833,165.2083,191.6042,73.7417,0.0696,4.2505,2.8542,58.1771,23.8264,0.2431,0.278,0.2036,0.1606,0.0874,0.2033,0.1823,0.0684,0.057,0.1544,0.2973,0.4091,0.3829,0.1332,0.291,IM
2,-11.1272,14.3353,2.2439,7.2528,1.9524,4.6819,13.3286,120.0951,162.9427,72.3285,0.0505,6.2069,4.0925,72.4897,28.5932,0.341,0.1984,0.2728,0.3218,0.0796,0.3344,0.1614,0.0691,0.2061,0.2896,0.4342,0.6949,0.4483,0.2009,0.3697,BCC
2,-15.9701,15.848,1.5694,6.4575,2,4.5862,14.9,87.25,140.2625,56.075,0.0605,8.8403,4.8,57.8125,27.7438,0.4429,0.232,0.2726,0.3966,0.0818,0.3536,0.1282,0.0673,0.2319,0.3165,0.3868,0.8547,0.551,0.181,0.4008,BCC
3,-5.0813,11.5256,5.5385,7.625,1.25,4.4325,7.2,115,178.3,75.65,0.0417,6.97,1.55,57.5,43.45,0.1579,0.2799,0.1613,0.2755,0.1415,0.3464,0.2418,0.0278,0.1745,0.2116,0.2637,0.5849,0.5819,0.2412,0.5099,BCC
4,-7.6472,12.7202,2.816,7.1684,1.9474,4.4708,14.6351,188.4649,147.6202,80.3228,0.0315,6.0805,5.3006,136.6382,13.5753,0.2706,0.1312,0.2082,0.2436,0.0767,0.2791,0.1504,0.0692,0.2166,0.2369,0.412,0.9068,0.2862,0.1491,0.2103,IM
2,1.856,14.316,14.2381,8.4165,1.6,4.7575,11.78,130.6,175.885,77.2,0.0449,1.6752,2.9,66.66,23.69,0.2042,0.1853,0.1856,0.0957,0.0626,0.3062,0.1522,0.0564,0.1078,0.1663,0.3104,0.5796,0.3669,0.2073,0.3829,IM
2,-11.403,15.5463,2.6194,8.0992,1.7534,4.6562,12.3411,172.26,169.1985,73.7849,0.0573,5.3288,3.4892,111.9119,19.5823,0.2401,0.2519,0.1851,0.105,0.0808,0.2458,0.2639,0.0845,0.1555,0.1379,0.377,0.8363,0.3238,0.2104,0.3789,IM
1,-5.3231,13.381,5.9802,7.402,1.4,4.356,6.92,122,165.16,64.44,0.0452,9.2072,1.464,54.4,43.728,0.1789,0.331,0.1572,0.2609,0.1656,0.3499,0.2151,0.0433,0.1997,0.2873,0.2584,0.5063,0.7032,0.2305,0.5798,IM
1,-10.3515,13.1453,2.672,6.0133,1.8889,4.2489,9.6444,97.4444,132.9444,33,0.0468,7.2919,3.3481,42.716,11.1111,0.1538,0.3056,0.2388,0.2998,0.0741,0.2999,0.2239,0.0253,0.2278,0.2642,0.5349,0.478,0.3591,0.0731,0.2762,IM
4,-5.5106,12.0559,3.7476,7.6289,1.93,4.5069,14.7902,217.0564,152.9979,82.2038,0.0293,5.2349,4.7516,158.4564,8.1529,0.2143,0.1216,0.1551,0.1656,0.0821,0.2106,0.1625,0.0805,0.2109,0.1803,0.3684,0.8318,0.2003,0.1313,0.1851,FCC
2,-12.2528,15.5994,2.4742,8.112,1.7333,4.6467,12.2067,169.7997,169.2998,72.9133,0.0605,5.6968,3.5396,110.2397,20.2222,0.246,0.2693,0.1931,0.1039,0.0812,0.2551,0.2764,0.0844,0.1545,0.1361,0.3819,0.8416,0.3312,0.2106,0.3861,IM
2,-3.1723,14.6605,7.9134,7.7746,1.7692,4.7202,13.1904,115.4809,162.6809,70.6366,0.0423,3.3814,3.2234,66.1687,25.8809,0.2846,0.1584,0.2022,0.2298,0.061,0.3437,0.0922,0.063,0.1649,0.2319,0.3549,0.6724,0.4096,0.2026,0.3843,BCC+FCC
4,-12.2715,14.8652,1.9716,6.9864,2.04,4.576,15.408,172.28,149.284,69.456,0.0404,6.847,5.2902,130.7008,25.4003,0.3381,0.1555,0.2437,0.3197,0.0799,0.2935,0.1452,0.0809,0.2421,0.2863,0.3923,0.9391,0.4195,0.2092,0.3535,BCC
1,-23.4924,13.2541,1.1001,6.7127,2.0909,4.1818,11.8182,88.2727,115.9364,28.5636,0.0588,6.9679,6.4264,53.2562,5.1736,0.1709,0.4408,0.348,0.5527,0.0896,0.3195,0.2782,0.0391,0.2451,0.2967,0.6228,0.6816,0.2436,0.0798,0.2885,IM
2,-14.9227,10.8337,0.9802,5.1467,2.4444,4.5056,18.1222,70.3333,122.9333,51.7333,0.0439,9.1309,6.0864,62.6666,27.5555,0.5229,0.181,0.3568,0.5395,0.072,0.2802,0.1216,0.0707,0.2986,0.4196,0.3558,1.1159,0.5935,0.1532,0.3195,FCC
5,-2.08,13.1453,11.2915,8.6356,1.6667,4.7667,13.1667,124,172.1778,60.6556,0.0492,3.6578,1.9111,68.8889,19.284,0.196,0.2324,0.2131,0.0483,0.0501,0.2828,0.2505,0.0622,0.1166,0.1252,0.2025,0.6275,0.3226,0.1327,0.3196,IM
1,-1.6833,13.1453,19.524,9.0778,1.5556,4.2256,6.5778,147.3333,161.2778,50.0778,0.0319,8.9412,1.1259,49.3333,32.721,0.175,0.3421,0.1352,0.3129,0.2048,0.3194,0.1173,0.0599,0.2199,0.2916,0.226,0.4028,0.7999,0.116,0.3997,BCC
2,-15.2661,14.689,1.8433,7.7423,1.7547,4.666,11.8377,118.7734,167.5375,69.2603,0.0646,6.7841,3.5116,62.435,26.9505,0.3039,0.2798,0.246,0.2256,0.0709,0.3484,0.2633,0.0711,0.1562,0.219,0.4077,0.626,0.4281,0.2134,0.426,IM
2,-19.0703,12.1978,1.3928,7.5239,1.5122,4.5622,9.1829,74.3901,158.9338,65.6121,0.0778,9.8453,2.5045,11.6002,32.5972,0.363,0.4008,0.191,0.2985,0.0847,0.3305,0.2683,0.0751,0.1598,0.1907,0.3002,0.1674,0.5371,0.2355,0.5082,IM
2,-4.0187,12.8252,6.2015,8.3463,1.6977,4.7744,10.8442,145.8138,183.5812,82.9557,0.0453,1.503,2.9616,63.5478,20.4705,0.19,0.1923,0.1614,0.103,0.069,0.2705,0.1459,0.0599,0.0755,0.1547,0.3054,0.5046,0.3343,0.2214,0.3823,IM
1,-12.6209,11.5256,1.4246,7.0825,2.25,4.7325,15.625,120.75,157.475,58.575,0.0382,6.9625,3.9875,80.75,23.775,0.359,0.1545,0.2328,0.3618,0.065,0.1925,0.1038,0.0751,0.2296,0.2843,0.2984,0.7481,0.4116,0.133,0.2946,BCC
1,-5.3293,13.3319,7.4189,12.2684,1.5789,4.41,6.5368,161.0526,215.5632,85.9737,0.0347,3.5798,1.4781,91.7452,45.7906,0.1356,0.3429,0.188,0.4321,0.1945,0.3127,0.1758,0.0326,0.195,0.2551,0.2882,0.6036,0.5776,0.141,0.3288,BCC
2,-1.7469,12.4506,12.1139,7.9463,1.7037,4.7522,13.1,78.8888,160.0035,78.0333,0.0463,2.934,3.037,30.4526,18.6173,0.2724,0.1603,0.1956,0.2057,0.0605,0.3505,0.0962,0.0667,0.1601,0.2071,0.3389,0.4889,0.3165,0.1512,0.2591,BCC+FCC
1,-13.3044,13.2541,2.0064,5.9427,1.7273,4.3564,10.6727,78.3636,138.9545,57.3182,0.0386,8.1755,4.7008,29.719,31.1901,0.2226,0.2211,0.2829,0.3359,0.0252,0.434,0.2789,0.0205,0.2192,0.3063,0.5849,0.5011,0.6299,0.2314,0.505,IM
2,-12.5616,14.8968,2.1637,7.465,1.8333,4.5967,12.8334,186.3337,158.3003,70.1501,0.0477,7.0645,3.4333,126.7782,25.5333,0.2689,0.2023,0.111,0.1973,0.0878,0.2033,0.1442,0.0797,0.1837,0.1895,0.3652,0.8317,0.428,0.2419,0.4385,BCC+FCC
1,-1.5637,13.1453,19.5218,6.85,1.6667,4.2844,7.5889,121.3333,153.5778,43.5,0.0406,7.9743,1.4765,45.6296,20.6667,0.1429,0.2872,0.1506,0.2654,0.143,0.2828,0.1666,0.036,0.1989,0.2606,0.23,0.4358,0.7058,0.0967,0.3538,BCC
4,-17.7636,14.8968,1.7732,7.3583,1.8333,4.4883,9.0833,132.6667,166.9333,63.5333,0.0764,10.6922,2.6833,46.7778,32.6,0.3555,0.4118,0.1819,0.2564,0.155,0.2033,0.1747,0.0763,0.1764,0.2525,0.3293,0.4352,0.577,0.1499,0.3685,IM
4,-5.6664,16.1784,4.6078,7.4186,1.8571,4.5971,15.3,160.4286,150.1286,67.7286,0.0444,5.6249,4.6,123.4694,24.6531,0.3229,0.1669,0.2264,0.2748,0.0796,0.344,0.1417,0.0752,0.2206,0.2547,0.3606,0.9754,0.409,0.2006,0.3581,IM
2,0.1946,13.1453,118.8435,7.9822,1.6667,4.5722,13.6333,184.4443,156.2554,84.6332,0.0379,3.5822,4.2667,140.2467,13.274,0.2131,0.1462,0.1513,0.088,0.0811,0.2828,0.1496,0.0779,0.1809,0.1552,0.392,0.932,0.2259,0.1648,0.2296,FCC
4,-10.7785,11.0707,1.9622,7.5824,1.7059,4.6712,10.4059,96.7647,163.7235,84.8588,0.0494,4.4865,2.5225,31.3149,17.436,0.2661,0.1967,0.0968,0.1723,0.0728,0.2671,0.0523,0.0671,0.11,0.1633,0.2759,0.373,0.3136,0.2078,0.3117,BCC
2,-14.3327,14.5336,1.9941,7.872,1.7,4.693,10.77,125.6,170.87,70.36,0.0632,6.3504,2.636,60.72,27.248,0.2683,0.2661,0.1565,0.1648,0.0751,0.2696,0.2098,0.0688,0.1109,0.1705,0.2745,0.5625,0.4344,0.227,0.4618,IM
2,-18.0456,14.4072,1.7539,9.02,1.75,4.5913,10.9125,106.875,178.45,78.85,0.0901,8.4325,4.5875,61.5625,31.2875,0.3535,0.4494,0.3614,0.4848,0.1344,0.378,0.3479,0.0734,0.231,0.2744,0.525,0.7884,0.5061,0.1772,0.3367,IM
