Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Pm,Phase
10,20,0,15,25,15,0,0,0,0,0,15,0,0,0,1,BCC+FCC
10,35,0,10,20,10,0,0,0,0,0,15,0,0,0,1,BCC+FCC
5,25,0,10,40,15,0,0,0,0,0,0,5,0,0,4,FCC
5,30,0,20,30,0,0,10,0,0,0,5,0,0,0,1,BCC+FCC
5,35,0,15,30,0,0,10,0,0,0,5,0,0,0,1,BCC+FCC
5,35,0,10,40,0,0,0,0,0,0,5,5,0,0,1,FCC
10,35,0,10,0,25,0,10,0,0,0,0,10,0,0,1,BCC+FCC
10,35,0,0,20,20,0,5,0,0,0,10,0,0,0,1,BCC+FCC
10,40,0,0,5,30,0,5,0,0,0,10,0,0,0,1,BCC+FCC
15,15,0,0,35,20,0,10,0,0,0,5,0,0,0,1,BCC+FCC
15,35,0,0,15,15,0,10,0,0,0,10,0,0,0,1,BCC+FCC
15,40,0,0,25,5,0,10,0,0,0,5,0,0,0,1,BCC+FCC
5,20,0,0,25,30,0,15,0,0,0,0,5,0,0,1,BCC+FCC
10,20,0,0,30,20,0,15,0,0,0,0,5,0,0,1,BCC+FCC
5,20,0,0,25,10,0,0,0,0,0,10,30,0,0,4,FCC
5,20,0,0,30,10,0,0,0,0,0,10,25,0,0,4,FCC
10,25,0,0,15,0,25,10,0,15,0,0,0,0,0,2,IM
5,20,0,0,20,0,25,15,0,0,0,0,0,15,0,3,IM
10,30,0,0,0,10,25,10,0,0,0,0,0,15,0,3,IM
10,20,0,0,0,15,20,0,0,0,0,15,0,20,0,2,IM
5,20,0,0,0,15,20,0,0,0,0,20,0,0,20,4,IM
10,5,0,0,0,15,25,0,0,0,0,30,0,0,15,3,IM
10,15,0,0,0,5,30,0,0,0,0,25,0,0,15,4,IM
10,25,0,0,0,10,20,0,0,0,0,15,0,0,20,3,IM
10,30,0,0,0,0,25,5,0,15,0,0,0,15,0,3,IM
10,25,0,0,0,0,25,5,0,0,0,15,0,20,0,4,IM
10,20,0,0,0,0,25,10,0,0,0,20,0,0,15,2,IM
15,20,0,0,0,0,35,10,0,0,0,10,0,0,10,2,IM
10,30,0,0,0,0,25,0,0,5,0,15,0,15,0,2,IM
10,25,0,0,0,0,25,0,0,15,0,0,0,10,15,3,IM
5,0,15,20,30,25,0,5,0,0,0,0,0,0,0,1,BCC+FCC
10,0,5,20,30,30,0,5,0,0,0,0,0,0,0,1,BCC+FCC
10,0,10,20,20,30,0,10,0,0,0,0,0,0,0,1,BCC+FCC
15,0,5,10,35,30,0,5,0,0,0,0,0,0,0,1,BCC+FCC
20,0,5,15,35,20,0,5,0,0,0,0,0,0,0,1,BCC+FCC
20,0,10,10,20,35,0,5,0,0,0,0,0,0,0,1,BCC+FCC
5,0,10,30,30,15,0,0,0,0,0,10,0,0,0,1,BCC+FCC
15,0,15,10,40,15,0,0,0,0,0,5,0,0,0,1,BCC+FCC
20,0,5,20,20,30,0,0,0,0,0,5,0,0,0,1,BCC+FCC
20,0,10,5,25,35,0,0,0,0,0,5,0,0,0,1,BCC+FCC
10,0,20,20,30,15,0,0,0,0,0,0,5,0,0,1,BCC+FCC
10,0,20,25,5,30,0,0,0,0,0,0,10,0,0,1,BCC+FCC
10,0,20,30,15,15,0,0,0,0,0,0,10,0,0,1,BCC+FCC
10,0,25,10,5,40,0,0,0,0,0,0,10,0,0,1,BCC+FCC
10,0,25,15,15,25,0,0,0,0,0,0,10,0,0,1,BCC+FCC
10,0,25,30,15,15,0,0,0,0,0,0,5,0,0,1,BCC+FCC
10,0,30,15,20,20,0,0,0,0,0,0,5,0,0,1,BCC+FCC
20,0,15,5,10,40,0,0,0,0,0,0,10,0,0,1,BCC+FCC
20,0,20,20,20,15,0,0,0,0,0,0,5,0,0,1,BCC+FCC
5,0,20,25,35,0,0,5,0,0,0,0,10,0,0,1,BCC+FCC
40,0,5,0,5,0,0,15,0,0,0,10,25,0,0,1,BCC+FCC
10,0,0,10,30,40,0,5,0,0,0,5,0,0,0,1,BCC+FCC
10,0,0,15,40,25,0,5,0,0,0,5,0,0,0,1,BCC+FCC
10,0,0,15,25,35,0,10,0,0,0,0,5,0,0,1,BCC+FCC
5,0,0,0,40,30,0,10,0,0,0,5,10,0,0,1,BCC+FCC
0,30,5,15,15,30,5,0,0,0,0,0,0,0,0,1,FCC
0,25,5,15,30,20,0,5,0,0,0,0,0,0,0,3,FCC
0,30,5,5,30,25,0,0,0,5,0,0,0,0,0,4,FCC
0,30,10,5,20,30,0,0,0,5,0,0,0,0,0,3,FCC
0,40,5,10,5,35,0,0,0,5,0,0,0,0,0,4,FCC
0,15,10,15,30,25,0,0,0,0,0,5,0,0,0,4,FCC
0,15,10,15,35,20,0,0,0,0,0,5,0,0,0,4,FCC
0,25,5,15,15,35,0,0,0,0,0,5,0,0,0,3,FCC
0,25,5,20,20,25,0,0,0,0,0,5,0,0,0,3,FCC
0,25,15,10,5,40,0,0,0,0,0,5,0,0,0,1,FCC
0,30,5,15,5,40,0,0,0,0,0,5,0,0,0,3,FCC
0,5,5,10,30,20,0,0,0,0,0,0,30,0,0,4,FCC
0,25,5,10,40,15,0,0,0,0,0,0,5,0,0,3,FCC
0,25,10,15,40,5,0,0,0,0,0,0,5,0,0,3,FCC
0,25,15,5,40,10,0,0,0,0,0,0,5,0,0,1,FCC
0,30,15,10,15,0,0,0,5,0,0,0,0,25,0,4,IM
0,25,20,10,10,0,0,0,5,0,0,0,0,0,30,2,IM
0,30,5,15,40,0,0,0,0,5,0,0,5,0,0,3,FCC
0,15,10,0,30,20,0,5,0,0,0,0,20,0,0,1,FCC
0,30,15,0,25,5,0,0,5,0,0,0,0,0,20,2,IM
0,40,5,0,10,35,0,0,0,5,0,5,0,0,0,1,FCC
0,10,15,0,20,25,0,0,0,0,0,5,25,0,0,1,FCC
0,15,5,0,10,5,0,0,0,0,0,25,40,0,0,4,FCC
0,15,5,0,25,25,0,0,0,0,0,10,20,0,0,1,FCC
0,20,25,0,5,5,0,0,0,0,0,5,40,0,0,4,FCC
0,25,15,0,20,10,0,0,0,0,0,5,25,0,0,1,FCC
0,25,5,0,10,0,20,20,0,0,0,0,0,20,0,4,IM
0,30,10,0,15,0,15,15,0,0,0,0,0,15,0,3,IM
0,35,15,0,15,0,10,10,0,0,0,0,0,15,0,2,IM
0,40,5,0,10,0,15,15,0,0,0,0,0,15,0,2,IM
0,40,5,0,25,0,0,15,0,0,0,5,10,0,0,1,BCC+FCC
0,40,10,0,10,0,0,0,10,0,0,10,0,20,0,2,IM
0,40,10,0,15,0,0,0,10,0,0,15,0,10,0,2,IM
0,25,10,0,0,15,15,10,0,0,0,0,0,25,0,3,IM
0,25,25,0,0,10,0,15,0,0,0,15,0,10,0,3,IM
0,30,10,0,0,0,20,10,0,0,10,0,0,20,0,2,IM
0,30,0,10,30,20,0,5,0,0,0,5,0,0,0,3,FCC
0,30,0,20,35,5,0,5,0,0,0,5,0,0,0,3,FCC
0,40,0,5,5,40,0,5,0,0,0,5,0,0,0,4,FCC
0,25,0,10,35,10,0,15,0,0,0,0,5,0,0,1,BCC+FCC
0,30,0,15,10,20,0,15,0,0,0,0,10,0,0,1,BCC+FCC
0,35,0,5,40,10,0,0,0,5,0,0,5,0,0,2,FCC
0,5,0,5,40,15,0,0,0,0,0,5,30,0,0,4,FCC
0,25,0,15,40,5,0,0,0,0,0,10,5,0,0,3,FCC
0,25,0,25,10,15,0,0,0,0,0,5,20,0,0,1,FCC
0,30,0,5,5,30,0,0,0,0,0,5,25,0,0,4,FCC
0,30,0,5,25,5,0,0,0,0,0,5,30,0,0,4,FCC
0,30,0,10,40,5,0,0,0,0,0,10,5,0,0,3,FCC
0,35,0,10,25,20,0,0,0,0,0,5,5,0,0,3,FCC
0,15,0,10,20,0,20,20,0,0,0,0,0,15,0,2,IM
0,25,0,10,10,0,20,15,0,0,0,0,0,20,0,4,IM
0,40,0,10,10,0,5,0,15,0,0,0,0,20,0,3,IM
0,30,0,10,15,0,10,0,5,0,0,0,0,0,30,3,IM
0,40,0,5,40,0,0,0,0,5,0,5,5,0,0,3,FCC
0,25,0,5,0,10,20,25,0,0,0,0,0,15,0,3,IM
0,30,0,10,0,0,25,20,0,0,0,0,0,10,5,3,IM
0,5,0,0,20,20,10,25,0,0,0,0,0,20,0,3,IM
0,15,0,0,15,15,20,20,0,0,0,0,0,15,0,4,IM
0,20,0,0,10,20,15,15,0,0,0,0,0,20,0,2,IM
0,20,0,0,15,10,20,20,0,0,0,0,0,15,0,4,IM
0,25,0,0,10,15,15,15,0,0,0,0,0,20,0,3,IM
0,30,0,0,10,10,15,15,0,0,0,0,0,20,0,3,IM
0,30,0,0,10,10,20,15,0,0,0,0,0,15,0,3,IM
0,30,0,0,15,5,20,15,0,0,0,0,0,15,0,4,IM
0,10,0,0,10,15,25,25,0,0,0,0,0,0,15,3,IM
0,25,0,0,25,10,15,0,10,0,0,0,0,15,0,2,IM
0,20,0,0,30,25,0,5,0,0,0,5,15,0,0,1,FCC
0,30,0,0,20,10,0,0,10,10,0,0,0,20,0,2,IM
0,30,0,0,20,0,15,15,5,0,0,0,0,15,0,2,IM
0,35,0,0,10,0,20,15,0,5,0,0,0,15,0,4,IM
0,35,0,0,10,0,20,10,0,0,10,0,0,15,0,2,IM
0,35,0,0,15,0,20,10,0,0,5,0,0,0,15,2,IM
0,20,0,0,10,0,20,25,0,0,0,10,0,15,0,2,IM
0,25,0,0,15,0,15,25,0,0,0,0,0,10,10,3,IM
0,25,0,0,25,0,15,5,0,0,0,0,0,20,10,2,IM
0,40,0,0,15,0,5,0,10,15,0,0,0,15,0,3,IM
0,35,0,0,25,0,10,0,5,15,0,0,0,0,10,2,IM
0,35,0,0,15,0,15,0,10,0,0,0,10,15,0,2,IM
0,35,0,0,10,0,20,0,0,0,10,0,5,0,20,2,IM
0,20,0,0,0,10,25,25,0,5,0,0,0,0,15,3,IM
0,25,0,0,0,10,25,20,0,0,5,0,0,0,15,4,IM
0,20,0,0,0,15,25,20,0,0,0,5,0,15,0,2,IM
0,20,0,0,0,20,20,15,0,0,0,10,0,15,0,3,IM
0,30,0,0,0,10,20,10,0,0,0,10,0,20,0,3,IM
0,30,0,0,0,10,20,10,0,0,0,15,0,15,0,2,IM
0,10,0,0,0,25,20,15,0,0,0,10,0,0,20,3,IM
0,15,0,0,0,20,20,10,0,0,0,20,0,0,15,2,IM
0,20,0,0,0,15,25,15,0,0,0,10,0,0,15,3,IM
0,25,0,0,0,15,20,0,0,0,5,15,0,0,20,4,IM
0,5,0,0,0,0,0,5,0,25,20,0,0,25,20,4,BCC
0,5,0,0,0,0,0,10,0,35,25,0,0,15,10,4,BCC
0,0,10,25,35,10,0,10,0,0,0,0,10,0,0,1,BCC+FCC
0,0,5,0,0,0,0,10,0,15,0,5,0,30,35,4,BCC
0,0,5,0,0,0,0,0,0,30,5,10,0,30,20,3,BCC
0,0,5,0,0,0,0,0,0,40,5,10,0,25,15,4,BCC
0,0,0,5,15,20,15,25,0,0,0,0,0,20,0,2,IM
0,0,0,10,15,15,15,25,0,0,0,0,0,20,0,3,IM
0,0,0,25,35,20,0,10,0,0,0,5,5,0,0,1,BCC+FCC
0,0,0,15,0,25,15,15,0,10,0,0,0,20,0,3,IM
0,0,0,10,0,25,20,20,0,10,0,0,0,0,15,3,IM
0,0,0,10,0,20,20,15,0,0,0,20,0,15,0,4,IM
0,0,0,5,0,0,5,5,0,20,0,0,0,40,25,4,BCC
0,0,0,5,0,0,5,0,0,40,0,5,0,30,15,3,BCC
0,0,0,5,0,0,0,5,0,20,10,0,0,30,30,3,BCC
0,0,0,0,25,15,15,25,0,0,0,0,0,10,10,3,IM
0,0,0,0,0,0,5,5,0,35,15,15,0,25,0,4,BCC
0,0,0,0,0,0,35,5,0,15,25,15,0,5,0,3,BCC
0,0,0,0,0,0,5,15,0,20,10,0,0,35,15,4,BCC
0,0,0,0,0,0,5,20,0,20,10,0,0,35,10,3,BCC
0,0,0,0,0,0,5,25,0,20,5,0,0,30,15,3,BCC
0,0,0,0,0,0,5,20,0,20,0,5,0,30,20,3,BCC
0,0,0,0,0,0,5,25,0,20,0,15,0,10,25,4,BCC
0,0,0,0,0,0,40,0,5,15,5,25,0,10,0,4,BCC
0,0,0,0,0,0,5,0,0,35,5,15,0,30,10,4,BCC
0,0,0,0,0,0,0,10,5,35,0,5,0,35,10,3,BCC
0,0,0,0,0,0,0,5,0,5,20,15,0,30,25,4,BCC
0,0,0,0,0,0,0,5,0,20,10,20,0,10,35,4,BCC
0,0,0,0,0,0,0,5,0,20,15,15,0,20,25,4,BCC
0,0,0,0,0,0,0,5,0,20,20,10,0,15,30,2,BCC
0,0,0,0,0,0,0,5,0,20,30,10,0,30,5,4,BCC
0,0,0,0,0,0,0,5,0,25,10,15,0,5,40,4,BCC
0,0,0,0,0,0,0,5,0,25,25,5,0,25,15,2,BCC
0,0,0,0,0,0,0,5,0,30,15,10,0,25,15,3,BCC
0,0,0,0,0,0,0,5,0,30,20,20,0,10,15,3,BCC
0,0,0,0,0,0,0,10,0,15,20,10,0,30,15,4,BCC
0,0,0,0,0,0,0,10,0,20,10,15,0,20,25,4,BCC
0,0,0,0,0,0,0,10,0,25,20,5,0,25,15,3,BCC
0,0,0,0,0,0,0,10,0,30,10,20,0,5,25,3,BCC
0,0,0,0,0,0,0,10,0,30,20,10,0,15,15,3,BCC
0,0,0,0,0,0,0,15,0,5,10,5,0,40,25,3,BCC
0,0,0,0,0,0,0,15,0,10,10,5,0,40,20,3,BCC
0,0,0,0,0,0,0,15,0,15,5,5,0,20,40,2,BCC
0,0,0,0,0,0,0,15,0,15,5,5,0,25,35,2,BCC
0,0,0,0,0,0,0,15,0,15,10,10,0,20,30,4,BCC
0,0,0,0,0,0,0,15,0,20,20,5,0,20,20,2,BCC
0,0,0,0,0,0,0,15,0,25,15,5,0,30,10,3,BCC
0,0,0,0,0,0,0,20,0,10,10,5,0,25,30,2,BCC
0,0,0,0,0,0,0,20,0,20,5,10,0,20,25,4,BCC
0,0,0,0,0,0,0,20,0,20,10,10,0,5,35,3,BCC
0,0,0,0,0,0,0,20,0,25,15,5,0,15,20,4,BCC
0,0,0,0,0,0,0,25,0,25,5,20,0,5,20,3,BCC
0,0,0,0,0,0,0,30,0,25,10,15,0,5,15,3,BCC
0,0,0,0,0,0,0,30,0,25,20,5,0,5,15,4,BCC
0,0,0,0,0,0,0,35,0,15,5,5,0,10,30,4,BCC
