Pm,ΔS,ad-e/n,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,Phase
1,11.217,0.0372,138.4,18.641,0.0805,0.0869,0.7671,0.2925,FCC
4,11.8937,0.027,164.255,9.4075,0.0878,0.0901,0.675,0.1793,FCC
3,11.6353,0.0396,45.2,10.6565,0.111,0.0627,0.3774,0.37,BCC
1,12.0108,0.047,133.3,19.884,0.0791,0.0552,1.0234,0.324,BCC+FCC
1,12.047,0.0356,164.64,6.78,0.0872,0.092,0.81,0.1565,FCC
3,12.0349,0.0361,38.9,13.0395,0.1059,0.0456,0.3221,0.4342,BCC
3,11.5758,0.0389,48.27,15.928,0.1358,0.052,0.4053,0.5427,BCC
3,12.9458,0.0402,68.64,37.756,0.1738,0.0342,0.4628,0.4789,BCC
3,11.2766,0.0416,58.92,38.062,0.1558,0.0332,0.3981,0.4967,BCC
3,11.7645,0.0426,40.95,13.362,0.1238,0.0455,0.3624,0.4462,BCC
4,11.5758,0.0419,51.945,34.648,0.1669,0.0431,0.342,0.4542,BCC
3,12.0349,0.0419,35.82,12.805,0.1434,0.0504,0.3105,0.5515,BCC
4,12.4412,0.0373,42.44,9.706,0.083,0.0433,0.3547,0.4594,BCC
2,10.9586,0.0423,44.355,6.86,0.0783,0.0391,0.3976,0.4314,BCC
3,12.6875,0.0441,23.15,15.4525,0.0946,0.0373,0.2108,0.4716,BCC
4,12.8408,0.0401,29.93,12.5555,0.0979,0.0412,0.2558,0.4126,BCC
4,12.9458,0.0431,28.28,13.37,0.0973,0.0385,0.2467,0.4225,BCC
2,12.8408,0.0409,33.135,11.96,0.0984,0.0421,0.277,0.388,BCC
2,12.9821,0.0368,31.68,14.01,0.0926,0.0363,0.2688,0.4369,BCC
4,12.9245,0.0429,34.4,14.064,0.0893,0.0402,0.2942,0.3764,BCC
4,12.8287,0.0383,33.36,12.4925,0.0854,0.0356,0.3015,0.3711,BCC
4,12.6875,0.0399,31.6,12.356,0.0807,0.032,0.2895,0.3566,BCC
4,13.6225,0.0367,59.7,22.84,0.0512,0.0532,0.5797,0.3666,FCC
2,13.0175,0.0323,65.41,19.9,0.0489,0.0644,0.6132,0.3272,FCC
3,13.6225,0.0369,65.63,22.413,0.0542,0.063,0.6664,0.3583,FCC
3,13.8809,0.0367,65.72,22.3535,0.0535,0.0632,0.6382,0.3583,FCC
2,13.0175,0.0316,71.075,21.7065,0.0489,0.0626,0.6276,0.3497,FCC
1,14.0696,0.0483,42.415,24.554,0.0626,0.0599,0.6383,0.387,BCC+FCC
1,13.6346,0.0478,45.61,25.3925,0.0613,0.0502,0.6333,0.4026,BCC+FCC
1,13.6346,0.0431,46.595,24.2565,0.0617,0.0508,0.5841,0.3805,BCC+FCC
1,14.2397,0.045,49.45,23.784,0.0608,0.0656,0.7073,0.3806,BCC+FCC
1,13.3809,0.0467,44.28,22.232,0.0646,0.0688,0.6956,0.3598,BCC+FCC
1,14.0984,0.0502,46.36,26.54,0.0638,0.0601,0.7363,0.4239,BCC+FCC
1,13.8401,0.0511,46.96,26.7195,0.0636,0.0563,0.7466,0.4377,BCC+FCC
1,14.5697,0.0474,59.58,26.8,0.0625,0.0588,0.7212,0.4302,BCC+FCC
1,14.3234,0.043,75.7,25.388,0.0591,0.0574,0.7146,0.4502,BCC+FCC
1,14.0221,0.0524,40.15,28.212,0.0688,0.0586,0.6608,0.4247,BCC+FCC
1,13.8809,0.0502,42.06,28.144,0.0672,0.0529,0.6471,0.425,BCC+FCC
1,13.7759,0.0537,57.925,29.418,0.0681,0.0523,0.7844,0.4902,BCC+FCC
1,14.5697,0.0444,69.13,26.271,0.0648,0.0684,0.7384,0.4275,BCC+FCC
1,13.7759,0.0414,79.675,19.695,0.0591,0.0615,0.8165,0.4213,BCC+FCC
1,13.4171,0.0496,72.2,31.029,0.0697,0.0678,0.7357,0.4667,BCC+FCC
1,13.9813,0.0439,87.13,25.808,0.0639,0.0626,0.7089,0.4908,BCC+FCC
1,13.6225,0.043,82.55,28.542,0.0642,0.0611,0.6575,0.4998,BCC+FCC
1,13.6225,0.0455,86.005,27.8425,0.0653,0.0604,0.6968,0.5114,BCC+FCC
1,13.1634,0.0552,38.6,22.958,0.0682,0.0592,0.8052,0.4483,BCC+FCC
1,14.0696,0.0464,57.265,23.485,0.0646,0.0691,0.7922,0.4042,BCC+FCC
1,14.4284,0.0526,52.58,28.255,0.0694,0.0577,0.7874,0.4754,BCC+FCC
1,13.8809,0.0487,48.95,28.332,0.07,0.068,0.7203,0.4325,BCC+FCC
1,13.8401,0.048,59.55,25.555,0.0684,0.0733,0.8245,0.4237,BCC+FCC
1,12.8046,0.0437,70.24,24.526,0.0658,0.0733,0.8231,0.4089,BCC+FCC
1,14.4284,0.0464,80.1,23.8135,0.0659,0.0634,0.7878,0.4712,BCC+FCC
1,13.0871,0.042,85.48,24.426,0.0649,0.0713,0.7791,0.4371,BCC+FCC
1,12.9458,0.0426,97.295,18.8725,0.0644,0.0663,0.7634,0.4546,BCC+FCC
1,12.6233,0.0428,53.98,23.404,0.0675,0.075,0.7265,0.3864,BCC+FCC
1,13.7759,0.0521,43.47,26.628,0.0726,0.0744,0.7639,0.4332,BCC+FCC
1,13.4171,0.0516,43.18,26.869,0.0729,0.075,0.7411,0.4296,BCC+FCC
1,13.6346,0.0472,56.57,25.722,0.0703,0.0756,0.7892,0.4241,BCC+FCC
1,14.3234,0.0454,68.54,26.215,0.068,0.0675,0.7757,0.4529,BCC+FCC
1,13.1587,0.0532,56.335,28.0355,0.0741,0.0769,0.8708,0.4596,BCC+FCC
1,13.9646,0.0525,79.55,23.091,0.0714,0.0685,0.8912,0.4958,BCC+FCC
1,13.9646,0.0493,78.8,28.373,0.0715,0.0727,0.8144,0.4961,BCC+FCC
1,13.6346,0.0515,87.945,21.3275,0.0708,0.0667,0.8619,0.5038,BCC+FCC
1,13.3763,0.0455,90.05,23.267,0.0681,0.066,0.7446,0.5054,BCC+FCC
1,13.3763,0.0474,90.28,27.075,0.0701,0.0694,0.7558,0.5276,BCC+FCC
1,13.3763,0.0483,90.955,25.577,0.0698,0.066,0.7644,0.5353,BCC+FCC
1,12.6995,0.0422,92.355,21.283,0.0668,0.0697,0.7137,0.4733,BCC+FCC
1,13.4459,0.05,79.28,33.084,0.0711,0.0575,0.6946,0.5458,BCC+FCC
1,13.3763,0.0475,79.54,21.192,0.0717,0.0611,0.6373,0.4827,BCC+FCC
1,13.0871,0.0433,78.12,22.529,0.0676,0.0597,0.665,0.4682,BCC+FCC
1,13.6346,0.0494,85.15,23.661,0.0723,0.0617,0.7473,0.5254,BCC+FCC
1,13.3046,0.046,71.12,23.259,0.0629,0.0607,0.4916,0.4613,BCC+FCC
1,13.6225,0.0433,55.65,20.636,0.061,0.0533,0.5377,0.3817,BCC+FCC
1,13.4813,0.0472,81.1,26.061,0.0642,0.0562,0.6448,0.5014,BCC+FCC
1,13.1634,0.045,74.56,27.158,0.0644,0.0616,0.5309,0.4948,BCC+FCC
1,13.1587,0.0455,53.995,24.98,0.063,0.0364,0.6179,0.4186,BCC+FCC
1,12.5537,0.0473,69.17,25.5715,0.0656,0.0372,0.8968,0.395,BCC+FCC
1,12.6995,0.0479,114.54,26.945,0.0752,0.047,1.0146,0.3809,BCC+FCC
1,13.0463,0.0502,89.565,23.0065,0.0735,0.0667,0.7616,0.4699,BCC+FCC
1,13.1634,0.0507,96.04,16.78,0.0727,0.0635,0.7465,0.4671,BCC+FCC
1,13.3809,0.0542,95.04,19.284,0.0745,0.0627,0.7342,0.5145,BCC+FCC
1,12.6995,0.0512,37.535,23.6365,0.0712,0.0705,0.8518,0.4227,BCC+FCC
1,13.1634,0.057,63.46,25.3375,0.0786,0.0735,0.8636,0.4622,BCC+FCC
1,13.1587,0.0519,88.865,27.93,0.0736,0.0693,0.7578,0.5087,BCC+FCC
1,12.6995,0.0487,95.04,25.076,0.0716,0.0679,0.7376,0.4989,BCC+FCC
1,13.3763,0.0508,82.45,19.57,0.0675,0.0709,0.6678,0.4111,BCC+FCC
1,13.3763,0.0483,87.52,22.5525,0.0645,0.0603,0.7274,0.4861,BCC+FCC
1,13.6225,0.0559,65.98,26.48,0.0732,0.0756,0.761,0.4368,BCC+FCC
1,12.8287,0.0508,84.12,32.5,0.0705,0.0666,0.6885,0.5241,BCC+FCC
1,12.3408,0.0476,95.45,21.019,0.069,0.0715,0.7486,0.4573,BCC+FCC
1,13.1634,0.0515,95.675,18.996,0.0701,0.0677,0.7533,0.496,BCC+FCC
1,12.9458,0.0495,121.34,23.115,0.0803,0.072,1.1855,0.3812,BCC+FCC
1,13.4813,0.0475,99.88,22.426,0.0761,0.0758,1.0851,0.3574,BCC+FCC
1,13.7759,0.0518,121.44,22.95,0.0834,0.0809,1.1906,0.3741,BCC+FCC
1,13.9934,0.0484,120.68,29.298,0.0769,0.0712,0.8668,0.4765,BCC+FCC
1,13.0175,0.0461,104.66,29.74,0.0722,0.0704,0.7867,0.4679,BCC+FCC
1,12.8287,0.049,104.86,31.568,0.072,0.0638,0.7906,0.5083,BCC+FCC
1,13.9813,0.0484,111.175,24.2445,0.0793,0.0811,1.1072,0.4035,BCC+FCC
1,13.6225,0.0537,118.94,23.38,0.0787,0.0649,1.0655,0.4794,BCC+FCC
1,14.4284,0.0506,115.94,27.441,0.08,0.0793,1.0093,0.4418,BCC+FCC
1,13.3763,0.048,102.4,19.9875,0.0713,0.0647,1.0045,0.4602,BCC+FCC
1,13.8809,0.0475,122.48,28.475,0.0789,0.0788,0.8899,0.4683,BCC+FCC
1,13.9646,0.0499,102.1,24.952,0.0755,0.0756,1.0012,0.4649,BCC+FCC
1,12.3696,0.0479,124.88,17.334,0.0771,0.0613,0.9142,0.4527,BCC+FCC
1,13.0463,0.0476,47.47,21.605,0.0729,0.0743,0.5867,0.3716,BCC+FCC
1,13.8401,0.0491,60.86,25.106,0.074,0.0738,0.6779,0.4144,BCC+FCC
1,13.9934,0.0477,61.74,25.0465,0.0729,0.0728,0.6511,0.4142,BCC+FCC
1,14.3234,0.0489,60.74,26.142,0.0735,0.0711,0.6385,0.4281,BCC+FCC
1,13.6346,0.0473,72.65,31.715,0.072,0.0621,0.5995,0.5136,BCC+FCC
1,13.4459,0.0482,58.56,24.6195,0.0741,0.075,0.6686,0.4099,BCC+FCC
1,13.9934,0.051,55.915,25.7745,0.0759,0.075,0.6803,0.4273,BCC+FCC
1,13.6225,0.0511,48.7,25.128,0.074,0.0749,0.6983,0.4083,BCC+FCC
1,13.6225,0.046,64.7,25.388,0.0722,0.0706,0.645,0.4271,BCC+FCC
1,13.3046,0.051,57.05,25.937,0.0739,0.0749,0.7539,0.4201,BCC+FCC
1,14.1058,0.0564,77.3,26.4475,0.0811,0.0754,0.7378,0.493,BCC+FCC
1,13.9646,0.0502,74.075,29.4555,0.0734,0.0719,0.7245,0.4742,BCC+FCC
1,13.7759,0.0465,71.9,32.196,0.0706,0.065,0.6693,0.4929,BCC+FCC
1,14.2397,0.0512,81.015,27.3995,0.0759,0.0722,0.6985,0.4974,BCC+FCC
1,13.4459,0.046,72.12,27.119,0.0715,0.0643,0.6073,0.4961,BCC+FCC
1,12.8287,0.0454,77.08,34.72,0.0701,0.0628,0.665,0.5219,BCC+FCC
1,13.1634,0.0499,90.45,23.6605,0.0751,0.0713,0.6811,0.4918,BCC+FCC
1,13.0871,0.0469,50.795,23.881,0.0719,0.0749,0.6655,0.3985,BCC+FCC
1,13.8809,0.0522,49.95,27.701,0.0755,0.0756,0.739,0.4438,BCC+FCC
1,13.9646,0.0514,66.74,26.557,0.0768,0.0755,0.7379,0.4567,BCC+FCC
1,14.2109,0.0474,64.54,27.674,0.072,0.0712,0.709,0.4536,BCC+FCC
1,14.2109,0.0474,76.25,28.85,0.072,0.0704,0.7102,0.492,BCC+FCC
1,12.9458,0.045,89.055,23.3435,0.0706,0.0713,0.6778,0.4823,BCC+FCC
1,12.8046,0.048,88.95,29.5575,0.0725,0.0675,0.6734,0.5617,BCC+FCC
1,14.0696,0.0495,73.72,27.845,0.0744,0.0743,0.7779,0.4862,BCC+FCC
1,13.1708,0.0509,87.08,25.142,0.0756,0.0766,0.8071,0.4878,BCC+FCC
1,13.3763,0.0487,88.8,25.77,0.0737,0.0716,0.7303,0.5276,BCC+FCC
2,11.7524,0.0378,84.2,23.32,0.0527,0.0601,0.6075,0.3892,FCC
1,13.8809,0.0447,47.9,22.07,0.0631,0.0688,0.4654,0.3604,BCC+FCC
3,12.152,0.0267,57.03,21.354,0.0476,0.064,0.4608,0.3457,FCC
1,14.6747,0.0484,56.6,24.914,0.0678,0.0711,0.5688,0.3937,BCC+FCC
1,13.8809,0.0457,63.525,21.953,0.0656,0.0756,0.5978,0.3613,BCC+FCC
1,14.4284,0.0478,55.085,23.325,0.0666,0.0708,0.5293,0.3928,BCC+FCC
1,14.4284,0.0452,63.45,24.232,0.0657,0.0721,0.6005,0.3895,BCC+FCC
1,13.8809,0.0429,52.15,26.0255,0.063,0.06,0.5032,0.4157,BCC+FCC
1,13.9934,0.05,69.4,24.055,0.0686,0.0751,0.6273,0.4023,BCC+FCC
1,14.3234,0.0509,68.15,25.62,0.0695,0.0742,0.6151,0.4215,BCC+FCC
1,13.4459,0.0487,76.2,26.18,0.0681,0.0718,0.6516,0.4301,BCC+FCC
1,13.7759,0.0458,64.68,29.2385,0.0661,0.0648,0.5393,0.47,BCC+FCC
1,13.5938,0.0468,73.765,29.7595,0.067,0.0671,0.5713,0.4782,BCC+FCC
1,13.1634,0.0471,81.76,26.212,0.0669,0.0694,0.5953,0.4653,BCC+FCC
1,13.7759,0.046,50.125,21.509,0.0671,0.072,0.5686,0.3583,BCC+FCC
1,13.9813,0.0461,56.715,30.048,0.0683,0.0677,0.6473,0.4388,BCC+FCC
1,14.2109,0.0486,66.275,22.88,0.0687,0.0765,0.632,0.391,BCC+FCC
1,12.9458,0.0495,66.16,25.678,0.07,0.0742,0.7502,0.4117,BCC+FCC
1,13.6225,0.0478,67.495,25.61,0.069,0.0742,0.7208,0.4116,BCC+FCC
1,13.9646,0.0426,68.18,23.27,0.0647,0.0729,0.6118,0.3988,BCC+FCC
1,13.4171,0.0501,73.315,28.069,0.0706,0.0731,0.7231,0.4456,BCC+FCC
1,13.4171,0.0491,79.34,28.78,0.0699,0.0718,0.7008,0.4661,BCC+FCC
1,13.0175,0.0464,50.035,22.07,0.0691,0.0775,0.6614,0.3677,BCC+FCC
1,13.6058,0.0468,48.285,23.948,0.0692,0.0722,0.637,0.3917,BCC+FCC
1,13.9646,0.0462,57.62,24.7575,0.0687,0.0735,0.6759,0.4034,BCC+FCC
1,14.2109,0.0472,63.8,26.146,0.0695,0.0743,0.7069,0.4245,BCC+FCC
1,13.8809,0.0543,68.66,27.3,0.0742,0.0783,0.7585,0.4557,BCC+FCC
1,13.6346,0.046,73.16,32.385,0.0689,0.0675,0.7019,0.4994,BCC+FCC
1,13.8809,0.0478,78.7,23.148,0.0695,0.0754,0.6797,0.4378,BCC+FCC
1,13.4171,0.0439,81.7,24.2155,0.0673,0.0744,0.7088,0.4345,BCC+FCC
4,12.152,0.025,158.945,8.577,0.0823,0.0791,0.7501,0.2096,FCC
1,13.0871,0.0329,166.56,11.7655,0.0883,0.0943,0.8093,0.2405,FCC
4,13.0175,0.0248,135.335,16.725,0.0794,0.0797,0.6785,0.2911,FCC
1,13.8809,0.031,151.1,17.505,0.0856,0.0874,0.7063,0.3111,FCC
1,13.6346,0.0447,86.455,24.94,0.072,0.0733,0.834,0.3897,BCC+FCC
1,13.4459,0.0429,114.48,28.916,0.0755,0.0754,0.802,0.4391,BCC+FCC
1,13.1634,0.0485,101.075,21.3975,0.0805,0.0847,1.0742,0.3638,BCC+FCC
1,13.1587,0.043,104.66,27.43,0.0721,0.0746,0.7978,0.4591,BCC+FCC
1,13.0175,0.0423,73.37,20.6325,0.0728,0.0805,0.9792,0.3546,BCC+FCC
1,13.4171,0.0414,72.98,21.3725,0.0714,0.0751,0.9272,0.3674,BCC+FCC
1,12.8046,0.0512,73.68,24.661,0.078,0.0819,1.0625,0.4006,BCC+FCC
1,13.4813,0.049,76.075,24.61,0.0766,0.0808,1.0213,0.4008,BCC+FCC
1,13.8809,0.0483,109.33,26.3445,0.0806,0.0841,1.0448,0.4241,BCC+FCC
1,13.6225,0.0416,99.86,27.8,0.0716,0.073,0.7614,0.4888,BCC+FCC
1,12.47,0.0432,103.66,33.1515,0.0722,0.07,0.7912,0.5297,BCC+FCC
1,13.7759,0.0478,71.52,26.825,0.0833,0.0735,0.6019,0.4661,BCC+FCC
1,12.6995,0.0485,86.03,24.394,0.0843,0.0746,0.645,0.4682,BCC+FCC
2,13.9646,0.0966,61,38.912,0.175,0.089,0.4353,0.6154,IM
4,13.6225,0.0891,61.1,31.532,0.1413,0.0822,0.402,0.5622,IM
1,12.6995,0.0474,52.735,26.5,0.0714,0.0557,0.4811,0.4677,BCC+FCC
1,13.9934,0.045,65.35,32.9265,0.0701,0.0579,0.5827,0.528,BCC+FCC
1,12.6995,0.0447,92.245,31.27,0.0746,0.0646,0.6209,0.5223,BCC+FCC
1,11.7524,0.0433,99.67,34.6345,0.0727,0.0652,0.6839,0.5332,BCC+FCC
1,13.1634,0.0416,74.775,26.886,0.0726,0.0572,0.7209,0.4632,BCC+FCC
1,13.1587,0.0468,82.6,25.7875,0.0778,0.0622,0.7247,0.4886,BCC+FCC
2,13.9646,0.0895,59.26,31.796,0.1247,0.0837,0.4691,0.5493,IM
1,13.5008,0.0475,131.9,26.245,0.0843,0.083,0.859,0.4162,BCC+FCC
1,12.3696,0.0437,114.28,34.483,0.0775,0.07,0.7907,0.5002,BCC+FCC
1,12.3696,0.0468,114.2,32.986,0.0808,0.0728,0.7168,0.5329,BCC+FCC
1,12.3696,0.0508,104.57,25.535,0.0808,0.0762,0.8784,0.4466,BCC+FCC
1,13.2638,0.054,90.4,28.386,0.081,0.0796,0.967,0.4533,BCC+FCC
1,12.3408,0.052,101.65,25.8,0.081,0.0813,0.9902,0.4512,BCC+FCC
1,12.8287,0.0451,98.98,32.084,0.0724,0.0715,0.7367,0.5224,BCC+FCC
3,13.9646,0.091,63.15,39.639,0.1788,0.0892,0.4412,0.6647,IM
2,13.8809,0.1086,63.525,30.7115,0.169,0.0901,0.4208,0.5617,IM
3,13.8809,0.0773,61.75,30.99,0.1547,0.0839,0.4086,0.6095,IM
2,12.6995,0.0348,78.4,21.804,0.0483,0.0583,0.6638,0.3553,FCC
1,13.1587,0.0473,51.38,22.576,0.0722,0.067,0.5846,0.3791,BCC+FCC
1,13.1587,0.0452,76.24,18.635,0.071,0.0608,0.5983,0.4249,BCC+FCC
1,12.6995,0.0443,77.04,18.842,0.0707,0.0621,0.5595,0.4299,BCC+FCC
1,12.4291,0.0426,51.98,21.098,0.0688,0.0735,0.6023,0.3498,BCC+FCC
1,13.3763,0.0487,47.56,22.358,0.07,0.0718,0.657,0.3712,BCC+FCC
1,13.1634,0.0467,65.08,24.06,0.0728,0.0637,0.5947,0.4294,BCC+FCC
1,14.2397,0.0536,70.53,23.601,0.0779,0.0725,0.7499,0.437,BCC+FCC
1,14.3234,0.047,77.9,21.674,0.0697,0.0682,0.7403,0.4163,BCC+FCC
1,14.3234,0.0509,76.25,20.7765,0.0753,0.0643,0.6821,0.439,BCC+FCC
1,13.8809,0.0504,79.9,22.808,0.0762,0.0707,0.6712,0.4482,BCC+FCC
1,13.5938,0.0455,88.03,20.751,0.0697,0.0673,0.7106,0.4267,BCC+FCC
1,12.6995,0.045,48.46,21.575,0.0663,0.0745,0.6861,0.3525,BCC+FCC
1,13.3763,0.0466,54.58,23.308,0.0722,0.0704,0.6527,0.3904,BCC+FCC
1,13.2638,0.0441,55.58,21.921,0.0643,0.0645,0.6695,0.3687,BCC+FCC
1,14.0221,0.0523,72.1,24.135,0.0774,0.0696,0.6872,0.4529,BCC+FCC
1,14.2109,0.0545,78.5,23.256,0.0793,0.0731,0.7287,0.461,BCC+FCC
1,13.4171,0.0457,81.425,15.7725,0.0645,0.058,0.7683,0.3872,BCC+FCC
1,13.8401,0.0496,90.28,19.358,0.0739,0.07,0.7427,0.4389,BCC+FCC
1,13.9813,0.0487,88.8,16.845,0.0728,0.0665,0.7196,0.4258,BCC+FCC
1,14.0696,0.0518,74.52,24.0565,0.0767,0.0753,0.7803,0.4462,BCC+FCC
1,13.4813,0.0411,73.54,22.696,0.0668,0.0646,0.6952,0.4156,BCC+FCC
1,13.9646,0.0526,80.7,23.122,0.0773,0.0753,0.792,0.4535,BCC+FCC
1,13.4171,0.0459,80.5,23.3805,0.0705,0.0743,0.789,0.4254,BCC+FCC
1,13.0871,0.0464,86.68,22.54,0.0709,0.0734,0.7949,0.433,BCC+FCC
3,12.2116,0.0346,81.05,21.325,0.0473,0.0612,0.6269,0.3509,FCC
4,12.152,0.0327,71.84,20.787,0.0457,0.0621,0.5056,0.3579,FCC
4,11.7524,0.0344,63.315,19.885,0.0534,0.059,0.4747,0.3359,FCC
3,13.0871,0.0316,67.56,18.896,0.0438,0.0584,0.5678,0.3386,FCC
1,13.0175,0.0493,51.6,18.854,0.0672,0.0782,0.5533,0.2997,BCC+FCC
1,13.7759,0.0481,52.78,19.3295,0.0638,0.073,0.5939,0.3111,BCC+FCC
1,12.9458,0.0298,175.24,15.1625,0.0921,0.091,0.6748,0.2555,FCC
3,12.3408,0.0234,90.445,20.93,0.0504,0.0665,0.617,0.3475,FCC
4,12.3408,0.0257,92.47,18.0095,0.0499,0.0607,0.6385,0.3474,FCC
1,13.6346,0.032,166.76,16.22,0.0877,0.0884,0.8166,0.2747,FCC
3,14.1821,0.1088,60.71,34.659,0.1784,0.0863,0.4539,0.6191,IM
3,14.4284,0.1097,60.195,31.916,0.1732,0.0861,0.4588,0.6017,IM
1,12.8046,0.0413,60.58,20.06,0.0647,0.0503,0.557,0.3836,BCC+FCC
1,12.6995,0.0451,79.75,23.158,0.0764,0.0606,0.6847,0.4352,BCC+FCC
1,12.152,0.0505,110.245,21.082,0.0814,0.0723,0.778,0.4399,BCC+FCC
1,13.3763,0.0466,72.6,22.17,0.069,0.0749,0.6532,0.3789,BCC+FCC
1,13.6346,0.0427,62.895,21.915,0.066,0.0722,0.5644,0.3765,BCC+FCC
1,12.8287,0.0535,77.3,20.882,0.0732,0.0762,0.6623,0.3909,BCC+FCC
1,13.0463,0.0491,83.6,22.224,0.0734,0.0721,0.6646,0.4271,BCC+FCC
1,12.6995,0.0458,54.425,21.0585,0.069,0.0733,0.565,0.3468,BCC+FCC
1,13.6225,0.0483,64.375,23.857,0.0731,0.0724,0.6306,0.4084,BCC+FCC
1,13.9813,0.0546,78.95,19.083,0.077,0.0749,0.6365,0.4345,BCC+FCC
1,13.7759,0.0334,150.855,16.239,0.0858,0.087,0.6965,0.2649,FCC
1,13.0175,0.0269,133.04,16.958,0.0801,0.0808,0.6632,0.2758,FCC
3,14.2109,0.0892,65.86,33.624,0.1596,0.0789,0.4591,0.6566,IM
3,14.1058,0.0909,62.55,36.22,0.1613,0.0782,0.4189,0.6317,IM
4,14.1821,0.0978,61.65,34.7045,0.1701,0.085,0.4227,0.6181,IM
3,13.6225,0.1003,60.65,31.34,0.1514,0.0837,0.3899,0.5719,IM
3,13.8401,0.0887,82.93,38.367,0.1145,0.0654,0.4913,0.5735,IM
2,13.9646,0.0897,60.25,33.3,0.171,0.0911,0.412,0.6162,IM
2,14.4284,0.0643,66.53,33.2625,0.1621,0.07,0.4698,0.6948,IM
3,13.9646,0.0861,59.5,32.1775,0.1727,0.0863,0.4043,0.6364,IM
2,13.7759,0.0817,61.165,35.781,0.1649,0.0808,0.4018,0.6177,IM
2,13.3763,0.0984,60.26,30.732,0.1553,0.0809,0.3584,0.5542,IM
4,13.6346,0.099,61.595,32.809,0.1768,0.0896,0.4022,0.6165,IM
2,13.3763,0.0842,62.9,31.647,0.1484,0.0801,0.3934,0.5949,IM
1,12.8287,0.0478,26.5,22.058,0.0625,0.0647,0.4893,0.3593,BCC+FCC
1,13.4171,0.0463,37.35,20.536,0.0635,0.062,0.49,0.3436,BCC+FCC
1,12.2116,0.0481,41.65,23.776,0.0618,0.037,0.5156,0.3897,BCC+FCC
1,13.0175,0.0502,32.625,22.185,0.0642,0.0625,0.5744,0.3802,BCC+FCC
1,13.4813,0.0528,34.35,24.5535,0.0747,0.0754,0.6103,0.4063,BCC+FCC
1,13.1587,0.0495,38.655,22.466,0.0585,0.0525,0.5131,0.3586,BCC+FCC
1,13.4171,0.0497,37.05,22.83,0.061,0.0529,0.4926,0.3575,BCC+FCC
1,12.8287,0.0417,45.06,18.012,0.0572,0.0683,0.5264,0.2986,BCC+FCC
1,12.152,0.0427,43.26,17.8675,0.0635,0.076,0.5584,0.3066,BCC+FCC
1,12.9458,0.0483,36.72,20.5525,0.0648,0.0744,0.5818,0.336,BCC+FCC
1,13.9646,0.0487,39.05,22.198,0.068,0.0679,0.5419,0.3647,BCC+FCC
1,13.5008,0.0479,37.245,21.04,0.0681,0.0683,0.5212,0.3546,BCC+FCC
1,13.0175,0.048,41.66,21.587,0.0695,0.0764,0.5972,0.3608,BCC+FCC
1,12.8046,0.0509,52.475,24.013,0.0678,0.0602,1.0794,0.3761,BCC+FCC
1,13.4171,0.0532,137.8,22.201,0.0844,0.0701,1.1206,0.3552,BCC+FCC
1,13.7759,0.0482,108.45,21.922,0.0778,0.0597,1.064,0.3441,BCC+FCC
1,13.4813,0.0461,90.1,20.396,0.0715,0.068,1.154,0.3381,BCC+FCC
1,13.5221,0.0468,113,17.2675,0.0815,0.0854,1.1727,0.3037,BCC+FCC
1,14.3234,0.0458,109.35,18,0.08,0.0777,1.0819,0.3184,BCC+FCC
1,14.4284,0.0492,85.25,21.842,0.0764,0.0689,1.1066,0.3565,BCC+FCC
1,13.0175,0.0461,59.75,24.063,0.0679,0.0431,0.9134,0.3686,BCC+FCC
1,13.3046,0.0511,114.1,20.238,0.0847,0.0873,1.251,0.3423,BCC+FCC
1,13.1634,0.0505,86,20.895,0.0816,0.086,1.2273,0.3606,BCC+FCC
1,12.6995,0.0503,59.75,22.982,0.0778,0.0834,1.1644,0.3838,BCC+FCC
1,12.4291,0.0491,43.66,20.0675,0.0734,0.0758,0.5022,0.3472,BCC+FCC
1,12.8287,0.0487,41.955,20.45,0.0719,0.0764,0.5405,0.3538,BCC+FCC
1,12.8287,0.0461,81.375,18.7705,0.0783,0.0773,1.0087,0.291,BCC+FCC
1,13.6346,0.0461,59,21.9575,0.0756,0.0675,0.8945,0.3806,BCC+FCC
1,13.2638,0.0485,63.32,20.745,0.0758,0.0815,1.0102,0.358,BCC+FCC
1,13.2638,0.0423,58.075,24.235,0.0702,0.0698,0.9887,0.3855,BCC+FCC
1,12.3408,0.0296,168.975,25.082,0.0408,0.027,1.2276,0.5749,BCC+FCC
1,12.3696,0.0464,47.205,20.382,0.0711,0.0726,0.5124,0.3403,BCC+FCC
1,13.3763,0.0497,64.85,21.328,0.0773,0.077,1.0129,0.3538,BCC+FCC
3,14.8159,0.1044,68.685,31.523,0.1592,0.0828,0.7116,0.5812,IM
3,14.4284,0.0988,61.7,32.733,0.1426,0.0814,0.7278,0.5595,IM
3,14.5334,0.0853,59.96,32.416,0.162,0.0835,0.5643,0.5878,IM
4,12.9458,0.0362,64.94,18.477,0.0449,0.0578,0.6269,0.3074,FCC
3,13.2638,0.0329,66.855,21.7875,0.0497,0.0591,0.6772,0.3563,FCC
3,13.8809,0.0372,65.52,22.56,0.0545,0.061,0.6274,0.3656,FCC
4,13.3763,0.0378,59.34,20.12,0.0503,0.0631,0.6582,0.3245,FCC
3,13.1587,0.029,70.805,20.704,0.0416,0.059,0.6253,0.3302,FCC
