Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
4,1.95,4.7725,0.0318,0.1604,0.0622,0.1764,0.2254,0.1446,FCC
1,1.95,4.82,0.0372,0.1679,0.0676,0.2253,0.2925,0.19,FCC
4,2,4.53,0.027,0.1145,0.0901,0.1922,0.1793,0.1708,FCC
3,1.65,4.1625,0.0396,0.6162,0.2935,0.1285,0.37,0.0555,BCC
1,1.45,4.5125,0.047,0.1552,0.0886,0.1381,0.324,0.1793,BCC+FCC
1,1.95,4.555,0.0356,0.1448,0.1066,0.1929,0.1565,0.1373,FCC
3,1.65,4.145,0.0361,0.5535,0.3182,0.132,0.4342,0.0796,BCC
3,1.65,4.1505,0.0389,0.4508,0.3153,0.1343,0.5427,0.0696,BCC
3,1.5,4.405,0.0402,0.3835,0.3918,0.1556,0.4789,0.1113,BCC
3,1.45,4.415,0.0416,0.3018,0.3713,0.1633,0.4967,0.1096,BCC
3,1.55,4.21,0.0426,0.4727,0.3258,0.1369,0.4462,0.0661,BCC
4,1.5,4.3925,0.0419,0.3646,0.3476,0.1474,0.4542,0.0994,BCC
3,1.65,4.1375,0.0419,0.4841,0.2996,0.1135,0.5515,0.0676,BCC
4,1.9,4.0985,0.0373,0.4671,0.4304,0.1502,0.4594,0.0571,BCC
2,1.95,4.148,0.0423,0.3904,0.4817,0.1557,0.4314,0.0467,BCC
3,1.9,4.125,0.0441,0.5049,0.4214,0.1378,0.4716,0.0767,BCC
4,1.8,4.1125,0.0401,0.5035,0.3691,0.1266,0.4126,0.0644,BCC
4,1.8,4.14,0.0431,0.4803,0.3922,0.1353,0.4225,0.0692,BCC
2,1.75,4.125,0.0409,0.4993,0.3584,0.1284,0.388,0.0617,BCC
2,1.75,4.1575,0.0368,0.4471,0.4002,0.136,0.4369,0.0724,BCC
4,1.75,4.1625,0.0429,0.5182,0.3612,0.1398,0.3764,0.0678,BCC
4,1.65,4.1925,0.0383,0.452,0.3823,0.1372,0.3711,0.0687,BCC
4,1.65,4.2125,0.0399,0.4474,0.3993,0.1472,0.3566,0.07,BCC
4,1.7,4.659,0.0367,0.1423,0.1716,0.0899,0.3666,0.1849,FCC
2,1.9,4.824,0.0323,0.1235,0.17,0.0684,0.3272,0.1736,FCC
3,1.8,4.8315,0.0369,0.1378,0.1727,0.0799,0.3583,0.1892,FCC
3,1.8,4.799,0.0367,0.1373,0.1727,0.0792,0.3583,0.1903,FCC
2,1.9,4.849,0.0316,0.1226,0.1698,0.0687,0.3497,0.18,FCC
1,1.65,4.6705,0.0483,0.1714,0.2346,0.1021,0.387,0.1773,BCC+FCC
1,1.6,4.613,0.0478,0.1732,0.2337,0.1016,0.4026,0.1797,BCC+FCC
1,1.65,4.598,0.0431,0.1705,0.2321,0.094,0.3805,0.1904,BCC+FCC
1,1.75,4.753,0.045,0.1602,0.2338,0.1019,0.3806,0.171,BCC+FCC
1,1.8,4.803,0.0467,0.1636,0.2354,0.0911,0.3598,0.1841,BCC+FCC
1,1.6,4.703,0.0502,0.1736,0.2357,0.1064,0.4239,0.1884,BCC+FCC
1,1.55,4.678,0.0511,0.1758,0.2358,0.1068,0.4377,0.1888,BCC+FCC
1,1.65,4.688,0.0474,0.1697,0.235,0.1025,0.4302,0.1978,BCC+FCC
1,1.7,4.7055,0.043,0.1595,0.2334,0.1037,0.4502,0.1919,BCC+FCC
1,1.65,4.6195,0.0524,0.1896,0.2828,0.1003,0.4247,0.2041,BCC+FCC
1,1.65,4.587,0.0502,0.1865,0.2809,0.0984,0.425,0.2044,BCC+FCC
1,1.6,4.6195,0.0537,0.1904,0.2844,0.1042,0.4902,0.2124,BCC+FCC
1,1.9,4.7445,0.0444,0.164,0.2824,0.0985,0.4275,0.1881,BCC+FCC
1,1.8,4.7345,0.0414,0.1577,0.2806,0.1151,0.4213,0.1426,BCC+FCC
1,1.8,4.7295,0.0496,0.1744,0.2847,0.0909,0.4667,0.2401,BCC+FCC
1,1.85,4.7295,0.0439,0.1636,0.2827,0.1028,0.4908,0.1975,BCC+FCC
1,1.85,4.6895,0.043,0.1615,0.2822,0.0957,0.4998,0.2191,BCC+FCC
1,1.8,4.697,0.0455,0.1685,0.2833,0.1009,0.5114,0.216,BCC+FCC
1,1.7,4.6385,0.0552,0.1879,0.3265,0.1126,0.4483,0.1398,BCC+FCC
1,1.95,4.6985,0.0464,0.1699,0.3242,0.1139,0.4042,0.1304,BCC+FCC
1,1.75,4.6085,0.0526,0.1915,0.3252,0.108,0.4754,0.1887,BCC+FCC
1,1.85,4.6435,0.0487,0.179,0.3224,0.0967,0.4325,0.2125,BCC+FCC
1,2,4.7735,0.048,0.1719,0.3258,0.108,0.4237,0.1596,BCC+FCC
1,2.1,4.8235,0.0437,0.1607,0.3249,0.1037,0.4089,0.1463,BCC+FCC
1,1.9,4.676,0.0464,0.1733,0.3249,0.1114,0.4712,0.1703,BCC+FCC
1,2.1,4.8085,0.042,0.1576,0.3246,0.103,0.4371,0.1556,BCC+FCC
1,2,4.776,0.0426,0.1618,0.3249,0.1123,0.4546,0.1485,BCC+FCC
1,2.15,4.6725,0.0428,0.169,0.3608,0.1078,0.3864,0.1169,BCC+FCC
1,2,4.68,0.0521,0.1876,0.3638,0.1111,0.4332,0.1571,BCC+FCC
1,2,4.6725,0.0516,0.186,0.3625,0.1064,0.4296,0.1715,BCC+FCC
1,2.1,4.6975,0.0472,0.1758,0.3628,0.1081,0.4241,0.1511,BCC+FCC
1,2.05,4.6325,0.0454,0.174,0.3611,0.1094,0.4529,0.1628,BCC+FCC
1,2.05,4.755,0.0532,0.1851,0.366,0.1095,0.4596,0.1771,BCC+FCC
1,1.95,4.6975,0.0525,0.1864,0.366,0.1172,0.4958,0.1648,BCC+FCC
1,2.05,4.7075,0.0493,0.1773,0.3644,0.1075,0.4961,0.1915,BCC+FCC
1,1.95,4.69,0.0515,0.1848,0.3659,0.1166,0.5038,0.1667,BCC+FCC
1,2.05,4.6675,0.0455,0.1704,0.3633,0.1101,0.5054,0.1768,BCC+FCC
1,2.05,4.6925,0.0474,0.1715,0.364,0.1066,0.5276,0.1978,BCC+FCC
1,2,4.6675,0.0483,0.1759,0.3641,0.1094,0.5353,0.1956,BCC+FCC
1,2.15,4.7175,0.0422,0.1608,0.3634,0.1082,0.4733,0.1572,BCC+FCC
1,1.75,4.6235,0.05,0.1898,0.2996,0.1008,0.5458,0.2502,BCC+FCC
1,2,4.64,0.0475,0.1924,0.3156,0.1086,0.4827,0.1635,BCC+FCC
1,2.05,4.6125,0.0433,0.1762,0.3375,0.1099,0.4682,0.1629,BCC+FCC
1,2.05,4.6015,0.0494,0.1894,0.3758,0.1158,0.5254,0.1788,BCC+FCC
1,1.8,4.674,0.046,0.1743,0.1975,0.1197,0.4613,0.1993,BCC+FCC
1,1.9,4.5705,0.0433,0.1771,0.2453,0.1364,0.3817,0.152,BCC+FCC
1,1.7,4.673,0.0472,0.1759,0.2415,0.1175,0.5014,0.2139,BCC+FCC
1,1.85,4.6655,0.045,0.1664,0.2448,0.1119,0.4948,0.2208,BCC+FCC
1,1.75,4.5195,0.0455,0.1836,0.2819,0.1238,0.4186,0.1662,BCC+FCC
1,1.45,4.5465,0.0473,0.1727,0.176,0.1088,0.395,0.2022,BCC+FCC
1,1.4,4.4915,0.0479,0.1825,0.1768,0.1256,0.3809,0.2373,BCC+FCC
1,1.95,4.846,0.0502,0.1943,0.2766,0.1017,0.4699,0.1556,BCC+FCC
1,1.85,4.7885,0.0507,0.1978,0.2766,0.1155,0.4671,0.144,BCC+FCC
1,1.8,4.756,0.0542,0.204,0.2778,0.1149,0.5145,0.1698,BCC+FCC
1,1.85,4.806,0.0512,0.1881,0.3021,0.1232,0.4227,0.1326,BCC+FCC
1,2,4.825,0.057,0.208,0.3214,0.1121,0.4622,0.1519,BCC+FCC
1,1.95,4.8035,0.0519,0.1869,0.3035,0.0994,0.5087,0.2001,BCC+FCC
1,2,4.8285,0.0487,0.1804,0.3026,0.0994,0.4989,0.1794,BCC+FCC
1,1.95,4.8005,0.0508,0.1845,0.253,0.1284,0.4111,0.1456,BCC+FCC
1,1.7,4.7455,0.0483,0.1757,0.2416,0.1245,0.4861,0.1889,BCC+FCC
1,1.95,4.782,0.0559,0.1924,0.2954,0.1224,0.4368,0.1848,BCC+FCC
1,1.8,4.7045,0.0508,0.1804,0.2897,0.1088,0.5241,0.2479,BCC+FCC
1,2.1,4.816,0.0476,0.1723,0.3308,0.1187,0.4573,0.1498,BCC+FCC
1,1.95,4.7335,0.0515,0.1836,0.3316,0.1285,0.496,0.1671,BCC+FCC
1,1.5,4.644,0.0495,0.1641,0.1774,0.1395,0.3812,0.1864,BCC+FCC
1,1.65,4.7565,0.0475,0.1613,0.1782,0.1312,0.3574,0.2,BCC+FCC
1,1.7,4.6755,0.0518,0.1725,0.2366,0.146,0.3741,0.1822,BCC+FCC
1,1.7,4.6755,0.0484,0.17,0.2373,0.1286,0.4765,0.2457,BCC+FCC
1,1.8,4.7705,0.0461,0.1609,0.2371,0.1064,0.4679,0.2432,BCC+FCC
1,1.65,4.688,0.049,0.1722,0.2379,0.112,0.5083,0.2561,BCC+FCC
1,1.9,4.752,0.0484,0.1679,0.2837,0.1388,0.4035,0.178,BCC+FCC
1,1.65,4.612,0.0537,0.1842,0.2847,0.13,0.4794,0.2,BCC+FCC
1,1.85,4.7045,0.0506,0.1752,0.2848,0.1331,0.4418,0.2185,BCC+FCC
1,1.7,4.6895,0.048,0.1724,0.2831,0.1263,0.4602,0.1729,BCC+FCC
1,1.9,4.7145,0.0475,0.1666,0.2844,0.1303,0.4683,0.2311,BCC+FCC
1,1.95,4.746,0.0499,0.1755,0.3268,0.1281,0.4649,0.1787,BCC+FCC
1,1.55,4.6505,0.0479,0.1801,0.203,0.1412,0.4527,0.1892,BCC+FCC
1,2,4.7135,0.0476,0.1925,0.2724,0.0822,0.3716,0.1642,BCC+FCC
1,2,4.7635,0.0491,0.1936,0.2749,0.0822,0.4144,0.1801,BCC+FCC
1,2,4.731,0.0477,0.1909,0.2736,0.0821,0.4142,0.1814,BCC+FCC
1,1.95,4.6985,0.0489,0.1924,0.2728,0.0826,0.4281,0.199,BCC+FCC
1,1.85,4.6435,0.0473,0.1843,0.2711,0.0828,0.5136,0.244,BCC+FCC
1,2.1,4.695,0.0482,0.194,0.3148,0.0944,0.4099,0.1547,BCC+FCC
1,2.05,4.695,0.051,0.1989,0.3155,0.0949,0.4273,0.1732,BCC+FCC
1,1.95,4.736,0.0511,0.189,0.3009,0.0909,0.4083,0.1949,BCC+FCC
1,2.1,4.655,0.046,0.1875,0.3127,0.0938,0.4271,0.1634,BCC+FCC
1,2,4.7935,0.051,0.1869,0.3023,0.0914,0.4201,0.1875,BCC+FCC
1,2.1,4.729,0.0564,0.2156,0.3348,0.0985,0.493,0.1664,BCC+FCC
1,1.95,4.746,0.0502,0.1846,0.3017,0.0907,0.4742,0.2169,BCC+FCC
1,1.85,4.6485,0.0465,0.1768,0.2973,0.0889,0.4929,0.2483,BCC+FCC
1,2.05,4.73,0.0512,0.1956,0.318,0.0948,0.4974,0.1878,BCC+FCC
1,2.05,4.6325,0.046,0.1816,0.3124,0.0936,0.4961,0.1929,BCC+FCC
1,1.8,4.641,0.0454,0.1746,0.2974,0.0885,0.5219,0.2663,BCC+FCC
1,2.1,4.78,0.0499,0.1922,0.3192,0.0945,0.4918,0.1627,BCC+FCC
1,2.1,4.6675,0.0469,0.1831,0.3371,0.0999,0.3985,0.1517,BCC+FCC
1,2,4.6925,0.0522,0.1935,0.3398,0.1004,0.4438,0.1953,BCC+FCC
1,2.15,4.6765,0.0514,0.1998,0.3541,0.1051,0.4567,0.159,BCC+FCC
1,2.05,4.6525,0.0474,0.1813,0.337,0.0993,0.4536,0.1903,BCC+FCC
1,2.05,4.67,0.0474,0.1795,0.3386,0.0995,0.492,0.2012,BCC+FCC
1,2.15,4.745,0.045,0.1735,0.3411,0.1004,0.4823,0.1631,BCC+FCC
1,2,4.68,0.048,0.1777,0.3403,0.0993,0.5617,0.2227,BCC+FCC
1,2.15,4.6665,0.0495,0.1866,0.3761,0.1085,0.4862,0.1765,BCC+FCC
1,2.2,4.749,0.0509,0.1882,0.3802,0.1102,0.4878,0.158,BCC+FCC
1,2.15,4.6765,0.0487,0.1815,0.3774,0.1083,0.5276,0.183,BCC+FCC
2,1.95,4.9065,0.0378,0.1764,0.1645,0.1654,0.3892,0.1681,FCC
1,1.95,4.6465,0.0447,0.1718,0.1984,0.1062,0.3604,0.1761,BCC+FCC
3,2,4.7265,0.0267,0.1209,0.1759,0.0725,0.3457,0.1719,FCC
1,1.9,4.653,0.0484,0.1801,0.2473,0.1137,0.3937,0.2004,BCC+FCC
1,2.05,4.743,0.0457,0.1752,0.2499,0.1098,0.3613,0.1516,BCC+FCC
1,2,4.6355,0.0478,0.1797,0.2509,0.1196,0.3928,0.1735,BCC+FCC
1,1.95,4.7205,0.0452,0.1696,0.2446,0.1024,0.3895,0.1911,BCC+FCC
1,1.9,4.5805,0.0429,0.1622,0.2414,0.1141,0.4157,0.2102,BCC+FCC
1,2,4.768,0.05,0.1817,0.2522,0.1106,0.4023,0.1747,BCC+FCC
1,1.95,4.7355,0.0509,0.1836,0.252,0.112,0.4215,0.1941,BCC+FCC
1,1.95,4.803,0.0487,0.1744,0.2477,0.102,0.4301,0.1976,BCC+FCC
1,1.85,4.6305,0.0458,0.1705,0.2469,0.1146,0.47,0.2332,BCC+FCC
1,1.85,4.698,0.0468,0.1692,0.2459,0.1038,0.4782,0.2362,BCC+FCC
1,1.95,4.788,0.0471,0.1695,0.2474,0.102,0.4653,0.2014,BCC+FCC
1,2,4.6345,0.046,0.1746,0.2859,0.114,0.3583,0.1597,BCC+FCC
1,1.8,4.6195,0.0461,0.1783,0.2862,0.1157,0.4388,0.2394,BCC+FCC
1,2.1,4.6995,0.0486,0.1814,0.2947,0.1222,0.391,0.15,BCC+FCC
1,2,4.817,0.0495,0.175,0.2893,0.1021,0.4117,0.1868,BCC+FCC
1,2,4.7845,0.0478,0.1725,0.2884,0.1018,0.4116,0.1879,BCC+FCC
1,2.1,4.702,0.0426,0.1654,0.2893,0.1126,0.3988,0.1579,BCC+FCC
1,1.95,4.777,0.0501,0.1761,0.2894,0.1021,0.4456,0.2102,BCC+FCC
1,1.95,4.7695,0.0491,0.1734,0.2892,0.1019,0.4661,0.2149,BCC+FCC
1,2.1,4.6985,0.0464,0.1748,0.3266,0.1111,0.3677,0.1383,BCC+FCC
1,2,4.6335,0.0468,0.1753,0.3234,0.1104,0.3917,0.1723,BCC+FCC
1,2.05,4.6585,0.0462,0.1727,0.3251,0.1106,0.4034,0.1711,BCC+FCC
1,2.05,4.6835,0.0472,0.1742,0.3268,0.1109,0.4245,0.1812,BCC+FCC
1,2.05,4.731,0.0543,0.1917,0.3345,0.1242,0.4557,0.1859,BCC+FCC
1,1.9,4.636,0.046,0.1712,0.3252,0.1101,0.4994,0.2411,BCC+FCC
1,2.15,4.716,0.0478,0.1761,0.3327,0.123,0.4378,0.1553,BCC+FCC
1,2.15,4.7585,0.0439,0.1658,0.3289,0.111,0.4345,0.1577,BCC+FCC
4,2,4.4915,0.025,0.1076,0.1637,0.1672,0.2096,0.1504,FCC
1,2,4.614,0.0329,0.1243,0.1717,0.1717,0.2405,0.1749,FCC
4,2,4.554,0.0248,0.1048,0.167,0.1575,0.2911,0.2002,FCC
1,1.95,4.5665,0.031,0.1205,0.1712,0.1688,0.3111,0.2188,FCC
1,1.8,4.7205,0.0447,0.1602,0.2357,0.0992,0.3897,0.2383,BCC+FCC
1,1.8,4.6855,0.0429,0.1542,0.2358,0.1187,0.4391,0.2612,BCC+FCC
1,1.95,4.737,0.0485,0.1695,0.2839,0.128,0.3638,0.1942,BCC+FCC
1,2,4.7845,0.043,0.1548,0.2832,0.1094,0.4591,0.2118,BCC+FCC
1,2.1,4.6885,0.0423,0.1621,0.3222,0.1157,0.3546,0.1429,BCC+FCC
1,2.05,4.6235,0.0414,0.1594,0.3192,0.1134,0.3674,0.1597,BCC+FCC
1,2,4.746,0.0512,0.1783,0.3265,0.1167,0.4006,0.189,BCC+FCC
1,2,4.7135,0.049,0.1748,0.325,0.1157,0.4008,0.1895,BCC+FCC
1,2,4.686,0.0483,0.173,0.3251,0.132,0.4241,0.2085,BCC+FCC
1,2.05,4.676,0.0416,0.1533,0.3232,0.1141,0.4888,0.2131,BCC+FCC
1,1.9,4.6435,0.0432,0.1592,0.3233,0.1116,0.5297,0.258,BCC+FCC
1,2.05,4.692,0.0478,0.2084,0.2825,0.1328,0.4661,0.191,BCC+FCC
1,2.1,4.807,0.0485,0.209,0.2843,0.1318,0.4682,0.1656,BCC+FCC
2,1.75,4.473,0.0966,0.5281,0.3274,0.2432,0.6154,0.2007,IM
4,1.9,4.578,0.0891,0.4203,0.3069,0.2347,0.5622,0.1672,IM
1,1.95,4.5785,0.0474,0.1906,0.2415,0.0845,0.4677,0.1982,BCC+FCC
1,1.8,4.566,0.045,0.1883,0.2723,0.1106,0.528,0.2531,BCC+FCC
1,1.8,4.652,0.0447,0.176,0.2245,0.0989,0.5223,0.2568,BCC+FCC
1,1.75,4.6495,0.0433,0.1664,0.255,0.1033,0.5332,0.2808,BCC+FCC
1,2.05,4.53,0.0416,0.17,0.3048,0.1158,0.4632,0.1998,BCC+FCC
1,2.1,4.5465,0.0468,0.1905,0.3229,0.1208,0.4886,0.186,BCC+FCC
2,1.7,4.474,0.0895,0.4605,0.2918,0.2523,0.5493,0.2388,IM
1,1.8,4.708,0.0475,0.1749,0.206,0.1368,0.4162,0.2546,BCC+FCC
1,1.65,4.6145,0.0437,0.1842,0.2245,0.1215,0.5002,0.2978,BCC+FCC
1,1.75,4.6645,0.0468,0.1855,0.2279,0.1221,0.5329,0.2768,BCC+FCC
1,2.05,4.851,0.0508,0.1917,0.277,0.1098,0.4466,0.1758,BCC+FCC
1,1.95,4.766,0.054,0.1919,0.3036,0.1151,0.4533,0.2178,BCC+FCC
1,2.15,4.8125,0.052,0.1871,0.3439,0.1239,0.4512,0.167,BCC+FCC
1,1.85,4.6345,0.0451,0.172,0.2903,0.1358,0.5224,0.2566,BCC+FCC
3,1.7,4.467,0.091,0.5362,0.3306,0.2224,0.6647,0.2013,IM
2,1.8,4.484,0.1086,0.6345,0.3376,0.2697,0.5617,0.1708,IM
3,1.85,4.518,0.0773,0.4426,0.3441,0.2204,0.6095,0.1446,IM
2,1.9,4.894,0.0348,0.1624,0.1666,0.1497,0.3553,0.134,FCC
1,1.9,4.6735,0.0473,0.2065,0.2449,0.1021,0.3791,0.1335,BCC+FCC
1,1.9,4.6935,0.0452,0.2005,0.246,0.1016,0.4249,0.1383,BCC+FCC
1,1.95,4.711,0.0443,0.1958,0.2457,0.0922,0.4299,0.1396,BCC+FCC
1,2.05,4.721,0.0426,0.186,0.2719,0.0914,0.3498,0.1237,BCC+FCC
1,1.95,4.736,0.0487,0.1934,0.2741,0.1085,0.3712,0.1197,BCC+FCC
1,2.05,4.625,0.0467,0.1988,0.2874,0.0948,0.4294,0.1512,BCC+FCC
1,2,4.7625,0.0536,0.2138,0.2947,0.1049,0.437,0.1374,BCC+FCC
1,1.95,4.771,0.047,0.1902,0.2747,0.1086,0.4163,0.1337,BCC+FCC
1,1.95,4.665,0.0509,0.2118,0.2924,0.1119,0.439,0.1386,BCC+FCC
1,2.05,4.74,0.0504,0.2061,0.2933,0.0951,0.4482,0.1431,BCC+FCC
1,2,4.8135,0.0455,0.1862,0.2747,0.1009,0.4267,0.1335,BCC+FCC
1,2.05,4.7585,0.045,0.1749,0.2992,0.1061,0.3525,0.1067,BCC+FCC
1,2.05,4.6525,0.0466,0.1976,0.3146,0.1095,0.3904,0.1227,BCC+FCC
1,1.95,4.6435,0.0441,0.1785,0.2976,0.1143,0.3687,0.1103,BCC+FCC
1,2.1,4.6465,0.0523,0.2105,0.3308,0.1064,0.4529,0.1444,BCC+FCC
1,2.1,4.704,0.0545,0.2145,0.3342,0.1068,0.461,0.1405,BCC+FCC
1,1.85,4.661,0.0457,0.1807,0.2995,0.1214,0.3872,0.1206,BCC+FCC
1,2.05,4.77,0.0496,0.1965,0.3191,0.1107,0.4389,0.1294,BCC+FCC
1,2,4.7125,0.0487,0.1977,0.3184,0.1164,0.4258,0.1273,BCC+FCC
1,2.15,4.709,0.0518,0.2027,0.3569,0.1125,0.4462,0.135,BCC+FCC
1,2.1,4.6275,0.0411,0.1758,0.3372,0.1109,0.4156,0.1351,BCC+FCC
1,2.15,4.734,0.0526,0.2032,0.358,0.1128,0.4535,0.1344,BCC+FCC
1,2.15,4.775,0.0459,0.1796,0.3416,0.1083,0.4254,0.1326,BCC+FCC
1,2.15,4.8,0.0464,0.1796,0.3421,0.1087,0.433,0.1318,BCC+FCC
3,1.95,4.889,0.0346,0.1711,0.1614,0.1731,0.3509,0.1421,FCC
4,1.95,4.784,0.0327,0.1687,0.1633,0.1747,0.3579,0.1491,FCC
4,1.95,4.699,0.0344,0.204,0.2678,0.2066,0.3359,0.1478,FCC
3,1.85,4.724,0.0316,0.1309,0.1755,0.1105,0.3386,0.1356,FCC
1,2.05,4.698,0.0493,0.1904,0.2543,0.1266,0.2997,0.0981,BCC+FCC
1,1.95,4.6905,0.0481,0.1838,0.2495,0.1363,0.3111,0.0968,BCC+FCC
1,2,4.509,0.0298,0.1183,0.1698,0.1859,0.2555,0.1938,FCC
3,2,4.8065,0.0234,0.0969,0.1652,0.0973,0.3475,0.1624,FCC
4,1.85,4.7315,0.0257,0.1081,0.1654,0.1142,0.3474,0.153,FCC
1,2.05,4.5455,0.032,0.1313,0.2286,0.1728,0.2747,0.1663,FCC
3,1.75,4.468,0.1088,0.5684,0.3073,0.2572,0.6191,0.1271,IM
3,1.8,4.463,0.1097,0.551,0.3132,0.258,0.6017,0.1287,IM
1,1.85,4.592,0.0413,0.1916,0.2268,0.1182,0.3836,0.1405,BCC+FCC
1,2.05,4.565,0.0451,0.1923,0.285,0.1186,0.4352,0.1662,BCC+FCC
1,2,4.846,0.0505,0.2011,0.2488,0.1099,0.4399,0.1476,BCC+FCC
1,2.1,4.802,0.0466,0.1839,0.2657,0.1009,0.3789,0.1355,BCC+FCC
1,2.1,4.7045,0.0427,0.176,0.2623,0.1019,0.3765,0.1419,BCC+FCC
1,2.1,4.817,0.0535,0.198,0.2729,0.1083,0.3909,0.1282,BCC+FCC
1,2.1,4.821,0.0491,0.1941,0.2808,0.0927,0.4271,0.1376,BCC+FCC
1,2.15,4.626,0.0458,0.1848,0.302,0.1148,0.3468,0.1141,BCC+FCC
1,2.15,4.645,0.0483,0.1945,0.3165,0.1067,0.4084,0.1398,BCC+FCC
1,2.15,4.7025,0.0546,0.2063,0.3257,0.1162,0.4345,0.1314,BCC+FCC
1,2.05,4.5215,0.0334,0.1388,0.1824,0.1968,0.2649,0.1845,FCC
1,2.05,4.544,0.0269,0.1166,0.1739,0.1726,0.2758,0.187,FCC
3,1.85,4.51,0.0892,0.4636,0.3543,0.2133,0.6566,0.1404,IM
3,1.8,4.5235,0.0909,0.4725,0.3288,0.2188,0.6317,0.1441,IM
4,1.75,4.488,0.0978,0.5412,0.3037,0.2474,0.6181,0.1323,IM
3,1.9,4.5705,0.1003,0.4844,0.3356,0.2595,0.5719,0.1369,IM
3,1.9,4.7555,0.0887,0.3861,0.4282,0.2982,0.5735,0.1414,IM
2,1.85,4.5105,0.0897,0.5099,0.336,0.2191,0.6162,0.119,IM
2,1.85,4.4785,0.0643,0.3849,0.3349,0.207,0.6948,0.1269,IM
3,1.8,4.468,0.0861,0.5159,0.3368,0.2239,0.6364,0.1147,IM
2,1.75,4.503,0.0817,0.4827,0.3264,0.2258,0.6177,0.1206,IM
2,1.8,4.5715,0.0984,0.5389,0.3439,0.2501,0.5542,0.1193,IM
4,1.85,4.498,0.099,0.5839,0.358,0.2504,0.6165,0.1182,IM
2,1.85,4.5755,0.0842,0.4569,0.3579,0.243,0.5949,0.1187,IM
1,1.65,4.753,0.0478,0.1735,0.2014,0.1125,0.3593,0.1417,BCC+FCC
1,1.7,4.673,0.0463,0.1782,0.201,0.0989,0.3436,0.1594,BCC+FCC
1,1.55,4.5655,0.0481,0.185,0.2001,0.1079,0.3897,0.1657,BCC+FCC
1,1.7,4.6845,0.0502,0.1811,0.2545,0.1202,0.3802,0.1204,BCC+FCC
1,2,4.69,0.0528,0.1987,0.341,0.1129,0.4063,0.1384,BCC+FCC
1,1.55,4.629,0.0495,0.173,0.1828,0.1236,0.3586,0.1528,BCC+FCC
1,1.55,4.6215,0.0497,0.1784,0.1837,0.1192,0.3575,0.1676,BCC+FCC
1,1.9,4.6855,0.0417,0.1589,0.2364,0.113,0.2986,0.1035,BCC+FCC
1,2.05,4.7245,0.0427,0.1657,0.2848,0.1089,0.3066,0.0972,BCC+FCC
1,1.95,4.7395,0.0483,0.1736,0.2867,0.1224,0.336,0.1017,BCC+FCC
1,1.85,4.6345,0.0487,0.1834,0.2845,0.1144,0.3647,0.1587,BCC+FCC
1,1.85,4.627,0.0479,0.1799,0.2828,0.1081,0.3546,0.1684,BCC+FCC
1,2.05,4.681,0.048,0.1811,0.3269,0.1176,0.3608,0.1219,BCC+FCC
1,1.45,4.659,0.0509,0.1681,0.1774,0.118,0.3761,0.1745,BCC+FCC
1,1.5,4.5515,0.0532,0.1797,0.1799,0.1425,0.3552,0.198,BCC+FCC
1,1.5,4.5315,0.0482,0.1773,0.1772,0.132,0.3441,0.1988,BCC+FCC
1,1.7,4.6205,0.0461,0.1563,0.232,0.1342,0.3381,0.1296,BCC+FCC
1,1.85,4.7005,0.0468,0.1596,0.2343,0.1468,0.3037,0.1434,BCC+FCC
1,1.75,4.5955,0.0458,0.17,0.2333,0.1383,0.3184,0.1758,BCC+FCC
1,1.65,4.598,0.0492,0.1788,0.2348,0.1275,0.3565,0.1828,BCC+FCC
1,1.55,4.5205,0.0461,0.1788,0.23,0.1061,0.3686,0.199,BCC+FCC
1,1.9,4.6895,0.0511,0.1729,0.2836,0.1496,0.3423,0.1457,BCC+FCC
1,2,4.6835,0.0505,0.1794,0.325,0.1358,0.3606,0.1487,BCC+FCC
1,2.1,4.6925,0.0503,0.182,0.3634,0.1263,0.3838,0.1268,BCC+FCC
1,2.05,4.6785,0.0491,0.1989,0.2752,0.0951,0.3472,0.1347,BCC+FCC
1,2.05,4.676,0.0487,0.1893,0.3011,0.1049,0.3538,0.1381,BCC+FCC
1,1.7,4.6355,0.0461,0.1805,0.2007,0.1171,0.291,0.1999,BCC+FCC
1,1.8,4.571,0.0461,0.1918,0.2641,0.1087,0.3806,0.212,BCC+FCC
1,2.05,4.6535,0.0485,0.1801,0.3256,0.131,0.358,0.1443,BCC+FCC
1,1.85,4.556,0.0423,0.1731,0.3172,0.1281,0.3855,0.193,BCC+FCC
1,2.35,4.268,0.0296,0.1556,0.4275,0.2084,0.5749,0.196,BCC+FCC
1,2.05,4.6535,0.0464,0.1972,0.2746,0.1045,0.3403,0.1134,BCC+FCC
1,1.95,4.691,0.0497,0.1962,0.2739,0.1286,0.3538,0.1219,BCC+FCC
3,1.6,4.477,0.1044,0.5655,0.3398,0.3008,0.5812,0.107,IM
3,1.65,4.5795,0.0988,0.4828,0.303,0.2955,0.5595,0.1243,IM
3,1.8,4.513,0.0853,0.4534,0.2967,0.2317,0.5878,0.126,IM
4,1.75,4.8625,0.0362,0.1607,0.0724,0.1493,0.3074,0.144,FCC
3,1.75,4.849,0.0329,0.1402,0.122,0.0919,0.3563,0.1559,FCC
3,1.75,4.809,0.0372,0.1505,0.127,0.0823,0.3656,0.1795,FCC
