Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,Phase
1,7.8207,12.0621,0.0534,0.2114,0.0952,IM
3,7.8333,13.6513,0.0341,0.1504,0.0702,IM
1,10.5257,8.7714,0.0377,0.3973,0.2195,IM
3,7.7202,12.9945,0.0364,0.1522,0.1155,IM
1,7.8209,12.1349,0.0368,0.1425,0.0624,FCC
1,7.2351,18.0182,0.0329,0.1324,0.1854,FCC
1,5.5725,11.725,0.0477,0.3233,0.2827,IM
3,8.875,13.55,0.0119,0.0345,0.0057,FCC
3,7.1607,12.736,0.0636,0.244,0.1112,IM
1,6.3333,11.4834,0.0528,0.3154,0.2666,IM
1,7.3693,13.4961,0.0435,0.1632,0.0921,BCC+FCC
3,6.9038,11.2571,0.0571,0.4447,0.2668,IM
1,9.5475,10.625,0.0458,0.4147,0.2837,IM
3,8.2544,11.1244,0.0364,0.1534,0.0938,FCC
3,8.6244,6.9,0.0378,0.3696,0.1347,BCC
3,7.7562,12.7265,0.0378,0.1594,0.1141,IM
1,7.86,12.7,0.0195,0.0823,0.1174,BCC+FCC
3,10.76,7.575,0.0449,0.4661,0.1847,BCC
3,7.2008,11.3,0.1078,0.452,0.1922,IM
1,8.1436,11.3727,0.041,0.1552,0.0696,IM
3,7.7677,13.3895,0.0442,0.1797,0.0843,IM
1,6.9955,13.5333,0.0598,0.2324,0.0918,BCC+FCC
1,6.7036,14.6363,0.0467,0.1712,0.1039,BCC+FCC
1,7.3933,20.497,0.0141,0.0832,0.1636,BCC+FCC
3,6.586,15.12,0.068,0.2568,0.1377,FCC
1,5.1467,18.1222,0.0439,0.181,0.1216,FCC
3,6.9574,13.5609,0.0529,0.2019,0.1049,BCC
4,8.3477,11.7991,0.03,0.1159,0.0284,IM
4,8.6356,13.1667,0.0492,0.2324,0.2505,IM
3,7.9138,13.15,0.027,0.1067,0.1377,IM
2,6.53,7.7667,0.0315,0.2568,0.1785,BCC
3,6.948,12.5333,0.0677,0.2626,0.1126,IM
1,9.846,6.58,0.0295,0.2791,0.1959,IM
3,6.699,12.4,0.0568,0.2627,0.2019,IM
3,7.5087,13.0259,0.0544,0.2185,0.188,IM
3,8.3175,11.09,0.1186,0.526,0.203,IM
4,7.9628,11.0837,0.0452,0.178,0.0441,FCC
1,9.9742,10.2053,0.0722,0.3336,0.3342,IM
3,6.58,7.56,0.0506,0.3236,0.2137,IM
3,7.8495,7.82,0.0367,0.323,0.2,BCC
1,6.2718,14.7363,0.0503,0.2308,0.2237,BCC
1,7.8625,14.7625,0.0328,0.1312,0.0985,FCC
3,7.5359,14.1989,0.0475,0.1828,0.1389,BCC+FCC
3,8.012,7.16,0.0592,0.4768,0.21,IM
1,7.756,13.225,0.0515,0.1798,0.0999,BCC+FCC
1,6.8995,14.3,0.0488,0.172,0.1014,BCC+FCC
4,8.1065,14.305,0.0253,0.1107,0.071,FCC
1,8.15,16.46,0.0341,0.1192,0.1763,FCC
1,6.9215,16.185,0.0481,0.1885,0.106,BCC+FCC
1,6.566,15.23,0.0465,0.175,0.1085,BCC+FCC
4,8.4595,12.365,0.025,0.0975,0.0239,FCC
2,8.456,12.39,0.0241,0.0956,0.0235,FCC
1,8.3525,11.55,0.0354,0.1303,0.0313,FCC
4,8.4935,13.455,0.0259,0.0838,0.0838,FCC
2,8.535,13.24,0.0213,0.0731,0.0632,FCC
1,8.3965,16.85,0.0341,0.1163,0.1837,FCC
4,8.33,16.34,0.0287,0.0977,0.1821,FCC
1,8.043,15.61,0.0502,0.1693,0.1372,BCC+FCC
4,8.2555,14.465,0.0331,0.1581,0.2127,FCC
3,7.703,7.32,0.0411,0.4199,0.1293,BCC
3,8.0415,7.345,0.0427,0.4426,0.1299,BCC
1,7.955,13.33,0.0468,0.1652,0.0974,BCC+FCC
1,7.7305,14.2,0.0476,0.1702,0.1013,BCC+FCC
1,7.63,14.79,0.0404,0.1573,0.106,BCC+FCC
1,7.3675,13.215,0.0422,0.1547,0.0887,BCC+FCC
1,7.1185,14.095,0.0494,0.1802,0.1034,BCC+FCC
1,7.1615,14.05,0.0484,0.1739,0.1017,BCC+FCC
1,7.622,13.695,0.0499,0.1716,0.0944,BCC+FCC
1,7.5675,15.47,0.0441,0.1632,0.1104,BCC+FCC
1,7.3955,14.76,0.0511,0.1776,0.1079,BCC+FCC
1,7.308,14.235,0.0521,0.1791,0.102,BCC+FCC
1,7.3125,14.745,0.0548,0.1888,0.1112,BCC+FCC
1,7.08,15.13,0.0523,0.1812,0.1093,BCC+FCC
1,7.157,12.585,0.0493,0.1812,0.1224,BCC+FCC
1,7.2195,13.835,0.0482,0.181,0.125,BCC+FCC
1,7.3845,14.595,0.0484,0.1744,0.1297,BCC+FCC
1,7.628,15.25,0.0477,0.1721,0.1233,BCC+FCC
3,8.084,12.985,0.0255,0.1033,0.0523,FCC
2,7.818,13.625,0.0269,0.1159,0.0697,FCC
1,7.035,13.18,0.0477,0.172,0.0925,BCC+FCC
1,7.1165,15.215,0.0491,0.1736,0.1053,BCC+FCC
1,6.979,14.785,0.0485,0.173,0.1033,BCC+FCC
1,6.597,15.535,0.0433,0.1669,0.1085,BCC+FCC
1,6.6,15.43,0.0437,0.1619,0.1074,BCC+FCC
1,6.648,15.53,0.0447,0.164,0.1082,BCC+FCC
1,7.0395,12.5,0.0484,0.1924,0.0862,BCC+FCC
1,7.174,12.3,0.0443,0.1748,0.0818,BCC+FCC
1,7.786,13.285,0.0474,0.1746,0.0786,BCC+FCC
1,7.13,11.905,0.0464,0.1729,0.1016,BCC+FCC
1,6.9845,13.18,0.0475,0.172,0.1106,BCC+FCC
1,7.538,14.02,0.0464,0.1616,0.1094,BCC+FCC
1,7.6205,14.4,0.0439,0.1552,0.1099,BCC+FCC
1,8.2155,14,0.0234,0.0997,0.0855,FCC
3,7.9255,14.73,0.0347,0.1316,0.1053,FCC
4,7.552,14.71,0.0307,0.1333,0.0968,FCC
1,7.398,14.275,0.0504,0.2085,0.1117,BCC+FCC
4,7.847,13.155,0.0348,0.1556,0.1172,FCC
4,7.87,14.585,0.0343,0.1443,0.1184,FCC
1,8.076,17.075,0.0351,0.1229,0.1847,FCC
1,8.1475,17.02,0.0348,0.1265,0.1754,FCC
1,7.1175,14.905,0.0401,0.1659,0.0995,BCC+FCC
3,7.891,13.655,0.0345,0.1777,0.1766,FCC
1,7.5895,12.14,0.0481,0.1875,0.1073,BCC+FCC
1,7.5855,16.575,0.0292,0.1188,0.1726,FCC
1,7.142,13.94,0.0437,0.1711,0.1143,BCC+FCC
1,7.94,14.475,0.0499,0.1687,0.1111,BCC+FCC
1,7.508,14.875,0.0486,0.1737,0.1076,BCC+FCC
1,7.176,15.085,0.041,0.1679,0.1088,BCC+FCC
1,7.285,15.915,0.0507,0.1807,0.1076,BCC+FCC
1,7.0695,13.905,0.0479,0.1798,0.1023,BCC+FCC
1,6.985,13.72,0.0491,0.1855,0.1019,BCC+FCC
1,7.001,14.325,0.0448,0.1806,0.1001,BCC+FCC
1,7.3015,13.76,0.0485,0.1737,0.1264,BCC+FCC
1,7.2685,13.51,0.0503,0.2106,0.0955,BCC+FCC
1,7.355,15.11,0.046,0.184,0.1182,BCC+FCC
3,8.605,13.28,0.0245,0.0913,0.0766,FCC
2,8.4315,12.4,0.0311,0.119,0.0653,FCC
3,8.54,12.94,0.0197,0.0829,0.0479,FCC
2,8.529,11.93,0.0358,0.1611,0.1226,FCC
4,8.277,12.465,0.03,0.1304,0.0316,FCC
4,8.402,11.915,0.0378,0.1749,0.1577,FCC
3,8.5805,12.495,0.0335,0.1647,0.1549,FCC
1,8.577,12.52,0.0328,0.1637,0.1551,FCC
4,8.1395,11.715,0.0359,0.1446,0.0696,FCC
4,8.1725,11.84,0.0285,0.1201,0.0541,FCC
1,7.9795,15.05,0.0309,0.1162,0.1754,FCC
1,8.326,14.27,0.0316,0.1126,0.1434,FCC
1,7.994,13.495,0.0501,0.1966,0.1152,BCC+FCC
1,7.8385,13.305,0.0462,0.2017,0.1133,BCC+FCC
1,7.933,13.335,0.0459,0.1985,0.1075,BCC+FCC
1,8.089,13.73,0.0483,0.1998,0.1157,BCC+FCC
1,8.0375,13.655,0.0484,0.2004,0.1152,BCC+FCC
1,8.0855,13.755,0.0476,0.1994,0.1154,BCC+FCC
4,8.625,13.065,0.0322,0.1609,0.1721,FCC
2,8.6265,13.235,0.0329,0.1627,0.1803,FCC
4,8.621,13.455,0.0321,0.1637,0.1881,FCC
4,8.2615,12.52,0.0322,0.1304,0.0815,FCC
4,8.175,12.515,0.0381,0.1536,0.104,FCC
4,8.1665,12.395,0.035,0.1474,0.0914,FCC
4,8.2705,13.08,0.0382,0.1564,0.124,FCC
1,8.29,15.585,0.0326,0.1099,0.1628,FCC
1,8.3145,15.84,0.0314,0.1055,0.173,FCC
4,8.158,15.81,0.0273,0.1018,0.1693,FCC
1,8.4065,16.43,0.0298,0.1079,0.1741,FCC
3,8.1805,13.505,0.0251,0.1225,0.0982,FCC
1,8.0165,14.39,0.0501,0.1972,0.1436,BCC+FCC
3,8.391,12.645,0.0369,0.1849,0.1537,FCC
4,8.2165,12.62,0.03,0.138,0.0527,FCC
1,8.041,15.44,0.0337,0.1375,0.175,FCC
1,7.73,13.25,0.04,0.1828,0.1147,BCC+FCC
2,8.385,12.995,0.027,0.1539,0.1769,FCC
1,7.986,15.07,0.0347,0.1395,0.1935,FCC
4,8.1695,13.96,0.0231,0.0995,0.1369,FCC
1,8.033,15.11,0.029,0.1127,0.1679,FCC
2,10.9965,6.91,0.0413,0.5067,0.1464,BCC
3,7.91,7.1,0.0391,0.4254,0.1599,BCC
3,12.636,7.04,0.0409,0.7445,0.1578,BCC
2,8.5565,6.945,0.0324,0.4736,0.1358,BCC
3,10.8595,6.88,0.0361,0.5535,0.132,BCC
2,10.8795,7.06,0.0371,0.4072,0.1332,BCC
4,8.742,7.39,0.0399,0.4141,0.1542,BCC
3,9.308,6.64,0.0444,0.346,0.1538,BCC
4,9.0895,6.965,0.0347,0.4569,0.1311,BCC
4,10.182,7.31,0.0403,0.4503,0.1654,BCC
3,9.5345,7.36,0.044,0.485,0.1544,BCC
2,8.3815,7.365,0.0418,0.4258,0.164,BCC
3,7.3445,7.26,0.0412,0.3766,0.1489,BCC
3,10.045,6.57,0.0391,0.5329,0.1196,BCC
2,10.932,6.76,0.0399,0.4927,0.1448,BCC
4,8.1125,13.24,0.0348,0.1308,0.0865,FCC
3,8.1155,13.58,0.0368,0.1364,0.0974,FCC
2,8.1575,13,0.0323,0.1235,0.0684,FCC
3,8.3445,13.7,0.0272,0.1122,0.0801,FCC
3,8.19,13.475,0.0288,0.1137,0.0783,FCC
4,8.1415,13.74,0.0305,0.12,0.0921,FCC
3,8.154,13.025,0.0314,0.1219,0.0682,FCC
3,8.3425,13.895,0.0273,0.1142,0.0886,FCC
4,8.013,12.62,0.0312,0.1265,0.067,FCC
2,8.1815,13.355,0.026,0.1067,0.067,FCC
1,7.865,14.29,0.0442,0.1564,0.1072,BCC+FCC
3,7.8885,13.745,0.0349,0.1321,0.082,FCC
1,7.8755,13.77,0.045,0.1602,0.1019,BCC+FCC
1,7.741,13.68,0.0482,0.1728,0.1028,BCC+FCC
1,7.6535,13.155,0.0478,0.1762,0.0988,BCC+FCC
1,7.8205,13.72,0.0432,0.1586,0.1002,BCC+FCC
1,7.8765,14.305,0.0467,0.1662,0.1074,BCC+FCC
2,7.883,13.965,0.0338,0.1324,0.0895,FCC
1,7.62,14.335,0.0505,0.1748,0.1089,BCC+FCC
1,7.359,12.93,0.0527,0.1852,0.0964,BCC+FCC
1,7.5465,14.32,0.043,0.1612,0.1031,BCC+FCC
1,7.615,14.19,0.0487,0.1712,0.105,BCC+FCC
1,7.132,12.17,0.0473,0.1787,0.0902,BCC+FCC
1,7.6975,14.57,0.0448,0.1621,0.106,BCC+FCC
1,7.63,15.235,0.042,0.1591,0.1107,BCC+FCC
1,7.839,15.875,0.0427,0.1606,0.1174,BCC+FCC
1,7.35,13.175,0.0504,0.1817,0.0982,BCC+FCC
1,7.3125,12.555,0.0503,0.1782,0.0899,BCC+FCC
1,7.378,13.14,0.0451,0.1649,0.0901,BCC+FCC
1,7.426,13.24,0.0461,0.1659,0.0907,BCC+FCC
1,7.563,14.035,0.0474,0.1709,0.1022,BCC+FCC
1,7.5115,13.96,0.0455,0.1685,0.1009,BCC+FCC
1,6.997,13.37,0.051,0.187,0.1003,BCC+FCC
1,7.319,14.85,0.0417,0.1598,0.1018,BCC+FCC
1,7.3765,15.605,0.0474,0.1724,0.1152,BCC+FCC
1,7.233,14.495,0.0422,0.1648,0.1007,BCC+FCC
1,7.0295,13.845,0.0492,0.1837,0.1024,BCC+FCC
1,6.992,13.225,0.0487,0.179,0.0967,BCC+FCC
1,7.3855,14.915,0.048,0.1719,0.108,BCC+FCC
1,7.243,14.34,0.046,0.1696,0.1006,BCC+FCC
1,7.296,14.585,0.0486,0.1757,0.1061,BCC+FCC
1,7.26,14.135,0.0511,0.1787,0.1014,BCC+FCC
1,7.107,14.08,0.0461,0.1725,0.1016,BCC+FCC
1,7.38,15.135,0.047,0.1718,0.1107,BCC+FCC
1,7.4595,15.175,0.042,0.1576,0.103,BCC+FCC
1,7.2375,14.56,0.0451,0.1686,0.1039,BCC+FCC
1,7.2495,14.21,0.0483,0.1712,0.1001,BCC+FCC
1,7.2805,14.515,0.0444,0.1626,0.1,BCC+FCC
1,6.9605,15.265,0.0428,0.169,0.1078,BCC+FCC
1,6.974,15.085,0.0472,0.1758,0.1081,BCC+FCC
1,7.893,13.62,0.0425,0.1713,0.1072,BCC+FCC
1,7.6755,13.65,0.0507,0.2095,0.1099,BCC+FCC
1,7.596,14.4,0.0507,0.1913,0.1142,BCC+FCC
1,7.1185,13.35,0.0486,0.2032,0.1034,BCC+FCC
1,7.1915,14.075,0.0488,0.1958,0.1117,BCC+FCC
1,7.185,13.315,0.0453,0.1735,0.0957,BCC+FCC
1,7.133,13.895,0.0485,0.1898,0.102,BCC+FCC
1,7.1985,13.135,0.0479,0.1793,0.0962,BCC+FCC
1,7.0345,14.89,0.0433,0.1762,0.1099,BCC+FCC
1,7.9925,13.49,0.0459,0.1694,0.1231,BCC+FCC
1,8.0455,13.735,0.0474,0.1717,0.1263,BCC+FCC
1,8.011,13.455,0.0509,0.1802,0.1256,BCC+FCC
1,7.6475,12.115,0.0442,0.172,0.12,BCC+FCC
1,7.6,15.005,0.0497,0.1822,0.1323,BCC+FCC
1,7.815,15.525,0.045,0.1625,0.1297,BCC+FCC
1,7.7565,14.18,0.0457,0.1677,0.1168,BCC+FCC
1,7.05,14.49,0.0483,0.1798,0.1175,BCC+FCC
1,7.1995,15.89,0.0493,0.1795,0.1336,BCC+FCC
1,6.822,15.83,0.0506,0.1918,0.118,BCC+FCC
1,7.8745,14.345,0.0456,0.1774,0.1098,BCC+FCC
1,7.4835,14.285,0.0542,0.1946,0.1114,BCC+FCC
1,7.9195,14.23,0.0484,0.1772,0.1341,BCC+FCC
1,7.9095,13.94,0.0461,0.1715,0.1192,BCC+FCC
1,7.8185,13.44,0.0486,0.1749,0.1109,BCC+FCC
1,7.8745,14.04,0.0483,0.1757,0.1245,BCC+FCC
1,7.753,15.505,0.049,0.1784,0.1388,BCC+FCC
1,7.6565,15.225,0.0517,0.1859,0.1356,BCC+FCC
1,8.206,14.975,0.0469,0.1591,0.1335,BCC+FCC
1,8.0435,14.53,0.0506,0.1676,0.1432,BCC+FCC
1,7.905,15.755,0.0484,0.1635,0.1489,BCC+FCC
1,7.894,16.195,0.0467,0.1649,0.1414,BCC+FCC
1,7.769,13.465,0.048,0.1669,0.1112,BCC+FCC
1,7.471,14.585,0.0475,0.1666,0.1303,BCC+FCC
1,7.378,14.28,0.045,0.1618,0.1277,BCC+FCC
1,7.3445,15.905,0.0513,0.1766,0.1402,BCC+FCC
1,7.2535,15.405,0.0507,0.1759,0.1364,BCC+FCC
1,7.1395,14.375,0.0475,0.1698,0.1169,BCC+FCC
1,7.8955,14.435,0.0521,0.1999,0.1339,BCC+FCC
1,7.2295,13.4,0.049,0.1806,0.1313,BCC+FCC
1,7.4595,13.085,0.0491,0.1936,0.0822,BCC+FCC
1,7.2665,13.26,0.051,0.2041,0.0851,BCC+FCC
1,7.3145,13.705,0.0435,0.1728,0.0898,BCC+FCC
1,7.059,13.925,0.0564,0.2156,0.0985,BCC+FCC
1,7.2935,13.245,0.0502,0.1846,0.0907,BCC+FCC
4,7.955,12.66,0.032,0.1309,0.0729,FCC
4,7.6995,13.225,0.0367,0.1475,0.0882,FCC
1,7.348,12.19,0.0478,0.1796,0.1128,BCC+FCC
1,7.6215,12.895,0.0442,0.1693,0.1015,BCC+FCC
1,7.2875,12.345,0.0478,0.1797,0.1196,BCC+FCC
1,7.5865,12.535,0.048,0.1712,0.1029,BCC+FCC
1,7.4025,13.56,0.0425,0.165,0.1011,BCC+FCC
1,7.2605,13.41,0.0501,0.1814,0.1228,BCC+FCC
1,7.333,12.92,0.0483,0.1711,0.1017,BCC+FCC
1,6.871,14.92,0.0476,0.1789,0.1197,BCC+FCC
1,6.827,14.79,0.0511,0.1825,0.1322,BCC+FCC
1,7.8685,15.73,0.0329,0.1243,0.1717,FCC
1,7.8615,15.78,0.03,0.1177,0.1708,FCC
1,7.5945,12.495,0.048,0.1689,0.1003,BCC+FCC
1,6.9965,15.535,0.0476,0.1716,0.123,BCC+FCC
1,6.6825,16.075,0.0479,0.1737,0.1268,BCC+FCC
1,7.1475,11.925,0.0441,0.1831,0.1023,BCC+FCC
1,6.757,13.22,0.0413,0.177,0.1337,BCC+FCC
1,7.721,13.655,0.0495,0.1785,0.1066,BCC+FCC
1,7.597,14.655,0.0512,0.192,0.1313,BCC+FCC
1,7.8825,14.44,0.0411,0.1615,0.1059,BCC+FCC
1,7.362,14.725,0.0552,0.2021,0.1197,BCC+FCC
1,7.2725,14.395,0.0555,0.2034,0.1195,BCC+FCC
1,7.4835,12.65,0.0489,0.1753,0.1275,BCC+FCC
4,8.3435,13.59,0.0361,0.1655,0.1582,FCC
1,7.948,13.96,0.0445,0.1815,0.1065,BCC+FCC
1,7.893,13.91,0.0432,0.1808,0.1057,BCC+FCC
1,7.8895,13.935,0.0422,0.1798,0.1055,BCC+FCC
1,8.002,13.795,0.0322,0.1436,0.0918,FCC
1,7.865,13.79,0.0496,0.2022,0.0925,BCC+FCC
1,7.8615,13.815,0.049,0.2012,0.0924,BCC+FCC
1,7.588,14.205,0.0476,0.1923,0.1083,BCC+FCC
1,7.8065,14.555,0.0412,0.1645,0.1092,BCC+FCC
1,7.5,14.68,0.045,0.1749,0.1061,BCC+FCC
1,7.4485,14.605,0.0436,0.174,0.1054,BCC+FCC
1,7.451,15.31,0.0468,0.1829,0.1201,BCC+FCC
1,7.607,15.705,0.0494,0.1843,0.1256,BCC+FCC
1,7.5975,15.05,0.0455,0.1759,0.1127,BCC+FCC
1,7.5385,15.39,0.0438,0.1772,0.1187,BCC+FCC
3,8.3575,13.535,0.0355,0.172,0.1735,FCC
3,8.1515,13.235,0.0318,0.1692,0.1754,FCC
4,8.1995,13.335,0.0324,0.169,0.1751,FCC
1,7.785,12.975,0.0487,0.1875,0.1341,BCC+FCC
1,8.029,13.545,0.0474,0.1745,0.1343,BCC+FCC
4,8.2545,14.165,0.0351,0.134,0.1187,FCC
3,8.0435,13.72,0.0339,0.134,0.1101,FCC
3,8.0465,13.6,0.0361,0.1487,0.1161,FCC
4,8.1945,13.51,0.0342,0.1433,0.0958,FCC
4,8.1325,13.97,0.0306,0.1297,0.1103,FCC
2,8.2835,14.22,0.0285,0.128,0.1116,FCC
1,7.461,15.33,0.0457,0.1693,0.119,BCC+FCC
1,7.8615,17.365,0.034,0.1272,0.1845,FCC
1,7.9335,16.945,0.0352,0.1273,0.1804,FCC
1,8.1235,16.4,0.0345,0.1252,0.1663,FCC
1,8.043,16.7,0.0323,0.1196,0.1737,FCC
4,9.3275,11.095,0.1049,0.5199,0.2609,IM
3,8.017,11.95,0.0885,0.4043,0.2734,IM
1,7.599,13.435,0.0413,0.1916,0.1182,BCC+FCC
1,7.8395,14.14,0.0505,0.2011,0.1099,BCC+FCC
1,7.4535,12.505,0.0445,0.1866,0.0896,BCC+FCC
1,7.2075,13.915,0.0481,0.1881,0.1144,BCC+FCC
1,7.0295,14.73,0.0457,0.1791,0.114,BCC+FCC
1,7.7325,15.19,0.0286,0.1245,0.1731,FCC
1,7.4805,16.87,0.0356,0.1411,0.198,FCC
1,7.542,15.385,0.0327,0.1367,0.1652,FCC
2,9.025,10.19,0.0972,0.4966,0.221,IM
4,7.8115,9.775,0.0845,0.4343,0.194,IM
3,7.6405,10.54,0.0846,0.433,0.2141,IM
4,10.1095,10.1,0.099,0.5839,0.2504,IM
2,8.3765,10.23,0.0837,0.4665,0.2177,IM
1,7.768,13.21,0.0474,0.1895,0.0985,BCC+FCC
1,8.0615,13.745,0.0478,0.1735,0.1125,BCC+FCC
1,7.4915,12.18,0.0453,0.1922,0.0889,BCC+FCC
1,7.7825,14.2,0.0475,0.1756,0.1101,BCC+FCC
1,7.8135,14.2,0.046,0.1646,0.1247,BCC+FCC
1,8.069,15.5,0.0476,0.1564,0.1375,BCC+FCC
1,7.9375,15.625,0.0497,0.165,0.1584,BCC+FCC
1,8.088,13.515,0.0483,0.1622,0.1174,BCC+FCC
1,7.822,14.87,0.0484,0.171,0.142,BCC+FCC
1,8.0065,13.67,0.0541,0.1776,0.1143,BCC+FCC
1,7.655,12.72,0.0472,0.1787,0.1179,BCC+FCC
1,7.2695,13.315,0.0415,0.1699,0.1299,BCC+FCC
1,7.5125,15.26,0.0481,0.1693,0.1363,BCC+FCC
1,7.3795,15.34,0.0501,0.1827,0.1276,BCC+FCC
1,7.1375,13.28,0.0487,0.1893,0.1049,BCC+FCC
1,7.5645,12.145,0.0475,0.1811,0.1179,BCC+FCC
1,7.318,14.61,0.0308,0.1467,0.2043,FCC
1,7.476,12.705,0.044,0.1666,0.115,BCC+FCC
1,6.923,12.82,0.0409,0.1624,0.1347,BCC+FCC
4,7.6895,15.235,0.0293,0.1322,0.175,FCC
2,8.5715,12.125,0.119,0.507,0.2754,IM
4,8.4855,12.34,0.0386,0.1698,0.1507,FCC
4,8.48,13.05,0.0352,0.1728,0.1895,FCC
4,8.2735,12.63,0.0342,0.1271,0.0928,FCC
3,8.383,12.65,0.0348,0.1348,0.0937,FCC
4,8.3735,13.245,0.0358,0.1477,0.1224,FCC
1,8.1495,14.815,0.03,0.1102,0.1582,FCC
1,8.146,14.84,0.0286,0.1074,0.1578,FCC
1,7.919,14.345,0.0322,0.1263,0.1638,FCC
1,8.247,15.185,0.032,0.1143,0.1607,FCC
1,8.3155,14.79,0.0304,0.11,0.149,FCC
1,7.9455,13.47,0.0475,0.1904,0.1352,BCC+FCC
4,8.174,12.885,0.0231,0.1063,0.1004,FCC
1,7.9935,13.86,0.0507,0.2006,0.1307,BCC+FCC
1,7.7335,13.49,0.0476,0.1973,0.137,BCC+FCC
1,7.479,12.135,0.0443,0.1897,0.116,BCC+FCC
1,7.9685,14.64,0.0306,0.134,0.1606,FCC
2,8.751,10.295,0.0954,0.4543,0.1728,IM
2,7.854,14.435,0.0305,0.1262,0.1799,FCC
1,7.7315,13.98,0.0357,0.1467,0.1919,FCC
1,8.005,14.685,0.0361,0.1372,0.182,FCC
2,8.09,12.335,0.0232,0.1093,0.0915,FCC
2,8.2115,10.37,0.0738,0.357,0.1614,IM
3,9.9695,9.695,0.1052,0.5204,0.239,IM
4,8.102,9.545,0.0762,0.3726,0.2217,IM
4,8.4375,12.53,0.0392,0.1799,0.1309,FCC
3,8.476,13.005,0.0295,0.1475,0.1536,FCC
4,8.321,12.94,0.0316,0.1428,0.0704,FCC
4,8.2225,13.3,0.0336,0.1504,0.1049,FCC
1,8.015,16.155,0.0335,0.139,0.1861,FCC
1,8.056,15.165,0.031,0.1343,0.1642,FCC
1,8.113,14.35,0.0487,0.2012,0.1351,BCC+FCC
1,8.096,14.92,0.0313,0.1223,0.1726,FCC
1,8.2725,14.82,0.0354,0.1272,0.1642,FCC
1,8.0255,16.65,0.0317,0.1262,0.2021,FCC
1,8.421,15.63,0.0346,0.1318,0.1727,FCC
2,8.267,13.19,0.0246,0.1036,0.1003,FCC
1,8.2895,15.49,0.0335,0.1254,0.1769,FCC
1,8.31,14.995,0.0318,0.1219,0.1638,FCC
3,9.2765,10.525,0.0916,0.3819,0.2814,IM
3,9.159,10.03,0.1089,0.5098,0.1965,IM
2,9.387,9.41,0.1034,0.539,0.197,IM
3,8.923,10.505,0.0998,0.4499,0.1975,IM
3,11.0455,9.96,0.1161,0.5223,0.2994,IM
2,8.9115,9.65,0.0954,0.5173,0.2077,IM
2,8.684,9.74,0.0898,0.4683,0.1929,IM
3,8.131,9.525,0.0927,0.4874,0.1896,IM
3,9.924,9.615,0.106,0.5581,0.2307,IM
3,10.207,9.385,0.1061,0.5631,0.2293,IM
3,9.5175,9.355,0.1052,0.5386,0.2393,IM
2,8.4635,8.945,0.0771,0.4708,0.1674,IM
2,8.0245,9.14,0.0707,0.4282,0.1668,IM
3,8.379,9.065,0.0762,0.4694,0.1706,IM
2,8.3075,8.91,0.0715,0.431,0.1717,IM
2,8.949,9.7,0.0927,0.4718,0.1856,IM
2,7.7895,8.985,0.0796,0.4324,0.1768,IM
2,8.5935,9.155,0.0964,0.4835,0.2162,IM
2,10.7375,8.965,0.1185,0.6411,0.2286,IM
3,10.1645,8.435,0.0835,0.5917,0.2133,IM
2,10.2775,9.04,0.1093,0.5798,0.2534,IM
2,9.562,10.595,0.0896,0.4675,0.2686,IM
1,8.1155,13.945,0.0502,0.1871,0.1328,BCC+FCC
1,8.0765,14.185,0.0476,0.1721,0.1344,BCC+FCC
1,7.945,14.935,0.0317,0.1327,0.1831,FCC
3,8.511,6.715,0.0422,0.4813,0.1398,BCC
2,11.0405,6.675,0.0402,0.5305,0.1449,BCC
2,8.9485,10.165,0.109,0.5276,0.2174,IM
4,10.383,6.905,0.0396,0.6574,0.1469,BCC
4,10.398,7.045,0.0411,0.687,0.1638,BCC
3,9.5925,7.415,0.0419,0.5939,0.1797,BCC
4,9.331,7.025,0.0403,0.5473,0.1468,BCC
4,9.5125,6.71,0.0379,0.5634,0.1281,BCC
2,8.0465,8.685,0.0835,0.4989,0.1583,IM
3,10.7905,6.955,0.0394,0.4476,0.1233,BCC
3,7.508,7.055,0.044,0.3864,0.1381,BCC
3,9.111,7.35,0.041,0.44,0.1509,BCC
2,10.0595,7.095,0.0429,0.4857,0.1576,BCC
4,7.5955,7.175,0.0433,0.381,0.155,BCC
2,8.9825,6.98,0.0437,0.4841,0.1451,BCC
3,9.6525,7.1,0.0374,0.4273,0.1654,BCC
4,8.6335,7.42,0.0441,0.4334,0.163,BCC
2,9.1735,7.165,0.0437,0.4897,0.1433,BCC
3,10.1625,7.435,0.0458,0.482,0.1719,BCC
4,7.515,7.43,0.0445,0.4076,0.1514,BCC
2,7.4705,8.05,0.0449,0.3575,0.1913,BCC
